"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2752;1577
Hovedstaden;3-5;M;2972;1710
Hovedstaden;6-11;K;26224;17977
Hovedstaden;6-11;M;27487;18762
Hovedstaden;12-15;K;34256;32839
Hovedstaden;12-15;M;36230;34705
Hovedstaden;16-19;K;35938;35244
Hovedstaden;16-19;M;36170;35271
Hovedstaden;20-39;K;233251;228126
Hovedstaden;20-39;M;223999;218520
Hovedstaden;40-64;K;272537;270473
Hovedstaden;40-64;M;267898;265797
Hovedstaden;65-79;K;124684;124355
Hovedstaden;65-79;M;106806;106525
Hovedstaden;80+;K;43368;43199
Hovedstaden;80+;M;26173;26091
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2338;1412
Midtjylland;3-5;M;2581;1562
Midtjylland;6-11;K;23565;17978
Midtjylland;6-11;M;24897;19016
Midtjylland;12-15;K;29387;28550
Midtjylland;12-15;M;30566;29653
Midtjylland;16-19;K;30387;30052
Midtjylland;16-19;M;30760;30300
Midtjylland;20-39;K;148126;145379
Midtjylland;20-39;M;150699;147548
Midtjylland;40-64;K;200515;199582
Midtjylland;40-64;M;199526;198526
Midtjylland;65-79;K;100118;99972
Midtjylland;65-79;M;94319;94161
Midtjylland;80+;K;32805;32710
Midtjylland;80+;M;22981;22930
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;934;549
Nordjylland;3-5;M;1001;592
Nordjylland;6-11;K;9532;7060
Nordjylland;6-11;M;9928;7314
Nordjylland;12-15;K;12243;11835
Nordjylland;12-15;M;13039;12624
Nordjylland;16-19;K;12647;12507
Nordjylland;16-19;M;13123;12885
Nordjylland;20-39;K;59416;58161
Nordjylland;20-39;M;64212;62614
Nordjylland;40-64;K;89373;88897
Nordjylland;40-64;M;89732;89211
Nordjylland;65-79;K;49047;48945
Nordjylland;65-79;M;46893;46791
Nordjylland;80+;K;16646;16597
Nordjylland;80+;M;11814;11781
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1178;709
Sjælland;3-5;M;1315;792
Sjælland;6-11;K;12024;8801
Sjælland;6-11;M;12858;9453
Sjælland;12-15;K;17761;17248
Sjælland;12-15;M;18699;18130
Sjælland;16-19;K;17899;17652
Sjælland;16-19;M;19155;18782
Sjælland;20-39;K;67614;65903
Sjælland;20-39;M;69175;67334
Sjælland;40-64;K;137848;137000
Sjælland;40-64;M;135370;134533
Sjælland;65-79;K;75028;74865
Sjælland;65-79;M;69573;69426
Sjælland;80+;K;23332;23245
Sjælland;80+;M;16306;16269
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1895;1195
Syddanmark;3-5;M;2055;1303
Syddanmark;6-11;K;19945;15305
Syddanmark;6-11;M;21215;16450
Syddanmark;12-15;K;26158;25338
Syddanmark;12-15;M;27326;26447
Syddanmark;16-19;K;27387;27023
Syddanmark;16-19;M;27819;27306
Syddanmark;20-39;K;114639;112118
Syddanmark;20-39;M;119092;116125
Syddanmark;40-64;K;191063;190021
Syddanmark;40-64;M;190087;188938
Syddanmark;65-79;K;101012;100828
Syddanmark;65-79;M;95174;94979
Syddanmark;80+;K;35299;35191
Syddanmark;80+;M;24336;24277
