"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;507732;494186;645113
Frederiksberg;86788;84831;103593
Ballerup;38997;37953;49195
Brøndby;25856;25013;35761
Dragør;12274;11924;14621
Gentofte;62224;60623;74253
Gladsaxe;55516;53874;69255
Glostrup;18259;17738;23462
Herlev;22662;21946;28821
Albertslund;20645;19926;27637
Hvidovre;41491;40143;53216
Høje-Taastrup;39674;38426;53062
Lyngby-Taarbæk;48673;47363;57767
Rødovre;32162;31117;41465
Ishøj;16149;15605;23220
Tårnby;34214;33225;42685
Vallensbæk;12558;12182;16493
Furesø;34257;33348;41395
Allerød;21994;21504;25828
Fredensborg;33539;32725;41200
Helsingør;51717;50552;62844
Hillerød;44072;43064;53287
Hørsholm;21128;20676;24734
Rudersdal;48488;47333;57246
Egedal;36949;36059;44406
Frederikssund;38526;37667;45812
Greve;40747;39717;50800
Køge;50424;49082;61629
Frederiksværk-Hundested;25991;25383;31341
Roskilde;75037;73403;89473
Solrød;19491;19041;23810
Gribskov;34164;33436;41157
Odsherred;27634;27153;32821
Holbæk;60661;59383;72855
Faxe;30446;29745;37174
Kalundborg;39798;39005;48372
Ringsted;28194;27526;35149
Slagelse;64987;63486;79676
Stevns;19471;19040;23506
Sorø;25191;24717;30000
Lejre;23743;23268;28590
Lolland;32842;32220;40074
Næstved;69278;67852;83870
Guldborgsund;49736;48819;60279
Vordingborg;37455;36685;45317
Bornholm;34049;33349;39637
Middelfart;33930;33267;39630
Assens;35004;34237;40934
Faaborg-Midtfyn;44220;43261;51818
Kerteminde;20522;20060;24010
Nyborg;27551;26968;32118
Odense;172290;168288;205984
Svendborg;50573;49564;59191
Nordfyns;24976;24385;29730
Langeland;10572;10401;12315
Ærø;5282;5185;6028
Haderslev;45654;44718;55309
Billund;22201;21762;26664
Sønderborg;61672;60389;73728
Tønder;29951;29297;36813
Esbjerg;95748;93799;115479
Fanø;2966;2920;3420
Varde;41204;40337;49665
Vejen;34990;34175;42565
Aabenraa;47274;46359;58663
Fredericia;43050;42145;51594
Horsens;76984;75280;94563
Kolding;76971;75410;93517
Vejle;97903;95918;119143
Herning;74656;73135;89247
Holstebro;49404;48349;58515
Lemvig;16572;16281;19406
Struer;17849;17507;20778
Syddjurs;36937;36184;43624
Norddjurs;31292;30671;36923
Favrskov;41413;40461;48872
Odder;19971;19512;23325
Randers;82611;80809;98994
Silkeborg;80944;79154;97455
Samsø;3249;3204;3710
Skanderborg;53961;52612;64376
Århus;296000;289259;355336
Ikast-Brande;34352;33660;41882
Ringkøbing-Skjern;46915;45990;56186
Hedensted;39598;38866;47110
Morsø;17056;16634;20054
Skive;38836;38105;45080
Thisted;36336;35490;43088
Viborg;82030;80293;96805
Brønderslev-Dronninglund;30499;29794;36200
Frederikshavn;50178;49245;58867
Vesthimmerlands;30072;29401;36304
Læsø;1531;1506;1774
Rebild;25494;24895;30657
Mariagerfjord;35231;34366;41638
Jammerbugt;32328;31572;38176
Ålborg;186367;182072;221110
Hjørring;54488;53388;63835
