"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;18228;11857
Hovedstaden;0-9;M;19311;12520
Hovedstaden;10-19;K;80945;75780
Hovedstaden;10-19;M;83548;77928
Hovedstaden;20-29;K;122395;119660
Hovedstaden;20-29;M;115814;112639
Hovedstaden;30-39;K;110856;108466
Hovedstaden;30-39;M;108185;105881
Hovedstaden;40-49;K;112714;111507
Hovedstaden;40-49;M;109518;108340
Hovedstaden;50-59;K;113276;112605
Hovedstaden;50-59;M;112455;111746
Hovedstaden;60-69;K;89029;88712
Hovedstaden;60-69;M;84402;84045
Hovedstaden;70-79;K;82202;82004
Hovedstaden;70-79;M;68329;68191
Hovedstaden;80-89;K;36028;35909
Hovedstaden;80-89;M;23604;23533
Hovedstaden;90+;K;7340;7290
Hovedstaden;90+;M;2569;2558
Midtjylland;0-9;K;16095;11422
Midtjylland;0-9;M;17203;12184
Midtjylland;10-19;K;69585;66571
Midtjylland;10-19;M;71602;68347
Midtjylland;20-29;K;79851;78322
Midtjylland;20-29;M;81610;79700
Midtjylland;30-39;K;68275;67057
Midtjylland;30-39;M;69089;67848
Midtjylland;40-49;K;77827;77323
Midtjylland;40-49;M;76920;76346
Midtjylland;50-59;K;84510;84186
Midtjylland;50-59;M;84964;84633
Midtjylland;60-69;K;74444;74271
Midtjylland;60-69;M;72925;72756
Midtjylland;70-79;K;63852;63774
Midtjylland;70-79;M;59036;58952
Midtjylland;80-89;K;27484;27412
Midtjylland;80-89;M;20698;20659
Midtjylland;90+;K;5321;5298
Midtjylland;90+;M;2283;2271
Nordjylland;0-9;K;6539;4491
Nordjylland;0-9;M;6844;4696
Nordjylland;10-19;K;28817;27460
Nordjylland;10-19;M;30247;28719
Nordjylland;20-29;K;31530;30810
Nordjylland;20-29;M;35360;34413
Nordjylland;30-39;K;27886;27351
Nordjylland;30-39;M;28852;28201
Nordjylland;40-49;K;32450;32214
Nordjylland;40-49;M;32614;32334
Nordjylland;50-59;K;38482;38300
Nordjylland;50-59;M;38919;38741
Nordjylland;60-69;K;35835;35733
Nordjylland;60-69;M;35331;35223
Nordjylland;70-79;K;31653;31595
Nordjylland;70-79;M;29761;29704
Nordjylland;80-89;K;13964;13928
Nordjylland;80-89;M;10623;10596
Nordjylland;90+;K;2682;2669
Nordjylland;90+;M;1191;1185
Sjælland;0-9;K;8023;5557
Sjælland;0-9;M;8717;6021
Sjælland;10-19;K;40839;38853
Sjælland;10-19;M;43310;41136
Sjælland;20-29;K;30271;29403
Sjælland;20-29;M;33030;32013
Sjælland;30-39;K;37343;36500
Sjælland;30-39;M;36145;35321
Sjælland;40-49;K;50627;50182
Sjælland;40-49;M;48479;48026
Sjælland;50-59;K;60007;59708
Sjælland;50-59;M;60202;59928
Sjælland;60-69;K;52855;52689
Sjælland;60-69;M;51408;51231
Sjælland;70-79;K;49387;49286
Sjælland;70-79;M;44854;44774
Sjælland;80-89;K;19825;19762
Sjælland;80-89;M;14859;14830
Sjælland;90+;K;3507;3483
Sjælland;90+;M;1447;1439
Syddanmark;0-9;K;13420;9655
Syddanmark;0-9;M;14422;10482
Syddanmark;10-19;K;61967;59207
Syddanmark;10-19;M;63993;61024
Syddanmark;20-29;K;57207;55831
Syddanmark;20-29;M;61530;59800
Syddanmark;30-39;K;57432;56287
Syddanmark;30-39;M;57562;56325
Syddanmark;40-49;K;71237;70672
Syddanmark;40-49;M;69605;68969
Syddanmark;50-59;K;82019;81655
Syddanmark;50-59;M;82842;82463
Syddanmark;60-69;K;73595;73403
Syddanmark;60-69;M;72743;72535
Syddanmark;70-79;K;65224;65119
Syddanmark;70-79;M;60071;59950
Syddanmark;80-89;K;29567;29499
Syddanmark;80-89;M;21979;21930
Syddanmark;90+;K;5732;5692
Syddanmark;90+;M;2357;2347
