"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;499580;488363;591703
Midtjylland;1123574;1099332;1342187
Syddanmark;1024504;1002845;1228318
Hovedstaden;1500748;1461171;1868506
Sjælland;695135;680142;843395
