"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2494;1400
Hovedstaden;3-5;M;2704;1530
Hovedstaden;6-11;K;25865;17696
Hovedstaden;6-11;M;27134;18447
Hovedstaden;12-15;K;30743;29199
Hovedstaden;12-15;M;32571;30971
Hovedstaden;16-19;K;34535;33863
Hovedstaden;16-19;M;35310;34432
Hovedstaden;20-39;K;232777;227626
Hovedstaden;20-39;M;223551;218036
Hovedstaden;40-64;K;271836;269759
Hovedstaden;40-64;M;267211;265085
Hovedstaden;65-79;K;126728;126388
Hovedstaden;65-79;M;109461;109170
Hovedstaden;80+;K;48032;47859
Hovedstaden;80+;M;29793;29710
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2122;1265
Midtjylland;3-5;M;2332;1389
Midtjylland;6-11;K;23171;17601
Midtjylland;6-11;M;24521;18644
Midtjylland;12-15;K;26283;25378
Midtjylland;12-15;M;27403;26442
Midtjylland;16-19;K;29601;29272
Midtjylland;16-19;M;30381;29924
Midtjylland;20-39;K;148550;145801
Midtjylland;20-39;M;151290;148122
Midtjylland;40-64;K;199155;198207
Midtjylland;40-64;M;197885;196873
Midtjylland;65-79;K;101921;101769
Midtjylland;65-79;M;96449;96287
Midtjylland;80+;K;36439;36342
Midtjylland;80+;M;26068;26015
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;856;499
Nordjylland;3-5;M;920;537
Nordjylland;6-11;K;9374;6903
Nordjylland;6-11;M;9754;7144
Nordjylland;12-15;K;10953;10528
Nordjylland;12-15;M;11635;11201
Nordjylland;16-19;K;12311;12173
Nordjylland;16-19;M;12956;12730
Nordjylland;20-39;K;59513;58250
Nordjylland;20-39;M;64534;62921
Nordjylland;40-64;K;88530;88053
Nordjylland;40-64;M;88759;88234
Nordjylland;65-79;K;49807;49702
Nordjylland;65-79;M;47756;47650
Nordjylland;80+;K;18494;18443
Nordjylland;80+;M;13428;13395
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1064;634
Sjælland;3-5;M;1192;702
Sjælland;6-11;K;11851;8646
Sjælland;6-11;M;12654;9265
Sjælland;12-15;K;15743;15185
Sjælland;12-15;M;16713;16106
Sjælland;16-19;K;17873;17628
Sjælland;16-19;M;19039;18681
Sjælland;20-39;K;67523;65814
Sjælland;20-39;M;69538;67684
Sjælland;40-64;K;136348;135493
Sjælland;40-64;M;133818;132971
Sjælland;65-79;K;76163;75993
Sjælland;65-79;M;70796;70647
Sjælland;80+;K;26119;26030
Sjælland;80+;M;18701;18663
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1699;1045
Syddanmark;3-5;M;1861;1161
Syddanmark;6-11;K;19583;14964
Syddanmark;6-11;M;20767;16020
Syddanmark;12-15;K;23424;22557
Syddanmark;12-15;M;24693;23765
Syddanmark;16-19;K;26859;26490
Syddanmark;16-19;M;27364;26871
Syddanmark;20-39;K;115031;112504
Syddanmark;20-39;M;119838;116847
Syddanmark;40-64;K;189072;188031
Syddanmark;40-64;M;187926;186762
Syddanmark;65-79;K;102527;102334
Syddanmark;65-79;M;96932;96736
Syddanmark;80+;K;39203;39094
Syddanmark;80+;M;27723;27663
