"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1868506;0.00
2021-01-01;Hovedstaden;0;1868506;0.00
2021-01-04;Hovedstaden;0;1868506;0.00
2021-01-05;Hovedstaden;1;1868506;0.00
2021-01-07;Hovedstaden;2;1868506;0.00
2021-01-08;Hovedstaden;3;1868506;0.00
2021-01-09;Hovedstaden;5;1868506;0.00
2021-01-12;Hovedstaden;5;1868506;0.00
2021-01-13;Hovedstaden;7;1868506;0.00
2021-01-14;Hovedstaden;8;1868506;0.00
2021-01-15;Hovedstaden;13;1868506;0.00
2021-01-16;Hovedstaden;15;1868506;0.00
2021-01-17;Hovedstaden;57;1868506;0.00
2021-01-18;Hovedstaden;193;1868506;0.01
2021-01-19;Hovedstaden;365;1868506;0.02
2021-01-20;Hovedstaden;500;1868506;0.03
2021-01-21;Hovedstaden;616;1868506;0.03
2021-01-22;Hovedstaden;698;1868506;0.04
2021-01-23;Hovedstaden;4461;1868506;0.24
2021-01-24;Hovedstaden;8057;1868506;0.43
2021-01-25;Hovedstaden;8286;1868506;0.44
2021-01-26;Hovedstaden;8425;1868506;0.45
2021-01-27;Hovedstaden;9044;1868506;0.48
2021-01-28;Hovedstaden;12727;1868506;0.68
2021-01-29;Hovedstaden;19804;1868506;1.06
2021-01-30;Hovedstaden;24029;1868506;1.29
2021-01-31;Hovedstaden;26444;1868506;1.42
2021-02-01;Hovedstaden;28324;1868506;1.52
2021-02-02;Hovedstaden;28435;1868506;1.52
2021-02-03;Hovedstaden;31252;1868506;1.67
2021-02-04;Hovedstaden;37439;1868506;2.00
2021-02-05;Hovedstaden;42133;1868506;2.25
2021-02-06;Hovedstaden;45047;1868506;2.41
2021-02-07;Hovedstaden;45611;1868506;2.44
2021-02-08;Hovedstaden;46744;1868506;2.50
2021-02-09;Hovedstaden;46791;1868506;2.50
2021-02-10;Hovedstaden;47711;1868506;2.55
2021-02-11;Hovedstaden;47955;1868506;2.57
2021-02-12;Hovedstaden;52086;1868506;2.79
2021-02-13;Hovedstaden;52097;1868506;2.79
2021-02-14;Hovedstaden;52110;1868506;2.79
2021-02-15;Hovedstaden;53474;1868506;2.86
2021-02-16;Hovedstaden;53881;1868506;2.88
2021-02-17;Hovedstaden;53918;1868506;2.89
2021-02-18;Hovedstaden;54000;1868506;2.89
2021-02-19;Hovedstaden;54055;1868506;2.89
2021-02-20;Hovedstaden;54160;1868506;2.90
2021-02-21;Hovedstaden;54265;1868506;2.90
2021-02-22;Hovedstaden;54413;1868506;2.91
2021-02-23;Hovedstaden;54580;1868506;2.92
2021-02-24;Hovedstaden;54664;1868506;2.93
2021-02-25;Hovedstaden;54705;1868506;2.93
2021-02-26;Hovedstaden;54774;1868506;2.93
2021-02-27;Hovedstaden;55798;1868506;2.99
2021-02-28;Hovedstaden;56843;1868506;3.04
