"Dato";"Aldersgruppe";"Region";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-08;40-64;Nordjylland;1;0;0;190681;1;0;0;0.00;0.00;0.00
2020-12-11;20-39;Nordjylland;1;0;0;144419;1;0;0;0.00;0.00;0.00
2020-12-16;20-39;Hovedstaden;1;0;0;555030;1;0;0;0.00;0.00;0.00
2020-12-17;20-39;Hovedstaden;1;0;0;555030;2;0;0;0.00;0.00;0.00
2020-12-18;16-19;Sjælland;1;0;0;41196;1;0;0;0.00;0.00;0.00
2020-12-18;20-39;Hovedstaden;1;0;0;555030;3;0;0;0.00;0.00;0.00
2020-12-19;80+;Hovedstaden;1;0;0;70261;1;0;0;0.00;0.00;0.00
2020-12-20;40-64;Hovedstaden;1;0;0;587887;1;0;0;0.00;0.00;0.00
2020-12-21;20-39;Hovedstaden;1;0;0;555030;4;0;0;0.00;0.00;0.00
2020-12-21;20-39;Midtjylland;1;0;0;349358;1;0;0;0.00;0.00;0.00
2020-12-21;40-64;Hovedstaden;1;0;0;587887;2;0;0;0.00;0.00;0.00
2020-12-22;20-39;Midtjylland;1;0;0;349358;2;0;0;0.00;0.00;0.00
2020-12-22;20-39;Syddanmark;2;0;0;281409;2;0;0;0.00;0.00;0.00
2020-12-22;40-64;Hovedstaden;1;0;0;587887;3;0;0;0.00;0.00;0.00
2020-12-22;40-64;Midtjylland;1;0;0;425693;1;0;0;0.00;0.00;0.00
2020-12-23;40-64;Hovedstaden;1;0;0;587887;4;0;0;0.00;0.00;0.00
2020-12-23;40-64;Midtjylland;1;0;0;425693;2;0;0;0.00;0.00;0.00
2020-12-23;80+;Hovedstaden;1;0;0;70261;2;0;0;0.00;0.00;0.00
2020-12-23;80+;Midtjylland;1;0;0;55784;1;0;0;0.00;0.00;0.00
2020-12-24;20-39;Hovedstaden;1;0;0;555030;5;0;0;0.00;0.00;0.00
2020-12-24;20-39;Sjælland;1;0;0;171461;1;0;0;0.00;0.00;0.00
2020-12-24;40-64;Hovedstaden;1;0;0;587887;5;0;0;0.00;0.00;0.00
2020-12-24;65-79;Hovedstaden;1;0;0;238450;1;0;0;0.00;0.00;0.00
2020-12-26;20-39;Hovedstaden;1;0;0;555030;6;0;0;0.00;0.00;0.00
2020-12-26;20-39;Sjælland;1;0;0;171461;2;0;0;0.00;0.00;0.00
2020-12-26;40-64;Sjælland;1;0;0;295566;1;0;0;0.00;0.00;0.00
2020-12-26;65-79;Hovedstaden;2;0;0;238450;3;0;0;0.00;0.00;0.00
2020-12-27;12-15;Sjælland;1;0;0;45193;1;0;0;0.00;0.00;0.00
2020-12-27;16-19;Hovedstaden;2;0;0;83188;2;0;0;0.00;0.00;0.00
2020-12-27;16-19;Midtjylland;14;0;0;67087;14;0;0;0.02;0.00;0.00
2020-12-27;16-19;Nordjylland;3;0;0;28097;3;0;0;0.01;0.00;0.00
2020-12-27;16-19;Sjælland;1;0;0;41196;2;0;0;0.00;0.00;0.00
2020-12-27;16-19;Syddanmark;2;0;0;60628;2;0;0;0.00;0.00;0.00
2020-12-27;20-39;Hovedstaden;495;0;0;555030;501;0;0;0.09;0.00;0.00
2020-12-27;20-39;Midtjylland;362;0;0;349358;364;0;0;0.10;0.00;0.00
2020-12-27;20-39;Nordjylland;253;0;0;144419;254;0;0;0.18;0.00;0.00
2020-12-27;20-39;Sjælland;163;0;0;171461;165;0;0;0.10;0.00;0.00
2020-12-27;20-39;Syddanmark;39;0;0;281409;41;0;0;0.01;0.00;0.00
2020-12-27;40-64;Hovedstaden;811;0;0;587887;816;0;0;0.14;0.00;0.00
2020-12-27;40-64;Midtjylland;712;0;0;425693;714;0;0;0.17;0.00;0.00
2020-12-27;40-64;Nordjylland;400;0;0;190681;401;0;0;0.21;0.00;0.00
2020-12-27;40-64;Sjælland;467;0;0;295566;468;0;0;0.16;0.00;0.00
2020-12-27;40-64;Syddanmark;157;0;0;408573;157;0;0;0.04;0.00;0.00
2020-12-27;65-79;Hovedstaden;135;0;0;238450;138;0;0;0.06;0.00;0.00
2020-12-27;65-79;Midtjylland;266;0;0;198493;266;0;0;0.13;0.00;0.00
2020-12-27;65-79;Nordjylland;113;0;0;97950;113;0;0;0.12;0.00;0.00
2020-12-27;65-79;Sjælland;210;0;0;148442;210;0;0;0.14;0.00;0.00
2020-12-27;65-79;Syddanmark;79;0;0;200753;79;0;0;0.04;0.00;0.00
2020-12-27;80+;Hovedstaden;110;0;0;70261;112;0;0;0.16;0.00;0.00
2020-12-27;80+;Midtjylland;336;0;0;55784;337;0;0;0.60;0.00;0.00
2020-12-27;80+;Nordjylland;162;0;0;28509;162;0;0;0.57;0.00;0.00
2020-12-27;80+;Sjælland;303;0;0;40012;303;0;0;0.76;0.00;0.00
2020-12-27;80+;Syddanmark;119;0;0;59834;119;0;0;0.20;0.00;0.00
2020-12-28;12-15;Syddanmark;1;0;0;64742;1;0;0;0.00;0.00;0.00
2020-12-28;16-19;Hovedstaden;3;0;0;83188;5;0;0;0.01;0.00;0.00
2020-12-28;16-19;Syddanmark;2;0;0;60628;4;0;0;0.01;0.00;0.00
2020-12-28;20-39;Hovedstaden;136;0;0;555030;637;0;0;0.11;0.00;0.00
2020-12-28;20-39;Midtjylland;59;0;0;349358;423;0;0;0.12;0.00;0.00
2020-12-28;20-39;Nordjylland;25;0;0;144419;279;0;0;0.19;0.00;0.00
2020-12-28;20-39;Sjælland;142;0;0;171461;307;0;0;0.18;0.00;0.00
2020-12-28;20-39;Syddanmark;112;0;0;281409;153;0;0;0.05;0.00;0.00
2020-12-28;40-64;Hovedstaden;199;0;0;587887;1015;0;0;0.17;0.00;0.00
2020-12-28;40-64;Midtjylland;124;0;0;425693;838;0;0;0.20;0.00;0.00
2020-12-28;40-64;Nordjylland;75;0;0;190681;476;0;0;0.25;0.00;0.00
2020-12-28;40-64;Sjælland;381;0;0;295566;849;0;0;0.29;0.00;0.00
2020-12-28;40-64;Syddanmark;309;0;0;408573;466;0;0;0.11;0.00;0.00
2020-12-28;65-79;Hovedstaden;64;0;0;238450;202;0;0;0.08;0.00;0.00
2020-12-28;65-79;Midtjylland;11;0;0;198493;277;0;0;0.14;0.00;0.00
2020-12-28;65-79;Nordjylland;5;0;0;97950;118;0;0;0.12;0.00;0.00
2020-12-28;65-79;Sjælland;29;0;0;148442;239;0;0;0.16;0.00;0.00
2020-12-28;65-79;Syddanmark;71;0;0;200753;150;0;0;0.07;0.00;0.00
2020-12-28;80+;Hovedstaden;60;0;0;70261;172;0;0;0.24;0.00;0.00
2020-12-28;80+;Sjælland;1;0;0;40012;304;0;0;0.76;0.00;0.00
2020-12-28;80+;Syddanmark;89;0;0;59834;208;0;0;0.35;0.00;0.00
2020-12-29;16-19;Hovedstaden;7;0;0;83188;12;0;0;0.01;0.00;0.00
2020-12-29;16-19;Midtjylland;5;0;0;67087;19;0;0;0.03;0.00;0.00
2020-12-29;16-19;Nordjylland;3;0;0;28097;6;0;0;0.02;0.00;0.00
2020-12-29;16-19;Syddanmark;3;0;0;60628;7;0;0;0.01;0.00;0.00
2020-12-29;20-39;Hovedstaden;1019;0;0;555030;1656;0;0;0.30;0.00;0.00
2020-12-29;20-39;Midtjylland;212;0;0;349358;635;0;0;0.18;0.00;0.00
2020-12-29;20-39;Nordjylland;25;0;0;144419;304;0;0;0.21;0.00;0.00
2020-12-29;20-39;Sjælland;358;0;0;171461;665;0;0;0.39;0.00;0.00
2020-12-29;20-39;Syddanmark;347;0;0;281409;500;0;0;0.18;0.00;0.00
