"Dato";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-08;1;0;0;5884618;1;0;0;0.00;0.00;0.00
2020-12-11;1;0;0;5884618;2;0;0;0.00;0.00;0.00
2020-12-16;1;0;0;5884618;3;0;0;0.00;0.00;0.00
2020-12-17;1;0;0;5884618;4;0;0;0.00;0.00;0.00
2020-12-18;2;0;0;5884618;6;0;0;0.00;0.00;0.00
2020-12-19;1;0;0;5884618;7;0;0;0.00;0.00;0.00
2020-12-20;1;0;0;5884618;8;0;0;0.00;0.00;0.00
2020-12-21;3;0;0;5884618;11;0;0;0.00;0.00;0.00
2020-12-22;5;0;0;5884618;16;0;0;0.00;0.00;0.00
2020-12-23;4;0;0;5884618;20;0;0;0.00;0.00;0.00
2020-12-24;4;0;0;5884618;24;0;0;0.00;0.00;0.00
2020-12-26;5;0;0;5884618;29;0;0;0.00;0.00;0.00
2020-12-27;5715;0;0;5884618;5744;0;0;0.10;0.00;0.00
2020-12-28;1898;0;0;5884618;7642;0;0;0.13;0.00;0.00
2020-12-29;8081;1;0;5884618;15723;1;0;0.27;0.00;0.00
2020-12-30;10372;0;0;5884618;26095;1;0;0.44;0.00;0.00
2020-12-31;5388;0;0;5884618;31483;1;0;0.54;0.00;0.00
2021-01-01;2049;0;0;5884618;33532;1;0;0.57;0.00;0.00
2021-01-02;7678;0;0;5884618;41210;1;0;0.70;0.00;0.00
2021-01-03;5051;0;0;5884618;46261;1;0;0.79;0.00;0.00
2021-01-04;2306;0;0;5884618;48567;1;0;0.83;0.00;0.00
2021-01-05;12019;0;0;5884618;60586;1;0;1.03;0.00;0.00
2021-01-06;17323;0;0;5884618;77909;1;0;1.32;0.00;0.00
2021-01-07;15323;0;0;5884618;93232;1;0;1.58;0.00;0.00
2021-01-08;7476;1;0;5884618;100708;2;0;1.71;0.00;0.00
2021-01-09;1818;2;0;5884618;102526;4;0;1.74;0.00;0.00
2021-01-10;818;0;0;5884618;103344;4;0;1.76;0.00;0.00
2021-01-11;666;0;0;5884618;104010;4;0;1.77;0.00;0.00
2021-01-12;464;2;0;5884618;104474;6;0;1.78;0.00;0.00
2021-01-13;11880;5;0;5884618;116354;11;0;1.98;0.00;0.00
2021-01-14;16433;1;0;5884618;132787;12;0;2.26;0.00;0.00
2021-01-15;13837;5;0;5884618;146624;17;0;2.49;0.00;0.00
2021-01-16;4199;10;0;5884618;150823;27;0;2.56;0.00;0.00
2021-01-17;2195;607;0;5884618;153018;634;0;2.60;0.01;0.00
2021-01-18;3502;1879;0;5884618;156520;2513;0;2.66;0.04;0.00
2021-01-19;2277;1820;0;5884618;158797;4333;0;2.70;0.07;0.00
2021-01-20;1387;1646;0;5884618;160184;5979;0;2.72;0.10;0.00
2021-01-21;1425;2065;0;5884618;161609;8044;0;2.75;0.14;0.00
2021-01-22;628;5068;0;5884618;162237;13112;0;2.76;0.22;0.00
2021-01-23;661;6143;0;5884618;162898;19255;0;2.77;0.33;0.00
2021-01-24;539;5561;0;5884618;163437;24816;0;2.78;0.42;0.00
2021-01-25;271;2196;0;5884618;163708;27012;0;2.78;0.46;0.00
2021-01-26;210;1565;0;5884618;163918;28577;0;2.79;0.49;0.00
2021-01-27;205;3953;0;5884618;164123;32530;0;2.79;0.55;0.00
2021-01-28;237;7628;0;5884618;164360;40158;0;2.79;0.68;0.00
2021-01-29;1014;16656;0;5884618;165374;56814;0;2.81;0.97;0.00
2021-01-30;1096;11411;0;5884618;166470;68225;0;2.83;1.16;0.00
2021-01-31;1115;10730;0;5884618;167585;78955;0;2.85;1.34;0.00
2021-02-01;715;7320;0;5884618;168300;86275;0;2.86;1.47;0.00
2021-02-02;1811;2797;0;5884618;170111;89072;0;2.89;1.51;0.00
2021-02-03;1336;5804;0;5884618;171447;94876;0;2.91;1.61;0.00
2021-02-04;1281;10191;0;5884618;172728;105067;0;2.94;1.79;0.00
2021-02-05;1489;12365;0;5884618;174217;117432;0;2.96;2.00;0.00
2021-02-06;932;6225;0;5884618;175149;123657;0;2.98;2.10;0.00
2021-02-07;1700;3324;0;5884618;176849;126981;0;3.01;2.16;0.00
2021-02-08;2301;6585;0;5884618;179150;133566;0;3.04;2.27;0.00
2021-02-09;3312;4527;0;5884618;182462;138093;0;3.10;2.35;0.00
2021-02-10;3156;3642;0;5884618;185618;141735;0;3.15;2.41;0.00
2021-02-11;5562;2329;0;5884618;191180;144064;0;3.25;2.45;0.00
2021-02-12;11677;7465;0;5884618;202857;151529;0;3.45;2.58;0.00
2021-02-13;6235;894;0;5884618;209092;152423;0;3.55;2.59;0.00
2021-02-14;5934;586;0;5884618;215026;153009;0;3.65;2.60;0.00
2021-02-15;13021;3050;0;5884618;228047;156059;0;3.88;2.65;0.00
2021-02-16;12505;1277;0;5884618;240552;157336;0;4.09;2.67;0.00
2021-02-17;9908;395;0;5884618;250460;157731;0;4.26;2.68;0.00
2021-02-18;11080;316;0;5884618;261540;158047;0;4.44;2.69;0.00
2021-02-19;13383;924;0;5884618;274923;158971;0;4.67;2.70;0.00
2021-02-20;9931;544;0;5884618;284854;159515;0;4.84;2.71;0.00
2021-02-21;10285;340;0;5884618;295139;159855;0;5.02;2.72;0.00
2021-02-22;13015;1066;0;5884618;308154;160921;0;5.24;2.73;0.00
2021-02-23;13916;1839;1;5884618;322070;162760;1;5.47;2.77;0.00
2021-02-24;13227;1772;1;5884618;335297;164532;2;5.70;2.80;0.00
2021-02-25;14286;581;1;5884618;349583;165113;3;5.94;2.81;0.00
2021-02-26;35104;992;1;5884618;384687;166105;4;6.54;2.82;0.00
2021-02-27;6402;1293;2;5884618;391089;167398;6;6.65;2.84;0.00
2021-02-28;10507;1263;2;5884618;401596;168661;8;6.82;2.87;0.00
2021-03-01;19037;1008;2;5884618;420633;169669;10;7.15;2.88;0.00
2021-03-02;16311;1213;1;5884618;436944;170882;11;7.43;2.90;0.00
2021-03-03;12796;962;1;5884618;449740;171844;12;7.64;2.92;0.00
2021-03-04;17153;1742;1;5884618;466893;173586;13;7.93;2.95;0.00
2021-03-05;16175;5382;0;5884618;483068;178968;13;8.21;3.04;0.00
2021-03-06;14247;3714;0;5884618;497315;182682;13;8.45;3.10;0.00
2021-03-07;11609;4022;0;5884618;508924;186704;13;8.65;3.17;0.00
2021-03-08;9319;6092;1;5884618;518243;192796;14;8.81;3.28;0.00
2021-03-09;10646;6714;12;5884618;528889;199510;26;8.99;3.39;0.00
2021-03-10;11775;6763;2;5884618;540664;206273;28;9.19;3.51;0.00
2021-03-11;4357;7498;1;5884618;545021;213771;29;9.26;3.63;0.00
2021-03-12;3197;9957;0;5884618;548218;223728;29;9.32;3.80;0.00
2021-03-13;4408;5548;1;5884618;552626;229276;30;9.39;3.90;0.00
2021-03-14;1188;8954;0;5884618;553814;238230;30;9.41;4.05;0.00
2021-03-15;2725;9426;1;5884618;556539;247656;31;9.46;4.21;0.00
2021-03-16;6589;9001;0;5884618;563128;256657;31;9.57;4.36;0.00
2021-03-17;10443;8700;0;5884618;573571;265357;31;9.75;4.51;0.00
2021-03-18;14253;6916;0;5884618;587824;272273;31;9.99;4.63;0.00
2021-03-19;7635;11234;0;5884618;595459;283507;31;10.1;4.82;0.00
2021-03-20;2936;4594;0;5884618;598395;288101;31;10.2;4.90;0.00
2021-03-21;4882;4506;0;5884618;603277;292607;31;10.3;4.97;0.00
2021-03-22;4030;7462;0;5884618;607307;300069;31;10.3;5.10;0.00
2021-03-23;5944;7312;2;5884618;613251;307381;33;10.4;5.22;0.00
2021-03-24;9607;12921;1;5884618;622858;320302;34;10.6;5.44;0.00
2021-03-25;7575;8111;2;5884618;630433;328413;36;10.7;5.58;0.00
2021-03-26;6034;7545;0;5884618;636467;335958;36;10.8;5.71;0.00
2021-03-27;9788;2990;0;5884618;646255;338948;36;11.0;5.76;0.00
2021-03-28;10589;2711;1;5884618;656844;341659;37;11.2;5.81;0.00
2021-03-29;17621;5955;1;5884618;674465;347614;38;11.5;5.91;0.00
2021-03-30;21227;5833;4;5884618;695692;353447;42;11.8;6.01;0.00
2021-03-31;12871;9327;0;5884618;708563;362774;42;12.0;6.16;0.00
2021-04-01;4182;6660;1;5884618;712745;369434;43;12.1;6.28;0.00
2021-04-02;4861;6760;0;5884618;717606;376194;43;12.2;6.39;0.00
2021-04-03;11925;2130;1;5884618;729531;378324;44;12.4;6.43;0.00
2021-04-04;11513;1734;0;5884618;741044;380058;44;12.6;6.46;0.00
2021-04-05;12179;1282;0;5884618;753223;381340;44;12.8;6.48;0.00
2021-04-06;15849;5866;6;5884618;769072;387206;50;13.1;6.58;0.00
2021-04-07;16444;7916;2;5884618;785516;395122;52;13.3;6.71;0.00
2021-04-08;13643;8222;0;5884618;799159;403344;52;13.6;6.85;0.00
2021-04-09;16323;8419;3;5884618;815482;411763;55;13.9;7.00;0.00
2021-04-10;16613;5316;0;5884618;832095;417079;55;14.1;7.09;0.00
2021-04-11;14795;3837;0;5884618;846890;420916;55;14.4;7.15;0.00
2021-04-12;93187;11285;1;5884618;940077;432201;56;16.0;7.34;0.00
2021-04-13;18413;6053;1;5884618;958490;438254;57;16.3;7.45;0.00
2021-04-14;11406;10881;4;5884618;969896;449135;61;16.5;7.63;0.00
2021-04-15;15223;8897;2;5884618;985119;458032;63;16.7;7.78;0.00
2021-04-16;17286;7986;2;5884618;1002405;466018;65;17.0;7.92;0.00
2021-04-17;18677;2701;0;5884618;1021082;468719;65;17.4;7.97;0.00
2021-04-18;14415;5056;0;5884618;1035497;473775;65;17.6;8.05;0.00
2021-04-19;24689;14106;1;5884618;1060186;487881;66;18.0;8.29;0.00
2021-04-20;21900;16605;2;5884618;1082086;504486;68;18.4;8.57;0.00
2021-04-21;22426;12520;1;5884618;1104512;517006;69;18.8;8.79;0.00
2021-04-22;28132;5291;5;5884618;1132644;522297;74;19.2;8.88;0.00
2021-04-23;22059;11060;2;5884618;1154703;533357;76;19.6;9.06;0.00
2021-04-24;14821;7504;0;5884618;1169524;540861;76;19.9;9.19;0.00
2021-04-25;15128;5238;1;5884618;1184652;546099;77;20.1;9.28;0.00
2021-04-26;31349;7784;4;5884618;1216001;553883;81;20.7;9.41;0.00
2021-04-27;26407;20639;10;5884618;1242408;574522;91;21.1;9.76;0.00
2021-04-28;24022;20292;8;5884618;1266430;594814;99;21.5;10.1;0.00
2021-04-29;25776;17727;3;5884618;1292206;612541;102;22.0;10.4;0.00
2021-04-30;13426;3931;1;5884618;1305632;616472;103;22.2;10.5;0.00
2021-05-01;7316;6063;4;5884618;1312948;622535;107;22.3;10.6;0.00
2021-05-02;16599;13690;1;5884618;1329547;636225;108;22.6;10.8;0.00
2021-05-03;20399;45347;7;5884618;1349946;681572;115;22.9;11.6;0.00
2021-05-04;27554;24590;8;5884618;1377500;706162;123;23.4;12.0;0.00
2021-05-05;26740;29034;0;5884618;1404240;735196;123;23.9;12.5;0.00
2021-05-06;21488;25389;6;5884618;1425728;760585;129;24.2;12.9;0.00
2021-05-07;16444;24427;1;5884618;1442172;785012;130;24.5;13.3;0.00
2021-05-08;9489;30630;1;5884618;1451661;815642;131;24.7;13.9;0.00
2021-05-09;15906;16588;0;5884618;1467567;832230;131;24.9;14.1;0.00
2021-05-10;26518;35887;5;5884618;1494085;868117;136;25.4;14.8;0.00
2021-05-11;29634;26114;2;5884618;1523719;894231;138;25.9;15.2;0.00
2021-05-12;26152;26845;3;5884618;1549871;921076;141;26.3;15.7;0.00
2021-05-13;19683;19600;1;5884618;1569554;940676;142;26.7;16.0;0.00
2021-05-14;20610;30615;5;5884618;1590164;971291;147;27.0;16.5;0.00
2021-05-15;15426;19317;1;5884618;1605590;990608;148;27.3;16.8;0.00
2021-05-16;19943;14005;2;5884618;1625533;1004613;150;27.6;17.1;0.00
2021-05-17;31010;30009;3;5884618;1656543;1034622;153;28.2;17.6;0.00
2021-05-18;29575;30620;3;5884618;1686118;1065242;156;28.7;18.1;0.00
2021-05-19;31740;22529;2;5884618;1717858;1087771;158;29.2;18.5;0.00
2021-05-20;32474;22226;1;5884618;1750332;1109997;159;29.7;18.9;0.00
2021-05-21;35259;19208;1;5884618;1785591;1129205;160;30.3;19.2;0.00
2021-05-22;25958;11843;2;5884618;1811549;1141048;162;30.8;19.4;0.00
2021-05-23;22541;6164;1;5884618;1834090;1147212;163;31.2;19.5;0.00
2021-05-24;23428;9689;2;5884618;1857518;1156901;165;31.6;19.7;0.00
2021-05-25;43408;12855;3;5884618;1900926;1169756;168;32.3;19.9;0.00
2021-05-26;47373;12117;4;5884618;1948299;1181873;172;33.1;20.1;0.00
