"Dato";"Aldersgruppe";"Region";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-08;40-49;Nordjylland;1;0;0;69225;1;0;0;0.00;0.00;0.00
2020-12-11;20-29;Nordjylland;1;0;0;78398;1;0;0;0.00;0.00;0.00
2020-12-16;20-29;Hovedstaden;1;0;0;288116;1;0;0;0.00;0.00;0.00
2020-12-17;30-39;Hovedstaden;1;0;0;265501;1;0;0;0.00;0.00;0.00
2020-12-18;10-19;Sjælland;1;0;0;99889;1;0;0;0.00;0.00;0.00
2020-12-18;30-39;Hovedstaden;1;0;0;265501;2;0;0;0.00;0.00;0.00
2020-12-19;80-89;Hovedstaden;1;0;0;68098;1;0;0;0.00;0.00;0.00
2020-12-20;40-49;Hovedstaden;1;0;0;243131;1;0;0;0.00;0.00;0.00
2020-12-21;30-39;Midtjylland;1;0;0;160611;1;0;0;0.00;0.00;0.00
2020-12-21;40-49;Hovedstaden;2;0;0;243131;3;0;0;0.00;0.00;0.00
2020-12-22;20-29;Syddanmark;1;0;0;145499;1;0;0;0.00;0.00;0.00
2020-12-22;40-49;Midtjylland;2;0;0;164219;2;0;0;0.00;0.00;0.00
2020-12-22;40-49;Syddanmark;1;0;0;149804;1;0;0;0.00;0.00;0.00
2020-12-22;60-69;Hovedstaden;1;0;0;185183;1;0;0;0.00;0.00;0.00
2020-12-23;40-49;Midtjylland;1;0;0;164219;3;0;0;0.00;0.00;0.00
2020-12-23;50-59;Hovedstaden;1;0;0;244362;1;0;0;0.00;0.00;0.00
2020-12-23;90+;Hovedstaden;1;0;0;12886;1;0;0;0.01;0.00;0.00
2020-12-23;90+;Midtjylland;1;0;0;9946;1;0;0;0.01;0.00;0.00
2020-12-24;20-29;Hovedstaden;1;0;0;288116;2;0;0;0.00;0.00;0.00
2020-12-24;20-29;Sjælland;1;0;0;81920;1;0;0;0.00;0.00;0.00
2020-12-24;40-49;Hovedstaden;1;0;0;243131;4;0;0;0.00;0.00;0.00
2020-12-24;70-79;Hovedstaden;1;0;0;158740;1;0;0;0.00;0.00;0.00
2020-12-26;20-29;Hovedstaden;1;0;0;288116;3;0;0;0.00;0.00;0.00
2020-12-26;30-39;Sjælland;1;0;0;89858;1;0;0;0.00;0.00;0.00
2020-12-26;50-59;Sjælland;1;0;0;128388;1;0;0;0.00;0.00;0.00
2020-12-26;60-69;Hovedstaden;1;0;0;185183;2;0;0;0.00;0.00;0.00
2020-12-26;70-79;Hovedstaden;1;0;0;158740;2;0;0;0.00;0.00;0.00
2020-12-27;10-19;Hovedstaden;1;0;0;203958;1;0;0;0.00;0.00;0.00
2020-12-27;10-19;Midtjylland;3;0;0;159530;3;0;0;0.00;0.00;0.00
2020-12-27;10-19;Sjælland;1;0;0;99889;2;0;0;0.00;0.00;0.00
