"Uge";"Aldersgruppe";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-U50;20-39;1;0;0;1501677;1;0;0;0.00;0.00;0.00
2020-U50;40-64;1;0;0;1908400;1;0;0;0.00;0.00;0.00
2020-U51;16-19;1;0;0;280196;1;0;0;0.00;0.00;0.00
2020-U51;20-39;3;0;0;1501677;4;0;0;0.00;0.00;0.00
2020-U51;40-64;1;0;0;1908400;2;0;0;0.00;0.00;0.00
2020-U51;80+;1;0;0;254400;1;0;0;0.00;0.00;0.00
2020-U52;12-15;1;0;0;301748;1;0;0;0.00;0.00;0.00
2020-U52;16-19;22;0;0;280196;23;0;0;0.01;0.00;0.00
2020-U52;20-39;1321;0;0;1501677;1325;0;0;0.09;0.00;0.00
2020-U52;40-64;2554;0;0;1908400;2556;0;0;0.13;0.00;0.00
2020-U52;65-79;806;0;0;884088;806;0;0;0.09;0.00;0.00
2020-U52;80+;1032;0;0;254400;1033;0;0;0.41;0.00;0.00
2020-U53;12-15;1;0;0;301748;2;0;0;0.00;0.00;0.00
2020-U53;16-19;143;0;0;280196;166;0;0;0.06;0.00;0.00
2020-U53;20-39;8503;0;0;1501677;9828;0;0;0.65;0.00;0.00
2020-U53;40-64;20221;1;0;1908400;22777;1;0;1.19;0.00;0.00
2020-U53;65-79;5045;0;0;884088;5851;0;0;0.66;0.00;0.00
2020-U53;80+;6604;0;0;254400;7637;0;0;3.00;0.00;0.00
2021-U01;16-19;311;0;0;280196;477;0;0;0.17;0.00;0.00
2021-U01;20-39;10566;1;0;1501677;20394;1;0;1.36;0.00;0.00
2021-U01;40-64;27327;1;0;1908400;50104;2;0;2.63;0.00;0.00
2021-U01;65-79;8112;0;0;884088;13963;0;0;1.58;0.00;0.00
2021-U01;80+;10767;1;0;254400;18404;1;0;7.23;0.00;0.00
2021-U02;12-15;1;0;0;301748;3;0;0;0.00;0.00;0.00
2021-U02;16-19;163;2;0;280196;640;2;0;0.23;0.00;0.00
2021-U02;20-39;8716;111;0;1501677;29110;112;0;1.94;0.01;0.00
2021-U02;40-64;18105;301;0;1908400;68209;303;0;3.57;0.02;0.00
2021-U02;65-79;11173;97;0;884088;25136;97;0;2.84;0.01;0.00
2021-U02;80+;11516;119;0;254400;29920;120;0;11.8;0.05;0.00
2021-U03;12-15;2;2;0;301748;5;2;0;0.00;0.00;0.00
2021-U03;16-19;88;93;0;280196;728;95;0;0.26;0.03;0.00
2021-U03;20-39;1713;4014;0;1501677;30823;4126;0;2.05;0.27;0.00
2021-U03;40-64;3629;10710;0;1908400;71838;11013;0;3.76;0.58;0.00
2021-U03;65-79;2489;3850;0;884088;27625;3947;0;3.12;0.45;0.00
2021-U03;80+;2498;5513;0;254400;32418;5633;0;12.7;2.21;0.00
2021-U04;16-19;61;261;0;280196;789;356;0;0.28;0.13;0.00
2021-U04;20-39;864;9941;0;1501677;31687;14067;0;2.11;0.94;0.00
2021-U04;40-64;2028;26525;0;1908400;73866;37538;0;3.87;1.97;0.00
2021-U04;65-79;743;7447;0;884088;28368;11394;0;3.21;1.29;0.00
2021-U04;80+;452;9965;0;254400;32870;15598;0;12.9;6.13;0.00
2021-U05;16-19;37;181;0;280196;826;537;0;0.29;0.19;0.00
2021-U05;20-39;990;8440;0;1501677;32677;22507;0;2.18;1.50;0.00
2021-U05;40-64;1945;19315;0;1908400;75811;56853;0;3.97;2.98;0.00
2021-U05;65-79;1801;9734;0;884088;30169;21128;0;3.41;2.39;0.00
2021-U05;80+;4491;10356;0;254400;37361;25954;0;14.7;10.2;0.00
2021-U06;12-15;3;1;0;301748;8;3;0;0.00;0.00;0.00
2021-U06;16-19;272;143;0;280196;1098;680;0;0.39;0.24;0.00
2021-U06;20-39;6839;5687;0;1501677;39516;28194;0;2.63;1.88;0.00
2021-U06;40-64;12675;10842;0;1908400;88486;67695;0;4.64;3.55;0.00
2021-U06;65-79;1856;4428;0;884088;32025;25556;0;3.62;2.89;0.00
2021-U06;80+;16532;4927;0;254400;53893;30881;0;21.2;12.1;0.00
