"Region";"Aldersgruppe";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
Hovedstaden;0-9;K;17105;12876;0;98915;17.3;13.0;0.00
Hovedstaden;0-9;M;18097;13662;0;104254;17.4;13.1;0.00
Hovedstaden;10-19;K;75420;71839;12987;99518;75.8;72.2;13.0
Hovedstaden;10-19;M;78483;74517;12180;104440;75.1;71.3;11.7
Hovedstaden;20-29;K;121431;118929;84174;146935;82.6;80.9;57.3
Hovedstaden;20-29;M;114411;110907;70824;141181;81.0;78.6;50.2
Hovedstaden;30-39;K;111783;109528;71426;132355;84.5;82.8;54.0
Hovedstaden;30-39;M;109504;106647;67289;133146;82.2;80.1;50.5
Hovedstaden;40-49;K;110382;109322;90942;121931;90.5;89.7;74.6
Hovedstaden;40-49;M;107109;105974;87235;121200;88.4;87.4;72.0
Hovedstaden;50-59;K;114006;113410;103254;122215;93.3;92.8;84.5
Hovedstaden;50-59;M;113154;112507;101815;122147;92.6;92.1;83.4
Hovedstaden;60-69;K;90501;90243;86054;95022;95.2;95.0;90.6
Hovedstaden;60-69;M;86008;85708;81541;90161;95.4;95.1;90.4
Hovedstaden;70-79;K;83765;83577;81413;86413;96.9;96.7;94.2
Hovedstaden;70-79;M;70343;70221;68497;72327;97.3;97.1;94.7
Hovedstaden;80-89;K;39382;39291;38244;40615;97.0;96.7;94.2
Hovedstaden;80-89;M;26809;26764;26136;27483;97.5;97.4;95.1
Hovedstaden;90+;K;9039;8996;8628;9429;95.9;95.4;91.5
Hovedstaden;90+;M;3368;3358;3265;3457;97.4;97.1;94.4
Midtjylland;0-9;K;14934;11816;0;70078;21.3;16.9;0.00
Midtjylland;0-9;M;15977;12674;0;74083;21.6;17.1;0.00
Midtjylland;10-19;K;65112;63003;11510;78091;83.4;80.7;14.7
Midtjylland;10-19;M;67473;65107;11016;81439;82.9;79.9;13.5
Midtjylland;20-29;K;80542;79293;59118;92899;86.7;85.4;63.6
Midtjylland;20-29;M;82097;80230;53689;97128;84.5;82.6;55.3
Midtjylland;30-39;K;68318;67283;46726;77927;87.7;86.3;60.0
Midtjylland;30-39;M;69571;68226;45432;82684;84.1;82.5;54.9
Midtjylland;40-49;K;75973;75548;66470;81811;92.9;92.3;81.2
Midtjylland;40-49;M;74792;74240;63302;82408;90.8;90.1;76.8
Midtjylland;50-59;K;84518;84244;79254;88963;95.0;94.7;89.1
Midtjylland;50-59;M;85067;84781;79166;89978;94.5;94.2;88.0
Midtjylland;60-69;K;75028;74880;72629;77625;96.7;96.5;93.6
Midtjylland;60-69;M;73359;73221;70844;75942;96.6;96.4;93.3
Midtjylland;70-79;K;65641;65584;64554;67039;97.9;97.8;96.3
Midtjylland;70-79;M;61144;61089;60126;62425;97.9;97.9;96.3
Midtjylland;80-89;K;30127;30077;29522;30774;97.9;97.7;95.9
Midtjylland;80-89;M;23316;23287;22887;23713;98.3;98.2;96.5
Midtjylland;90+;K;6624;6608;6388;6858;96.6;96.4;93.1
Midtjylland;90+;M;3019;3013;2926;3088;97.8;97.6;94.8
Nordjylland;0-9;K;6103;4817;0;28609;21.3;16.8;0.00
Nordjylland;0-9;M;6391;4996;0;30036;21.3;16.6;0.00
Nordjylland;10-19;K;26907;26000;4630;32346;83.2;80.4;14.3
Nordjylland;10-19;M;28399;27316;4412;34260;82.9;79.7;12.9
Nordjylland;20-29;K;31854;31273;22435;36613;87.0;85.4;61.3
Nordjylland;20-29;M;35539;34567;22423;41785;85.1;82.7;53.7
Nordjylland;30-39;K;27821;27351;18517;31837;87.4;85.9;58.2
Nordjylland;30-39;M;28997;28329;17872;34721;83.5;81.6;51.5
Nordjylland;40-49;K;31735;31542;27723;34097;93.1;92.5;81.3
Nordjylland;40-49;M;31816;31550;26727;35128;90.6;89.8;76.1
Nordjylland;50-59;K;37860;37722;35402;39896;94.9;94.6;88.7
Nordjylland;50-59;M;38393;38232;35389;40758;94.2;93.8;86.8
Nordjylland;60-69;K;36277;36186;35009;37555;96.6;96.4;93.2
Nordjylland;60-69;M;35628;35544;34269;36935;96.5;96.2;92.8
Nordjylland;70-79;K;32305;32264;31680;33026;97.8;97.7;95.9
Nordjylland;70-79;M;30546;30505;29928;31273;97.7;97.5;95.7
Nordjylland;80-89;K;15258;15241;14920;15627;97.6;97.5;95.5
Nordjylland;80-89;M;11948;11935;11724;12222;97.8;97.7;95.9
