"Dato";"Aldersgruppe";"Region";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-08;40-64;Nordjylland;1;0;0;188529;1;0;0;0.00;0.00;0.00
2020-12-11;20-39;Nordjylland;1;0;0;144956;1;0;0;0.00;0.00;0.00
2020-12-16;20-39;Hovedstaden;1;0;0;553617;1;0;0;0.00;0.00;0.00
2020-12-17;20-39;Hovedstaden;1;0;0;553617;2;0;0;0.00;0.00;0.00
2020-12-18;16-19;Sjælland;1;0;0;41246;1;0;0;0.00;0.00;0.00
2020-12-18;20-39;Hovedstaden;1;0;0;553617;3;0;0;0.00;0.00;0.00
2020-12-19;80+;Hovedstaden;1;0;0;80984;1;0;0;0.00;0.00;0.00
2020-12-20;40-64;Hovedstaden;1;0;0;586900;1;0;0;0.00;0.00;0.00
2020-12-21;20-39;Midtjylland;1;0;0;350638;1;0;0;0.00;0.00;0.00
2020-12-21;40-64;Hovedstaden;2;0;0;586900;3;0;0;0.00;0.00;0.00
2020-12-22;20-39;Syddanmark;1;0;0;282957;1;0;0;0.00;0.00;0.00
2020-12-22;40-64;Midtjylland;2;0;0;422416;2;0;0;0.00;0.00;0.00
2020-12-22;40-64;Syddanmark;1;0;0;403535;1;0;0;0.00;0.00;0.00
2020-12-22;65-79;Hovedstaden;1;0;0;244516;1;0;0;0.00;0.00;0.00
2020-12-23;40-64;Hovedstaden;1;0;0;586900;4;0;0;0.00;0.00;0.00
2020-12-23;40-64;Midtjylland;1;0;0;422416;3;0;0;0.00;0.00;0.00
2020-12-23;80+;Hovedstaden;1;0;0;80984;2;0;0;0.00;0.00;0.00
2020-12-23;80+;Midtjylland;1;0;0;64433;1;0;0;0.00;0.00;0.00
2020-12-24;20-39;Hovedstaden;1;0;0;553617;4;0;0;0.00;0.00;0.00
2020-12-24;20-39;Sjælland;1;0;0;171778;1;0;0;0.00;0.00;0.00
2020-12-24;40-64;Hovedstaden;1;0;0;586900;5;0;0;0.00;0.00;0.00
2020-12-24;65-79;Hovedstaden;1;0;0;244516;2;0;0;0.00;0.00;0.00
2020-12-26;20-39;Hovedstaden;1;0;0;553617;5;0;0;0.00;0.00;0.00
2020-12-26;20-39;Sjælland;1;0;0;171778;2;0;0;0.00;0.00;0.00
2020-12-26;40-64;Sjælland;1;0;0;291859;1;0;0;0.00;0.00;0.00
2020-12-26;65-79;Hovedstaden;2;0;0;244516;4;0;0;0.00;0.00;0.00
2020-12-27;16-19;Hovedstaden;1;0;0;80649;1;0;0;0.00;0.00;0.00
2020-12-27;16-19;Midtjylland;3;0;0;65641;3;0;0;0.00;0.00;0.00
2020-12-27;16-19;Sjælland;1;0;0;41246;2;0;0;0.00;0.00;0.00
2020-12-27;20-39;Hovedstaden;453;0;0;553617;458;0;0;0.08;0.00;0.00
2020-12-27;20-39;Midtjylland;339;0;0;350638;340;0;0;0.10;0.00;0.00
2020-12-27;20-39;Nordjylland;238;0;0;144956;239;0;0;0.16;0.00;0.00
2020-12-27;20-39;Sjælland;147;0;0;171778;149;0;0;0.09;0.00;0.00
2020-12-27;20-39;Syddanmark;37;0;0;282957;38;0;0;0.01;0.00;0.00
2020-12-27;40-64;Hovedstaden;815;0;0;586900;820;0;0;0.14;0.00;0.00
2020-12-27;40-64;Midtjylland;715;0;0;422416;718;0;0;0.17;0.00;0.00
2020-12-27;40-64;Nordjylland;402;0;0;188529;403;0;0;0.21;0.00;0.00
