"Uge";"Aldersgruppe";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-U50;20-29;1;0;0;783176;1;0;0;0.00;0.00;0.00
2020-U50;40-49;1;0;0;752068;1;0;0;0.00;0.00;0.00
2020-U51;10-19;1;0;0;712842;1;0;0;0.00;0.00;0.00
2020-U51;20-29;1;0;0;783176;2;0;0;0.00;0.00;0.00
2020-U51;30-39;2;0;0;718501;2;0;0;0.00;0.00;0.00
2020-U51;40-49;1;0;0;752068;2;0;0;0.00;0.00;0.00
2020-U51;80-89;1;0;0;220443;1;0;0;0.00;0.00;0.00
2020-U52;10-19;23;0;0;712842;24;0;0;0.00;0.00;0.00
2020-U52;20-29;585;0;0;783176;587;0;0;0.07;0.00;0.00
2020-U52;30-39;736;0;0;718501;738;0;0;0.10;0.00;0.00
2020-U52;40-49;978;0;0;752068;980;0;0;0.13;0.00;0.00
2020-U52;50-59;1069;0;0;806889;1069;0;0;0.13;0.00;0.00
2020-U52;60-69;776;0;0;668009;776;0;0;0.12;0.00;0.00
2020-U52;70-79;537;0;0;565522;537;0;0;0.09;0.00;0.00
2020-U52;80-89;701;0;0;220443;702;0;0;0.32;0.00;0.00
2020-U52;90+;331;0;0;33957;331;0;0;0.97;0.00;0.00
2020-U53;10-19;144;0;0;712842;168;0;0;0.02;0.00;0.00
2020-U53;20-29;3205;0;0;783176;3792;0;0;0.48;0.00;0.00
2020-U53;30-39;5298;0;0;718501;6036;0;0;0.84;0.00;0.00
2020-U53;40-49;7381;1;0;752068;8361;1;0;1.11;0.00;0.00
2020-U53;50-59;8603;0;0;806889;9672;0;0;1.20;0.00;0.00
2020-U53;60-69;5982;0;0;668009;6758;0;0;1.01;0.00;0.00
2020-U53;70-79;3300;0;0;565522;3837;0;0;0.68;0.00;0.00
2020-U53;80-89;4363;0;0;220443;5065;0;0;2.30;0.00;0.00
2020-U53;90+;2241;0;0;33957;2572;0;0;7.57;0.00;0.00
2021-U01;10-19;311;0;0;712842;479;0;0;0.07;0.00;0.00
2021-U01;20-29;3907;0;0;783176;7699;0;0;0.98;0.00;0.00
2021-U01;30-39;6659;1;0;718501;12695;1;0;1.77;0.00;0.00
2021-U01;40-49;9426;1;0;752068;17787;2;0;2.37;0.00;0.00
2021-U01;50-59;11832;0;0;806889;21504;0;0;2.67;0.00;0.00
2021-U01;60-69;8870;0;0;668009;15628;0;0;2.34;0.00;0.00
2021-U01;70-79;5311;0;0;565522;9148;0;0;1.62;0.00;0.00
2021-U01;80-89;7071;1;0;220443;12136;1;0;5.51;0.00;0.00
2021-U01;90+;3696;0;0;33957;6268;0;0;18.5;0.00;0.00
2021-U02;10-19;164;2;0;712842;643;2;0;0.09;0.00;0.00
2021-U02;20-29;3439;47;0;783176;11138;47;0;1.42;0.01;0.00
2021-U02;30-39;5277;64;0;718501;17972;65;0;2.50;0.01;0.00
2021-U02;40-49;6686;126;0;752068;24473;128;0;3.25;0.02;0.00
2021-U02;50-59;7547;129;0;806889;29051;129;0;3.60;0.02;0.00
2021-U02;60-69;7304;75;0;668009;22932;75;0;3.43;0.01;0.00
2021-U02;70-79;7741;68;0;565522;16889;68;0;2.99;0.01;0.00
