"Dato";"Kommune";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-27;Ringkøbing-Skjern;15;0;0;56230;15;0;0;0.03;0.00;0.00
2020-12-27;Ringsted;14;0;0;35392;15;0;0;0.04;0.00;0.00
2020-12-27;Roskilde;51;0;0;89673;52;0;0;0.06;0.00;0.00
2020-12-27;Rudersdal;32;0;0;57239;33;0;0;0.06;0.00;0.00
2020-12-27;Rødovre;25;0;0;41464;25;0;0;0.06;0.00;0.00
2020-12-27;Samsø;1;0;0;3698;1;0;0;0.03;0.00;0.00
2020-12-27;Silkeborg;24;0;0;97971;24;0;0;0.02;0.00;0.00
2020-12-27;Skanderborg;44;0;0;64601;44;0;0;0.07;0.00;0.00
2020-12-27;Skive;7;0;0;45099;7;0;0;0.02;0.00;0.00
2020-12-27;Slagelse;452;0;0;79716;452;0;0;0.57;0.00;0.00
2020-12-27;Solrød;108;0;0;23803;108;0;0;0.45;0.00;0.00
2020-12-27;Sorø;22;0;0;29979;22;0;0;0.07;0.00;0.00
2020-12-27;Stevns;20;0;0;23646;20;0;0;0.08;0.00;0.00
2020-12-27;Struer;2;0;0;20810;2;0;0;0.01;0.00;0.00
2020-12-27;Svendborg;1;0;0;59252;1;0;0;0.00;0.00;0.00
2020-12-27;Syddjurs;48;0;0;43741;48;0;0;0.11;0.00;0.00
2020-12-27;Thisted;3;0;0;43105;3;0;0;0.01;0.00;0.00
2020-12-27;Tårnby;16;0;0;42799;16;0;0;0.04;0.00;0.00
2020-12-27;Vallensbæk;12;0;0;16552;12;0;0;0.07;0.00;0.00
2020-12-27;Vejle;3;0;0;119506;3;0;0;0.00;0.00;0.00
2020-12-27;Vesthimmerland;10;0;0;36278;10;0;0;0.03;0.00;0.00
2020-12-27;Viborg;49;0;0;96861;49;0;0;0.05;0.00;0.00
2020-12-27;Vordingborg;14;0;0;45350;14;0;0;0.03;0.00;0.00
2020-12-27;Århus;1213;0;0;355644;1217;0;0;0.34;0.00;0.00
2020-12-28;Aalborg;18;0;0;221180;737;0;0;0.33;0.00;0.00
2020-12-28;Albertslund;5;0;0;27505;24;0;0;0.09;0.00;0.00
2020-12-28;Allerød;1;0;0;25876;20;0;0;0.08;0.00;0.00
2020-12-28;Assens;14;0;0;40898;19;0;0;0.05;0.00;0.00
2020-12-28;Ballerup;13;0;0;49422;39;0;0;0.08;0.00;0.00
2020-12-28;Bornholm;1;0;0;39642;63;0;0;0.16;0.00;0.00
2020-12-28;Brøndby;11;0;0;35953;28;0;0;0.08;0.00;0.00
2020-12-28;Brønderslev;9;0;0;36334;38;0;0;0.10;0.00;0.00
2020-12-28;Egedal;10;0;0;44536;36;0;0;0.08;0.00;0.00
2020-12-28;Esbjerg;1;0;0;115448;1;0;0;0.00;0.00;0.00
2020-12-28;Faaborg-Midtfyn;22;0;0;51942;34;0;0;0.07;0.00;0.00
2020-12-28;Favrskov;14;0;0;49007;44;0;0;0.09;0.00;0.00
2020-12-28;Faxe;13;0;0;37121;29;0;0;0.08;0.00;0.00
2020-12-28;Fredensborg;5;0;0;41331;24;0;0;0.06;0.00;0.00
2020-12-28;Frederiksberg;20;0;0;103903;109;0;0;0.10;0.00;0.00
2020-12-28;Frederikshavn;15;0;0;58807;29;0;0;0.05;0.00;0.00
2020-12-28;Frederikssund;5;0;0;45888;21;0;0;0.05;0.00;0.00
2020-12-28;Furesø;11;0;0;41568;38;0;0;0.09;0.00;0.00
2020-12-28;Gentofte;18;0;0;74307;62;0;0;0.08;0.00;0.00
2020-12-28;Gladsaxe;17;0;0;69268;69;0;0;0.10;0.00;0.00
2020-12-28;Glostrup;2;0;0;23498;17;0;0;0.07;0.00;0.00
2020-12-28;Greve;14;0;0;50969;217;0;0;0.43;0.00;0.00
2020-12-28;Gribskov;1;0;0;41305;28;0;0;0.07;0.00;0.00
2020-12-28;Guldborgsund;87;0;0;60236;144;0;0;0.24;0.00;0.00
2020-12-28;Haderslev;1;0;0;55301;1;0;0;0.00;0.00;0.00
2020-12-28;Hedensted;1;0;0;47222;11;0;0;0.02;0.00;0.00
2020-12-28;Helsingør;2;0;0;62915;36;0;0;0.06;0.00;0.00
2020-12-28;Herlev;110;0;0;28791;159;0;0;0.55;0.00;0.00
2020-12-28;Hillerød;4;0;0;53362;62;0;0;0.12;0.00;0.00
2020-12-28;Hjørring;54;0;0;63755;132;0;0;0.21;0.00;0.00
2020-12-28;Holbæk;80;0;0;72987;130;0;0;0.18;0.00;0.00
2020-12-28;Holstebro;1;0;0;58575;17;0;0;0.03;0.00;0.00
2020-12-28;Horsens;3;0;0;95038;55;0;0;0.06;0.00;0.00
2020-12-28;Hvidovre;6;0;0;53185;56;0;0;0.11;0.00;0.00
2020-12-28;Høje Tåstrup;7;0;0;53479;42;0;0;0.08;0.00;0.00
2020-12-28;Hørsholm;3;0;0;24702;17;0;0;0.07;0.00;0.00
2020-12-28;Ikast-Brande;2;0;0;42067;12;0;0;0.03;0.00;0.00
2020-12-28;Ishøj;5;0;0;23253;92;0;0;0.40;0.00;0.00
2020-12-28;Jammerbugt;3;0;0;38161;21;0;0;0.06;0.00;0.00
2020-12-28;Kalundborg;25;0;0;48438;48;0;0;0.10;0.00;0.00
2020-12-28;Kerteminde;10;0;0;23996;13;0;0;0.05;0.00;0.00
2020-12-28;Kolding;1;0;0;93847;3;0;0;0.00;0.00;0.00
2020-12-28;København;169;0;0;647451;796;0;0;0.12;0.00;0.00
2020-12-28;Køge;33;0;0;61768;94;0;0;0.15;0.00;0.00
2020-12-28;Lejre;9;0;0;28667;19;0;0;0.07;0.00;0.00
2020-12-28;Lolland;16;0;0;39995;24;0;0;0.06;0.00;0.00
2020-12-28;Lyngby-Taarbæk;15;0;0;57990;63;0;0;0.11;0.00;0.00
2020-12-28;Mariagerfjord;2;0;0;41652;25;0;0;0.06;0.00;0.00
2020-12-28;Middelfart;7;0;0;39707;13;0;0;0.03;0.00;0.00
2020-12-28;Morsø;1;0;0;20054;2;0;0;0.01;0.00;0.00
2020-12-28;Norddjurs;1;0;0;36984;10;0;0;0.03;0.00;0.00
2020-12-28;Nordfyn;20;0;0;29775;24;0;0;0.08;0.00;0.00
2020-12-28;Nyborg;16;0;0;32044;22;0;0;0.07;0.00;0.00
2020-12-28;Næstved;45;0;0;84038;79;0;0;0.09;0.00;0.00
2020-12-28;Odder;2;0;0;23409;23;0;0;0.10;0.00;0.00
2020-12-28;Odense;461;0;0;206227;817;0;0;0.40;0.00;0.00
2020-12-28;Odsherred;13;0;0;32856;17;0;0;0.05;0.00;0.00
2020-12-28;Randers;3;0;0;99177;71;0;0;0.07;0.00;0.00
2020-12-28;Rebild;1;0;0;30727;39;0;0;0.13;0.00;0.00
2020-12-28;Ringsted;20;0;0;35392;35;0;0;0.10;0.00;0.00
2020-12-28;Roskilde;51;0;0;89673;103;0;0;0.11;0.00;0.00
2020-12-28;Rudersdal;10;0;0;57239;43;0;0;0.08;0.00;0.00
2020-12-28;Rødovre;6;0;0;41464;31;0;0;0.07;0.00;0.00
2020-12-28;Silkeborg;10;0;0;97971;34;0;0;0.03;0.00;0.00
2020-12-28;Skanderborg;4;0;0;64601;48;0;0;0.07;0.00;0.00
2020-12-28;Skive;11;0;0;45099;18;0;0;0.04;0.00;0.00
2020-12-28;Slagelse;94;0;0;79716;546;0;0;0.68;0.00;0.00
2020-12-28;Solrød;12;0;0;23803;120;0;0;0.50;0.00;0.00
2020-12-28;Sorø;19;0;0;29979;41;0;0;0.14;0.00;0.00
2020-12-28;Stevns;5;0;0;23646;25;0;0;0.11;0.00;0.00
2020-12-28;Svendborg;28;0;0;59252;29;0;0;0.05;0.00;0.00
2020-12-28;Syddjurs;7;0;0;43741;55;0;0;0.13;0.00;0.00
2020-12-28;Sønderborg;1;0;0;73805;1;0;0;0.00;0.00;0.00
2020-12-28;Thisted;1;0;0;43105;4;0;0;0.01;0.00;0.00
2020-12-28;Tårnby;4;0;0;42799;20;0;0;0.05;0.00;0.00
2020-12-28;Vallensbæk;1;0;0;16552;13;0;0;0.08;0.00;0.00
2020-12-28;Vejle;1;0;0;119506;4;0;0;0.00;0.00;0.00
2020-12-28;Vesthimmerland;1;0;0;36278;11;0;0;0.03;0.00;0.00
2020-12-28;Viborg;49;0;0;96861;98;0;0;0.10;0.00;0.00
2020-12-28;Vordingborg;17;0;0;45350;31;0;0;0.07;0.00;0.00
2020-12-28;Århus;86;0;0;355644;1303;0;0;0.37;0.00;0.00
2020-12-28;Ærø;1;0;0;6031;1;0;0;0.02;0.00;0.00
2020-12-29;Aabenraa;71;0;0;58764;71;0;0;0.12;0.00;0.00
2020-12-29;Aalborg;82;1;0;221180;819;1;0;0.37;0.00;0.00
2020-12-29;Albertslund;30;0;0;27505;54;0;0;0.20;0.00;0.00
2020-12-29;Allerød;38;0;0;25876;58;0;0;0.22;0.00;0.00
2020-12-29;Assens;24;0;0;40898;43;0;0;0.11;0.00;0.00
2020-12-29;Ballerup;41;0;0;49422;80;0;0;0.16;0.00;0.00
2020-12-29;Billund;3;0;0;26805;3;0;0;0.01;0.00;0.00
2020-12-29;Bornholm;113;0;0;39642;176;0;0;0.44;0.00;0.00
2020-12-29;Brøndby;38;0;0;35953;66;0;0;0.18;0.00;0.00
2020-12-29;Brønderslev;2;0;0;36334;40;0;0;0.11;0.00;0.00
2020-12-29;Dragør;21;0;0;14531;29;0;0;0.20;0.00;0.00
2020-12-29;Egedal;62;0;0;44536;98;0;0;0.22;0.00;0.00
2020-12-29;Esbjerg;232;0;0;115448;233;0;0;0.20;0.00;0.00
2020-12-29;Faaborg-Midtfyn;31;0;0;51942;65;0;0;0.13;0.00;0.00
2020-12-29;Fanø;3;0;0;3421;3;0;0;0.09;0.00;0.00
2020-12-29;Favrskov;24;0;0;49007;68;0;0;0.14;0.00;0.00
2020-12-29;Faxe;39;0;0;37121;68;0;0;0.18;0.00;0.00
2020-12-29;Fredensborg;48;0;0;41331;72;0;0;0.17;0.00;0.00
2020-12-29;Fredericia;37;0;0;51760;37;0;0;0.07;0.00;0.00
2020-12-29;Frederiksberg;169;0;0;103903;278;0;0;0.27;0.00;0.00
2020-12-29;Frederikssund;32;0;0;45888;53;0;0;0.12;0.00;0.00
2020-12-29;Furesø;57;0;0;41568;95;0;0;0.23;0.00;0.00
2020-12-29;Gentofte;154;0;0;74307;216;0;0;0.29;0.00;0.00
2020-12-29;Gladsaxe;95;0;0;69268;164;0;0;0.24;0.00;0.00
2020-12-29;Glostrup;31;0;0;23498;48;0;0;0.20;0.00;0.00
2020-12-29;Greve;101;0;0;50969;318;0;0;0.62;0.00;0.00
2020-12-29;Gribskov;45;0;0;41305;73;0;0;0.18;0.00;0.00
2020-12-29;Guldborgsund;100;0;0;60236;244;0;0;0.41;0.00;0.00
2020-12-29;Haderslev;33;0;0;55301;34;0;0;0.06;0.00;0.00
2020-12-29;Halsnæs;37;0;0;31429;52;0;0;0.17;0.00;0.00
2020-12-29;Hedensted;15;0;0;47222;26;0;0;0.06;0.00;0.00
2020-12-29;Helsingør;59;0;0;62915;95;0;0;0.15;0.00;0.00
2020-12-29;Herlev;87;0;0;28791;246;0;0;0.85;0.00;0.00
2020-12-29;Herning;1;0;0;89490;72;0;0;0.08;0.00;0.00
2020-12-29;Hillerød;119;0;0;53362;181;0;0;0.34;0.00;0.00
2020-12-29;Hjørring;1;0;0;63755;133;0;0;0.21;0.00;0.00
2020-12-29;Holbæk;287;0;0;72987;417;0;0;0.57;0.00;0.00
2020-12-29;Holstebro;2;0;0;58575;19;0;0;0.03;0.00;0.00
2020-12-29;Horsens;40;0;0;95038;95;0;0;0.10;0.00;0.00
2020-12-29;Hvidovre;113;0;0;53185;169;0;0;0.32;0.00;0.00
2020-12-29;Høje Tåstrup;63;0;0;53479;105;0;0;0.20;0.00;0.00
2020-12-29;Hørsholm;27;0;0;24702;44;0;0;0.18;0.00;0.00
2020-12-29;Ikast-Brande;1;0;0;42067;13;0;0;0.03;0.00;0.00
2020-12-29;Ishøj;25;0;0;23253;117;0;0;0.50;0.00;0.00
2020-12-29;Jammerbugt;1;0;0;38161;22;0;0;0.06;0.00;0.00
2020-12-29;Kalundborg;167;0;0;48438;215;0;0;0.44;0.00;0.00
2020-12-29;Kerteminde;16;0;0;23996;29;0;0;0.12;0.00;0.00
2020-12-29;Kolding;269;0;0;93847;272;0;0;0.29;0.00;0.00
2020-12-29;København;1519;0;0;647451;2315;0;0;0.36;0.00;0.00
2020-12-29;Køge;82;0;0;61768;176;0;0;0.28;0.00;0.00
2020-12-29;Langeland;3;0;0;12290;3;0;0;0.02;0.00;0.00
2020-12-29;Lejre;43;0;0;28667;62;0;0;0.22;0.00;0.00
2020-12-29;Lolland;15;0;0;39995;39;0;0;0.10;0.00;0.00
2020-12-29;Lyngby-Taarbæk;93;0;0;57990;156;0;0;0.27;0.00;0.00
2020-12-29;Mariagerfjord;160;0;0;41652;185;0;0;0.44;0.00;0.00
2020-12-29;Middelfart;39;0;0;39707;52;0;0;0.13;0.00;0.00
2020-12-29;Norddjurs;3;0;0;36984;13;0;0;0.04;0.00;0.00
2020-12-29;Nordfyn;7;0;0;29775;31;0;0;0.10;0.00;0.00
2020-12-29;Nyborg;11;0;0;32044;33;0;0;0.10;0.00;0.00
2020-12-29;Næstved;172;0;0;84038;251;0;0;0.30;0.00;0.00
2020-12-29;Odder;20;0;0;23409;43;0;0;0.18;0.00;0.00
2020-12-29;Odense;518;0;0;206227;1335;0;0;0.65;0.00;0.00
2020-12-29;Odsherred;45;0;0;32856;62;0;0;0.19;0.00;0.00
2020-12-29;Randers;20;0;0;99177;91;0;0;0.09;0.00;0.00
2020-12-29;Rebild;14;0;0;30727;53;0;0;0.17;0.00;0.00
2020-12-29;Ringkøbing-Skjern;1;0;0;56230;16;0;0;0.03;0.00;0.00
2020-12-29;Ringsted;186;0;0;35392;221;0;0;0.62;0.00;0.00
2020-12-29;Roskilde;123;0;0;89673;226;0;0;0.25;0.00;0.00
2020-12-29;Rudersdal;93;0;0;57239;136;0;0;0.24;0.00;0.00
2020-12-29;Rødovre;42;0;0;41464;73;0;0;0.18;0.00;0.00
2020-12-29;Silkeborg;21;0;0;97971;55;0;0;0.06;0.00;0.00
2020-12-29;Skanderborg;42;0;0;64601;90;0;0;0.14;0.00;0.00
2020-12-29;Skive;1;0;0;45099;19;0;0;0.04;0.00;0.00
2020-12-29;Slagelse;124;0;0;79716;670;0;0;0.84;0.00;0.00
2020-12-29;Solrød;33;0;0;23803;153;0;0;0.64;0.00;0.00
2020-12-29;Sorø;43;0;0;29979;84;0;0;0.28;0.00;0.00
2020-12-29;Stevns;27;0;0;23646;52;0;0;0.22;0.00;0.00
2020-12-29;Svendborg;54;0;0;59252;83;0;0;0.14;0.00;0.00
2020-12-29;Syddjurs;10;0;0;43741;65;0;0;0.15;0.00;0.00
2020-12-29;Sønderborg;272;0;0;73805;273;0;0;0.37;0.00;0.00
2020-12-29;Tårnby;74;0;0;42799;94;0;0;0.22;0.00;0.00
2020-12-29;Tønder;10;0;0;36897;10;0;0;0.03;0.00;0.00
2020-12-29;Vallensbæk;19;0;0;16552;32;0;0;0.19;0.00;0.00
2020-12-29;Varde;21;0;0;49746;21;0;0;0.04;0.00;0.00
2020-12-29;Vejen;20;0;0;42586;20;0;0;0.05;0.00;0.00
2020-12-29;Vejle;40;0;0;119506;44;0;0;0.04;0.00;0.00
2020-12-29;Vesthimmerland;4;0;0;36278;15;0;0;0.04;0.00;0.00
2020-12-29;Viborg;6;0;0;96861;104;0;0;0.11;0.00;0.00
2020-12-29;Vordingborg;184;0;0;45350;215;0;0;0.47;0.00;0.00
2020-12-29;Århus;778;0;0;355644;2081;0;0;0.59;0.00;0.00
2020-12-29;Ærø;3;0;0;6031;4;0;0;0.07;0.00;0.00
2020-12-30;Aabenraa;67;0;0;58764;138;0;0;0.23;0.00;0.00
2020-12-30;Aalborg;1150;0;0;221180;1969;1;0;0.89;0.00;0.00
2020-12-30;Albertslund;29;0;0;27505;83;0;0;0.30;0.00;0.00
2020-12-30;Allerød;47;0;0;25876;105;0;0;0.41;0.00;0.00
2020-12-30;Assens;20;0;0;40898;63;0;0;0.15;0.00;0.00
2020-12-30;Ballerup;56;0;0;49422;136;0;0;0.28;0.00;0.00
2020-12-30;Billund;56;0;0;26805;59;0;0;0.22;0.00;0.00
2020-12-30;Bornholm;3;0;0;39642;179;0;0;0.45;0.00;0.00
2020-12-30;Brøndby;46;0;0;35953;112;0;0;0.31;0.00;0.00
2020-12-30;Brønderslev;71;0;0;36334;111;0;0;0.31;0.00;0.00
2020-12-30;Dragør;20;0;0;14531;49;0;0;0.34;0.00;0.00
2020-12-30;Egedal;74;0;0;44536;172;0;0;0.39;0.00;0.00
2020-12-30;Esbjerg;291;0;0;115448;524;0;0;0.45;0.00;0.00
2020-12-30;Faaborg-Midtfyn;25;0;0;51942;90;0;0;0.17;0.00;0.00
2020-12-30;Fanø;28;0;0;3421;31;0;0;0.91;0.00;0.00
2020-12-30;Favrskov;42;0;0;49007;110;0;0;0.22;0.00;0.00
2020-12-30;Faxe;34;0;0;37121;102;0;0;0.27;0.00;0.00
2020-12-30;Fredensborg;51;0;0;41331;123;0;0;0.30;0.00;0.00
2020-12-30;Fredericia;47;0;0;51760;84;0;0;0.16;0.00;0.00
2020-12-30;Frederiksberg;203;0;0;103903;481;0;0;0.46;0.00;0.00
2020-12-30;Frederikshavn;46;0;0;58807;75;0;0;0.13;0.00;0.00
2020-12-30;Frederikssund;48;0;0;45888;101;0;0;0.22;0.00;0.00
2020-12-30;Furesø;68;0;0;41568;163;0;0;0.39;0.00;0.00
2020-12-30;Gentofte;156;0;0;74307;372;0;0;0.50;0.00;0.00
2020-12-30;Gladsaxe;126;0;0;69268;290;0;0;0.42;0.00;0.00
2020-12-30;Glostrup;39;0;0;23498;87;0;0;0.37;0.00;0.00
2020-12-30;Greve;67;0;0;50969;385;0;0;0.76;0.00;0.00
2020-12-30;Gribskov;40;0;0;41305;113;0;0;0.27;0.00;0.00
2020-12-30;Guldborgsund;125;0;0;60236;369;0;0;0.61;0.00;0.00
2020-12-30;Haderslev;47;0;0;55301;81;0;0;0.15;0.00;0.00
2020-12-30;Halsnæs;34;0;0;31429;86;0;0;0.27;0.00;0.00
2020-12-30;Hedensted;17;0;0;47222;43;0;0;0.09;0.00;0.00
2020-12-30;Helsingør;88;0;0;62915;183;0;0;0.29;0.00;0.00
2020-12-30;Herlev;62;0;0;28791;308;0;0;1.07;0.00;0.00
2020-12-30;Herning;58;0;0;89490;130;0;0;0.15;0.00;0.00
2020-12-30;Hillerød;143;0;0;53362;324;0;0;0.61;0.00;0.00
2020-12-30;Hjørring;148;0;0;63755;281;0;0;0.44;0.00;0.00
2020-12-30;Holbæk;57;0;0;72987;474;0;0;0.65;0.00;0.00
2020-12-30;Holstebro;28;0;0;58575;47;0;0;0.08;0.00;0.00
2020-12-30;Horsens;21;0;0;95038;116;0;0;0.12;0.00;0.00
2020-12-30;Hvidovre;90;0;0;53185;259;0;0;0.49;0.00;0.00
2020-12-30;Høje Tåstrup;69;0;0;53479;174;0;0;0.33;0.00;0.00
2020-12-30;Hørsholm;34;0;0;24702;78;0;0;0.32;0.00;0.00
2020-12-30;Ikast-Brande;14;0;0;42067;27;0;0;0.06;0.00;0.00
2020-12-30;Ishøj;24;0;0;23253;141;0;0;0.61;0.00;0.00
2020-12-30;Jammerbugt;50;0;0;38161;72;0;0;0.19;0.00;0.00
2020-12-30;Kalundborg;118;0;0;48438;333;0;0;0.69;0.00;0.00
2020-12-30;Kerteminde;9;0;0;23996;38;0;0;0.16;0.00;0.00
2020-12-30;Kolding;320;0;0;93847;592;0;0;0.63;0.00;0.00
2020-12-30;København;1453;0;0;647451;3768;0;0;0.58;0.00;0.00
2020-12-30;Køge;73;0;0;61768;249;0;0;0.40;0.00;0.00
2020-12-30;Langeland;5;0;0;12290;8;0;0;0.07;0.00;0.00
2020-12-30;Lejre;24;0;0;28667;86;0;0;0.30;0.00;0.00
2020-12-30;Lemvig;2;0;0;19329;3;0;0;0.02;0.00;0.00
2020-12-30;Lolland;21;0;0;39995;60;0;0;0.15;0.00;0.00
2020-12-30;Lyngby-Taarbæk;91;0;0;57990;247;0;0;0.43;0.00;0.00
2020-12-30;Mariagerfjord;46;0;0;41652;231;0;0;0.55;0.00;0.00
