"Uge";"Aldersgruppe";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2021-U40;16-19;406;976;25;274660;232553;226627;83;84.7;82.5;0.03
2021-U40;20-39;2955;10955;1741;1503946;1161681;1087619;4165;77.2;72.3;0.28
2021-U40;40-64;1074;3116;5494;1893239;1724394;1704710;20365;91.1;90.0;1.08
2021-U40;65-79;128;235;1912;905243;875100;873180;27655;96.7;96.5;3.05
2021-U40;80+;27;50;13884;294333;285357;284618;41750;97.0;96.7;14.2
2021-U41;05-11;1;0;0;429317;19;6;0;0.00;0.00;0.00
2021-U41;12-15;1461;2602;1;272940;160950;151839;2;59.0;55.6;0.00
2021-U41;16-19;336;749;43;274660;232889;227376;126;84.8;82.8;0.05
2021-U41;20-39;2967;8475;3445;1503946;1164648;1096094;7610;77.4;72.9;0.51
2021-U41;40-64;1060;2236;10716;1893239;1725454;1706946;31081;91.1;90.2;1.64
2021-U41;65-79;110;225;3323;905243;875210;873405;30978;96.7;96.5;3.42
2021-U41;80+;20;49;17134;294333;285377;284667;58884;97.0;96.7;20.0
2021-U42;12-15;2003;2029;0;272940;162953;153868;2;59.7;56.4;0.00
2021-U42;16-19;402;551;101;274660;233291;227927;227;84.9;83.0;0.08
2021-U42;20-39;3132;6804;9445;1503946;1167780;1102898;17055;77.6;73.3;1.13
2021-U42;40-64;1014;1802;32016;1893239;1726468;1708748;63097;91.2;90.3;3.33
2021-U42;65-79;131;153;19483;905243;875341;873558;50461;96.7;96.5;5.57
2021-U42;80+;21;45;17187;294333;285398;284712;76071;97.0;96.7;25.8
2021-U43;12-15;2597;2445;3;272940;165550;156313;5;60.7;57.3;0.00
2021-U43;16-19;479;537;119;274660;233770;228464;346;85.1;83.2;0.13
2021-U43;20-39;4437;5939;9222;1503946;1172217;1108837;26277;77.9;73.7;1.75
2021-U43;40-64;1624;1933;30586;1893239;1728092;1710681;93683;91.3;90.4;4.95
2021-U43;65-79;184;162;19590;905243;875525;873720;70051;96.7;96.5;7.74
2021-U43;80+;35;49;17682;294333;285433;284761;93753;97.0;96.7;31.9
2021-U44;05-11;1;0;0;429317;20;6;0;0.00;0.00;0.00
2021-U44;12-15;3692;1717;11;272940;169242;158030;16;62.0;57.9;0.01
2021-U44;16-19;720;522;122;274660;234490;228986;468;85.4;83.4;0.17
2021-U44;20-39;5621;5869;8894;1503946;1177838;1114706;35171;78.3;74.1;2.34
2021-U44;40-64;1942;1763;26091;1893239;1730034;1712444;119774;91.4;90.5;6.33
2021-U44;65-79;223;154;16946;905243;875748;873874;86997;96.7;96.5;9.61
2021-U44;80+;51;42;20013;294333;285484;284803;113766;97.0;96.8;38.7
2021-U45;05-11;9;0;0;429317;29;6;0;0.01;0.00;0.00
2021-U45;12-15;6060;1995;17;272940;175302;160025;33;64.2;58.6;0.01
2021-U45;16-19;1639;728;142;274660;236129;229714;610;86.0;83.6;0.22
2021-U45;20-39;13383;7806;9622;1503946;1191221;1122512;44793;79.2;74.6;2.98
2021-U45;40-64;5105;2181;25008;1893239;1735139;1714625;144782;91.6;90.6;7.65
2021-U45;65-79;480;172;20300;905243;876228;874046;107297;96.8;96.6;11.9
2021-U45;80+;104;48;30095;294333;285588;284851;143861;97.0;96.8;48.9
2021-U46;00-02;1;0;0;186325;7;2;0;0.00;0.00;0.00
2021-U46;05-11;12;0;1;429317;41;6;1;0.01;0.00;0.00
2021-U46;12-15;5280;2410;12;272940;180582;162435;45;66.2;59.5;0.02
2021-U46;16-19;1753;687;126;274660;237882;230401;736;86.6;83.9;0.27
2021-U46;20-39;12189;7359;8169;1503946;1203410;1129871;52962;80.0;75.1;3.52
2021-U46;40-64;4409;2238;20327;1893239;1739548;1716863;165109;91.9;90.7;8.72
2021-U46;65-79;366;184;61578;905243;876594;874230;168875;96.8;96.6;18.7
2021-U46;80+;92;56;30499;294333;285680;284907;174360;97.1;96.8;59.2
2021-U47;05-11;909;0;1;429317;950;6;2;0.22;0.00;0.00
2021-U47;12-15;4244;3115;10;272940;184826;165550;55;67.7;60.7;0.02
2021-U47;16-19;1521;837;131;274660;239403;231238;867;87.2;84.2;0.32
