"Uge";"Aldersgruppe";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-U50;20-29;1;0;0;783960;1;0;0;0.00;0.00;0.00
2020-U50;40-49;1;0;0;732908;1;0;0;0.00;0.00;0.00
2020-U51;10-19;1;0;0;674996;1;0;0;0.00;0.00;0.00
2020-U51;20-29;1;0;0;783960;2;0;0;0.00;0.00;0.00
2020-U51;30-39;2;0;0;719986;2;0;0;0.00;0.00;0.00
2020-U51;40-49;1;0;0;732908;2;0;0;0.00;0.00;0.00
2020-U51;80-89;1;0;0;249111;1;0;0;0.00;0.00;0.00
2020-U52;10-19;5;0;0;674996;6;0;0;0.00;0.00;0.00
2020-U52;20-29;502;0;0;783960;504;0;0;0.06;0.00;0.00
2020-U52;30-39;718;0;0;719986;720;0;0;0.10;0.00;0.00
2020-U52;40-49;953;0;0;732908;955;0;0;0.13;0.00;0.00
2020-U52;50-59;1075;0;0;806923;1075;0;0;0.13;0.00;0.00
2020-U52;60-69;872;0;0;676521;872;0;0;0.13;0.00;0.00
2020-U52;70-79;501;0;0;582130;501;0;0;0.09;0.00;0.00
2020-U52;80-89;702;0;0;249111;703;0;0;0.28;0.00;0.00
2020-U52;90+;408;0;0;45222;408;0;0;0.90;0.00;0.00
2020-U53;10-19;39;0;0;674996;45;0;0;0.01;0.00;0.00
2020-U53;20-29;2709;0;0;783960;3213;0;0;0.41;0.00;0.00
2020-U53;30-39;5106;0;0;719986;5826;0;0;0.81;0.00;0.00
2020-U53;40-49;7200;1;0;732908;8155;1;0;1.11;0.00;0.00
2020-U53;50-59;8412;0;0;806923;9487;0;0;1.18;0.00;0.00
2020-U53;60-69;6821;0;0;676521;7693;0;0;1.14;0.00;0.00
2020-U53;70-79;3142;0;0;582130;3643;0;0;0.63;0.00;0.00
