"Region";"Aldersgruppe";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
Hovedstaden;0-9;K;18484;13973;1;100294;18.4;13.9;0.00
Hovedstaden;0-9;M;19583;14859;0;105740;18.5;14.1;0.00
Hovedstaden;10-19;K;81466;78088;18622;105564;77.2;74.0;17.6
Hovedstaden;10-19;M;83961;80176;17016;109918;76.4;72.9;15.5
Hovedstaden;20-29;K;123242;120649;84645;148746;82.9;81.1;56.9
Hovedstaden;20-29;M;116532;112941;71513;143302;81.3;78.8;49.9
Hovedstaden;30-39;K;110711;108575;71729;131283;84.3;82.7;54.6
Hovedstaden;30-39;M;108057;105318;67596;131699;82.0;80.0;51.3
Hovedstaden;40-49;K;112718;111656;94004;124267;90.7;89.9;75.6
Hovedstaden;40-49;M;109408;108305;90319;123499;88.6;87.7;73.1
Hovedstaden;50-59;K;113201;112633;102948;121410;93.2;92.8;84.8
Hovedstaden;50-59;M;112344;111717;101488;121337;92.6;92.1;83.6
Hovedstaden;60-69;K;88820;88561;84660;93341;95.2;94.9;90.7
Hovedstaden;60-69;M;84115;83832;80016;88268;95.3;95.0;90.7
Hovedstaden;70-79;K;81766;81599;79532;84414;96.9;96.7;94.2
Hovedstaden;70-79;M;67817;67699;66043;69801;97.2;97.0;94.6
Hovedstaden;80-89;K;35481;35389;34394;36714;96.6;96.4;93.7
Hovedstaden;80-89;M;23055;23012;22462;23729;97.2;97.0;94.7
Hovedstaden;90+;K;6925;6888;6587;7315;94.7;94.2;90.0
Hovedstaden;90+;M;2414;2406;2329;2503;96.4;96.1;93.0
Midtjylland;0-9;K;16287;13000;0;71431;22.8;18.2;0.00
Midtjylland;0-9;M;17403;13896;0;75509;23.0;18.4;0.00
Midtjylland;10-19;K;69890;67909;16546;82869;84.3;81.9;20.0
Midtjylland;10-19;M;71850;69632;15331;85816;83.7;81.1;17.9
Midtjylland;20-29;K;79858;78597;57982;92215;86.6;85.2;62.9
Midtjylland;20-29;M;81711;79809;53030;96742;84.5;82.5;54.8
Midtjylland;30-39;K;68457;67441;47455;78066;87.7;86.4;60.8
Midtjylland;30-39;M;69222;67926;45707;82335;84.1;82.5;55.5
Midtjylland;40-49;K;77875;77460;68865;83713;93.0;92.5;82.3
Midtjylland;40-49;M;76932;76403;66024;84548;91.0;90.4;78.1
Midtjylland;50-59;K;84478;84218;79429;88923;95.0;94.7;89.3
Midtjylland;50-59;M;84916;84636;79297;89827;94.5;94.2;88.3
Midtjylland;60-69;K;74356;74213;72094;76953;96.6;96.4;93.7
Midtjylland;60-69;M;72753;72624;70403;75336;96.6;96.4;93.5
Midtjylland;70-79;K;63543;63489;62492;64941;97.8;97.8;96.2
Midtjylland;70-79;M;58664;58610;57691;59945;97.9;97.8;96.2
Midtjylland;80-89;K;27034;26984;26471;27681;97.7;97.5;95.6
Midtjylland;80-89;M;20237;20211;19850;20634;98.1;97.9;96.2
Midtjylland;90+;K;5039;5025;4837;5273;95.6;95.3;91.7
Midtjylland;90+;M;2127;2121;2055;2196;96.9;96.6;93.6
Nordjylland;0-9;K;6638;5290;1;29144;22.8;18.2;0.00
Nordjylland;0-9;M;6946;5470;0;30591;22.7;17.9;0.00
Nordjylland;10-19;K;28894;28029;6660;34333;84.2;81.6;19.4
Nordjylland;10-19;M;30351;29317;6268;36212;83.8;81.0;17.3
Nordjylland;20-29;K;31570;30976;21829;36329;86.9;85.3;60.1
Nordjylland;20-29;M;35310;34336;21966;41556;85.0;82.6;52.9
Nordjylland;30-39;K;27944;27498;19049;31960;87.4;86.0;59.6
Nordjylland;30-39;M;28850;28190;18095;34574;83.4;81.5;52.3
Nordjylland;40-49;K;32478;32286;28657;34840;93.2;92.7;82.3
Nordjylland;40-49;M;32622;32368;27782;35934;90.8;90.1;77.3
Nordjylland;50-59;K;38478;38339;36088;40514;95.0;94.6;89.1
Nordjylland;50-59;M;38920;38769;36022;41285;94.3;93.9;87.3
Nordjylland;60-69;K;35762;35676;34588;37040;96.5;96.3;93.4
Nordjylland;60-69;M;35227;35145;33965;36534;96.4;96.2;93.0
Nordjylland;70-79;K;31483;31445;30868;32204;97.8;97.6;95.9
Nordjylland;70-79;M;29553;29513;28971;30280;97.6;97.5;95.7
Nordjylland;80-89;K;13719;13702;13409;14088;97.4;97.3;95.2
Nordjylland;80-89;M;10378;10366;10162;10652;97.4;97.3;95.4
Nordjylland;90+;K;2505;2496;2402;2628;95.3;95.0;91.4
Nordjylland;90+;M;1104;1100;1065;1141;96.8;96.4;93.3
Sjælland;0-9;K;8180;6555;0;40782;20.1;16.1;0.00
Sjælland;0-9;M;8876;7105;1;43324;20.5;16.4;0.00
Sjælland;10-19;K;40923;39694;9018;50919;80.4;78.0;17.7
Sjælland;10-19;M;43450;42024;8996;54128;80.3;77.6;16.6
Sjælland;20-29;K;30326;29591;19558;38012;79.8;77.8;51.5
Sjælland;20-29;M;33011;32038;19752;42420;77.8;75.5;46.6
Sjælland;30-39;K;37598;36866;25069;44792;83.9;82.3;56.0
Sjælland;30-39;M;36406;35571;22698;46237;78.7;76.9;49.1
Sjælland;40-49;K;50692;50314;43802;55555;91.2;90.6;78.8
Sjælland;40-49;M;48568;48149;40634;54914;88.4;87.7;74.0
Sjælland;50-59;K;60044;59780;55590;64048;93.7;93.3;86.8
Sjælland;50-59;M;60238;60002;55375;64450;93.5;93.1;85.9
Sjælland;60-69;K;52810;52681;50832;55226;95.6;95.4;92.0
Sjælland;60-69;M;51308;51171;49198;53492;95.9;95.7;92.0
Sjælland;70-79;K;49195;49122;48050;50613;97.2;97.1;94.9
Sjælland;70-79;M;44536;44479;43565;45710;97.4;97.3;95.3
Sjælland;80-89;K;19511;19468;18976;20183;96.7;96.5;94.0
Sjælland;80-89;M;14485;14471;14166;14905;97.2;97.1;95.0
Sjælland;90+;K;3311;3292;3178;3507;94.4;93.9;90.6
Sjælland;90+;M;1356;1352;1299;1417;95.7;95.4;91.7
Syddanmark;0-9;K;13608;11128;2;61458;22.1;18.1;0.00
Syddanmark;0-9;M;14590;11974;0;64938;22.5;18.4;0.00
Syddanmark;10-19;K;62156;60387;14631;74986;82.9;80.5;19.5
Syddanmark;10-19;M;64222;62235;13519;78097;82.2;79.7;17.3
Syddanmark;20-29;K;57258;56110;38924;68309;83.8;82.1;57.0
Syddanmark;20-29;M;61529;59803;37689;75545;81.4;79.2;49.9
Syddanmark;30-39;K;57650;56685;38338;67000;86.0;84.6;57.2
Syddanmark;30-39;M;57717;56483;36381;70555;81.8;80.1;51.6
Syddanmark;40-49;K;71278;70798;61689;77180;92.4;91.7;79.9
Syddanmark;40-49;M;69661;69041;58147;77618;89.7;88.9;74.9
Syddanmark;50-59;K;82017;81726;76741;86870;94.4;94.1;88.3
Syddanmark;50-59;M;82797;82480;76771;88225;93.8;93.5;87.0
Syddanmark;60-69;K;73465;73321;71113;76385;96.2;96.0;93.1
Syddanmark;60-69;M;72584;72426;69993;75434;96.2;96.0;92.8
Syddanmark;70-79;K;64885;64810;63757;66541;97.5;97.4;95.8
Syddanmark;70-79;M;59600;59533;58441;61073;97.6;97.5;95.7
Syddanmark;80-89;K;29064;29027;28371;29902;97.2;97.1;94.9
Syddanmark;80-89;M;21444;21418;21033;21955;97.7;97.6;95.8
Syddanmark;90+;K;5398;5374;5163;5701;94.7;94.3;90.6
Syddanmark;90+;M;2182;2179;2120;2276;95.9;95.7;93.1
