"Dato";"Aldersgruppe";"Region";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-08;40-49;Nordjylland;1;0;0;70774;1;0;0;0.00;0.00;0.00
2020-12-11;20-29;Nordjylland;1;0;0;77885;1;0;0;0.00;0.00;0.00
2020-12-16;20-29;Hovedstaden;1;0;0;292048;1;0;0;0.00;0.00;0.00
2020-12-17;30-39;Hovedstaden;1;0;0;262982;1;0;0;0.00;0.00;0.00
2020-12-18;10-19;Sjælland;1;0;0;105047;1;0;0;0.00;0.00;0.00
2020-12-18;30-39;Hovedstaden;1;0;0;262982;2;0;0;0.00;0.00;0.00
2020-12-19;80-89;Hovedstaden;1;0;0;60443;1;0;0;0.00;0.00;0.00
2020-12-20;40-49;Hovedstaden;1;0;0;247766;1;0;0;0.00;0.00;0.00
2020-12-21;30-39;Hovedstaden;1;0;0;262982;3;0;0;0.00;0.00;0.00
2020-12-21;30-39;Midtjylland;1;0;0;160401;1;0;0;0.00;0.00;0.00
2020-12-21;40-49;Hovedstaden;1;0;0;247766;2;0;0;0.00;0.00;0.00
2020-12-22;20-29;Syddanmark;1;0;0;143854;1;0;0;0.00;0.00;0.00
2020-12-22;30-39;Midtjylland;1;0;0;160401;2;0;0;0.00;0.00;0.00
2020-12-22;30-39;Syddanmark;1;0;0;137555;1;0;0;0.00;0.00;0.00
2020-12-22;40-49;Midtjylland;1;0;0;168261;1;0;0;0.00;0.00;0.00
2020-12-22;60-69;Hovedstaden;1;0;0;181609;1;0;0;0.00;0.00;0.00
2020-12-23;40-49;Midtjylland;1;0;0;168261;2;0;0;0.00;0.00;0.00
2020-12-23;50-59;Hovedstaden;1;0;0;242747;1;0;0;0.00;0.00;0.00
2020-12-23;90+;Hovedstaden;1;0;0;9818;1;0;0;0.01;0.00;0.00
2020-12-23;90+;Midtjylland;1;0;0;7469;1;0;0;0.01;0.00;0.00
2020-12-24;20-29;Hovedstaden;1;0;0;292048;2;0;0;0.00;0.00;0.00
2020-12-24;20-29;Sjælland;1;0;0;80432;1;0;0;0.00;0.00;0.00
2020-12-24;40-49;Hovedstaden;1;0;0;247766;3;0;0;0.00;0.00;0.00
2020-12-24;70-79;Hovedstaden;1;0;0;154215;1;0;0;0.00;0.00;0.00
2020-12-26;20-29;Hovedstaden;1;0;0;292048;3;0;0;0.00;0.00;0.00
2020-12-26;30-39;Sjælland;1;0;0;91029;1;0;0;0.00;0.00;0.00
2020-12-26;50-59;Sjælland;1;0;0;128498;1;0;0;0.00;0.00;0.00
2020-12-26;60-69;Hovedstaden;1;0;0;181609;2;0;0;0.00;0.00;0.00
2020-12-26;70-79;Hovedstaden;1;0;0;154215;2;0;0;0.00;0.00;0.00
2020-12-27;10-19;Hovedstaden;2;0;0;215482;2;0;0;0.00;0.00;0.00
2020-12-27;10-19;Midtjylland;14;0;0;168685;14;0;0;0.01;0.00;0.00
2020-12-27;10-19;Nordjylland;3;0;0;70545;3;0;0;0.00;0.00;0.00
2020-12-27;10-19;Sjælland;2;0;0;105047;3;0;0;0.00;0.00;0.00
2020-12-27;10-19;Syddanmark;2;0;0;153083;2;0;0;0.00;0.00;0.00
2020-12-27;20-29;Hovedstaden;200;0;0;292048;203;0;0;0.07;0.00;0.00
2020-12-27;20-29;Midtjylland;168;0;0;188957;168;0;0;0.09;0.00;0.00
2020-12-27;20-29;Nordjylland;138;0;0;77885;139;0;0;0.18;0.00;0.00
2020-12-27;20-29;Sjælland;58;0;0;80432;59;0;0;0.07;0.00;0.00
2020-12-27;20-29;Syddanmark;17;0;0;143854;18;0;0;0.01;0.00;0.00
2020-12-27;30-39;Hovedstaden;295;0;0;262982;298;0;0;0.11;0.00;0.00
2020-12-27;30-39;Midtjylland;194;0;0;160401;196;0;0;0.12;0.00;0.00
2020-12-27;30-39;Nordjylland;115;0;0;66534;115;0;0;0.17;0.00;0.00
2020-12-27;30-39;Sjælland;105;0;0;91029;106;0;0;0.12;0.00;0.00
2020-12-27;30-39;Syddanmark;22;0;0;137555;23;0;0;0.02;0.00;0.00
2020-12-27;40-49;Hovedstaden;337;0;0;247766;340;0;0;0.14;0.00;0.00
2020-12-27;40-49;Midtjylland;255;0;0;168261;257;0;0;0.15;0.00;0.00
2020-12-27;40-49;Nordjylland;135;0;0;70774;136;0;0;0.19;0.00;0.00
2020-12-27;40-49;Sjælland;188;0;0;110469;188;0;0;0.17;0.00;0.00
2020-12-27;40-49;Syddanmark;59;0;0;154798;59;0;0;0.04;0.00;0.00
2020-12-27;50-59;Hovedstaden;323;0;0;242747;324;0;0;0.13;0.00;0.00
2020-12-27;50-59;Midtjylland;304;0;0;178750;304;0;0;0.17;0.00;0.00
2020-12-27;50-59;Nordjylland;177;0;0;81799;177;0;0;0.22;0.00;0.00
2020-12-27;50-59;Sjælland;188;0;0;128498;189;0;0;0.15;0.00;0.00
2020-12-27;50-59;Syddanmark;75;0;0;175095;75;0;0;0.04;0.00;0.00
2020-12-27;60-69;Hovedstaden;226;0;0;181609;228;0;0;0.13;0.00;0.00
2020-12-27;60-69;Midtjylland;240;0;0;152289;240;0;0;0.16;0.00;0.00
2020-12-27;60-69;Nordjylland;125;0;0;73574;125;0;0;0.17;0.00;0.00
2020-12-27;60-69;Sjælland;146;0;0;108718;146;0;0;0.13;0.00;0.00
2020-12-27;60-69;Syddanmark;37;0;0;151819;37;0;0;0.02;0.00;0.00
2020-12-27;70-79;Hovedstaden;60;0;0;154215;62;0;0;0.04;0.00;0.00
2020-12-27;70-79;Midtjylland;179;0;0;124886;179;0;0;0.14;0.00;0.00
2020-12-27;70-79;Nordjylland;76;0;0;62484;76;0;0;0.12;0.00;0.00
2020-12-27;70-79;Sjælland;155;0;0;96323;155;0;0;0.16;0.00;0.00
2020-12-27;70-79;Syddanmark;65;0;0;127614;65;0;0;0.05;0.00;0.00
2020-12-27;80-89;Hovedstaden;67;0;0;60443;68;0;0;0.11;0.00;0.00
2020-12-27;80-89;Midtjylland;236;0;0;48315;236;0;0;0.49;0.00;0.00
2020-12-27;80-89;Nordjylland;101;0;0;24740;101;0;0;0.41;0.00;0.00
2020-12-27;80-89;Sjælland;221;0;0;35088;221;0;0;0.63;0.00;0.00
2020-12-27;80-89;Syddanmark;76;0;0;51857;76;0;0;0.15;0.00;0.00
2020-12-27;90+;Hovedstaden;43;0;0;9818;44;0;0;0.45;0.00;0.00
2020-12-27;90+;Midtjylland;100;0;0;7469;101;0;0;1.35;0.00;0.00
2020-12-27;90+;Nordjylland;61;0;0;3769;61;0;0;1.62;0.00;0.00
2020-12-27;90+;Sjælland;82;0;0;4924;82;0;0;1.67;0.00;0.00
2020-12-27;90+;Syddanmark;43;0;0;7977;43;0;0;0.54;0.00;0.00
2020-12-28;10-19;Hovedstaden;3;0;0;215482;5;0;0;0.00;0.00;0.00
2020-12-28;10-19;Syddanmark;3;0;0;153083;5;0;0;0.00;0.00;0.00
2020-12-28;20-29;Hovedstaden;52;0;0;292048;255;0;0;0.09;0.00;0.00
2020-12-28;20-29;Midtjylland;21;0;0;188957;189;0;0;0.10;0.00;0.00
2020-12-28;20-29;Nordjylland;10;0;0;77885;149;0;0;0.19;0.00;0.00
2020-12-28;20-29;Sjælland;54;0;0;80432;113;0;0;0.14;0.00;0.00
2020-12-28;20-29;Syddanmark;46;0;0;143854;64;0;0;0.04;0.00;0.00
2020-12-28;30-39;Hovedstaden;84;0;0;262982;382;0;0;0.15;0.00;0.00
2020-12-28;30-39;Midtjylland;38;0;0;160401;234;0;0;0.15;0.00;0.00
2020-12-28;30-39;Nordjylland;15;0;0;66534;130;0;0;0.20;0.00;0.00
2020-12-28;30-39;Sjælland;88;0;0;91029;194;0;0;0.21;0.00;0.00
2020-12-28;30-39;Syddanmark;66;0;0;137555;89;0;0;0.06;0.00;0.00
2020-12-28;40-49;Hovedstaden;89;0;0;247766;429;0;0;0.17;0.00;0.00
2020-12-28;40-49;Midtjylland;51;0;0;168261;308;0;0;0.18;0.00;0.00
2020-12-28;40-49;Nordjylland;16;0;0;70774;152;0;0;0.21;0.00;0.00
2020-12-28;40-49;Sjælland;160;0;0;110469;348;0;0;0.32;0.00;0.00
2020-12-28;40-49;Syddanmark;126;0;0;154798;185;0;0;0.12;0.00;0.00
2020-12-28;50-59;Hovedstaden;72;0;0;242747;396;0;0;0.16;0.00;0.00
2020-12-28;50-59;Midtjylland;53;0;0;178750;357;0;0;0.20;0.00;0.00
2020-12-28;50-59;Nordjylland;40;0;0;81799;217;0;0;0.27;0.00;0.00
2020-12-28;50-59;Sjælland;144;0;0;128498;333;0;0;0.26;0.00;0.00
2020-12-28;50-59;Syddanmark;132;0;0;175095;207;0;0;0.12;0.00;0.00
