Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.276.555;  63.845;   3.379;     558
Sjælland; 496.332;  16.343;   1.098;     161
Syddanmark; 712.015;  15.701;     719;      73
Midtjylland; 816.356;  23.504;   1.036;     145
Nordjylland; 416.823;   7.741;     384;      69
I alt i Danmark;3.718.081; 127.134;   6.616;   1.006
