sogn_code;sogn_name_full;pop_2020;n_tested;test_inc_cum;n_cases;inc_cum;n_cases_7days;inc_7days;n_tested_7days;tested_inc_7days;n_vaccines_started;n_vaccines_done;n_vaccines_started_7days;n_vaccines_done_7days;pct_vaccines_started;pct_vaccines_done;pct_vaccines_started_7days;pct_vaccines_done_7days
7391;Bjernede (Sorø Municipality);564;397;70390,07092198581;8;1418,439716312057;1;177,30496453900710;5;886,5248226950355;40;14;6;1;7,092198581560284;2,482269503546100;1,063829787234043;0,17730496453900710
7392;Blistrup (Gribskov Municipality);4584;3217;70178,88307155324;152;3315,881326352531;1;21,81500872600349;30;654,4502617801047;371;152;113;8;8,093368237347295;3,315881326352531;2,465095986038394;0,17452006980802792
7393;Vejby (Gribskov Municipality);2873;2017;70205,36025060911;129;4490,080055690915;0;0,00000000000000;25;870,1705534284720;278;121;83;19;9,676296554124608;4,211625478593804;2,888966237382527;0,66132962060563871
7394;Tibirke (Gribskov Municipality);1885;1263;67002,65251989391;65;3448,275862068966;0;0,00000000000000;17;901,8567639257294;173;55;58;1;9,177718832891246;2,917771883289125;3,076923076923077;0,05305039787798408
7395;Ramløse (Gribskov Municipality);3059;2195;71755,47564563583;130;4249,754821837202;0;0,00000000000000;24;784,5701209545604;242;115;58;7;7,911082052958483;3,759398496240602;1,896044458973521;0,22883295194508010
7396;Annisse (Gribskov Municipality);2329;1711;73465,00644053242;69;2962,644911979390;0;0,00000000000000;15;644,0532417346501;179;76;53;3;7,685702018033491;3,263203091455560;2,275654787462430;0,12881064834693001
7397;Frederiksværk (Halsnæs Municipality);0;0;0,00000000000;0;0,000000000000;0;0,00000000000000;0;0,0000000000000;0;0;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,00000000000000000
7398;Vinderød (Halsnæs Municipality);0;0;0,00000000000;0;0,000000000000;0;0,00000000000000;0;0,0000000000000;0;0;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,00000000000000000
7399;Kregme (Halsnæs Municipality);4417;3039;68802,35453928006;78;1765,904460040752;1;22,63980076975323;30;679,1940230925968;449;201;150;11;10,165270545619197;4,550599954720398;3,395970115462984;0,24903780846728549
7400;Ølsted (Halsnæs Municipality);3131;2111;67422,54870648355;104;3321,622484829128;0;0,00000000000000;20;638,7735547748324;254;110;73;6;8,112424145640370;3,513254551261578;2,331523474928138;0,19163206643244968
7401;Tjæreby (Hillerød Municipality);619;457;73828,75605815832;23;3715,670436187399;0;0,00000000000000;4;646,2035541195477;38;20;9;0;6,138933764135703;3,231017770597738;1,453957996768982;0,00000000000000000
7402;Alsønderup (Hillerød Municipality);2570;1951;75914,39688715953;89;3463,035019455253;6;233,46303501945525;31;1206,2256809338521;198;94;61;4;7,704280155642024;3,657587548638133;2,373540856031128;0,15564202334630350
7403;Skævinge (Hillerød Municipality);2888;2156;74653,73961218836;100;3462,603878116344;1;34,62603878116344;35;1211,9113573407203;244;116;77;11;8,448753462603879;4,016620498614958;2,666204986149584;0,38088642659279781
7404;Lille Lyngby (Hillerød Municipality);2083;1497;71867,49879980797;74;3552,568410945752;4;192,03072491598655;30;1440,2304368698992;154;63;59;1;7,393182909265482;3,024483917426788;2,832453192510802;0,04800768122899664
7405;Strø (Hillerød Municipality);604;434;71854,30463576160;6;993,377483443709;0;0,00000000000000;4;662,2516556291391;53;16;23;0;8,774834437086094;2,649006622516556;3,807947019867550;0,00000000000000000
7406;Gørløse (Hillerød Municipality);1597;1126;70507,20100187852;57;3569,192235441453;0;0,00000000000000;10;626,1740763932373;120;43;34;1;7,514088916718848;2,692548528490921;2,128991859737007;0,06261740763932373
7407;Melby (Halsnæs Municipality);4718;3365;71322,59431962697;108;2289,105553200508;2;42,39084357778720;42;890,2077151335312;445;177;136;11;9,431962696057651;3,751589656634167;2,882577363289530;0,23314963967782956
7408;Torup (Halsnæs Municipality);9573;6809;71127,12838190745;262;2736,864096939309;1;10,44604617152408;326;3405,4110519168494;865;320;286;30;9,035829938368328;3,342734774887705;2,987569205055887;0,31338138514572234
7409;Ølstykke (Egedal Municipality);15005;11941;79580,13995334889;816;5438,187270909697;28;186,60446517827393;230;1532,8223925358213;1144;427;423;21;7,624125291569476;2,845718093968677;2,819060313228924;0,13995334888370542
7410;Stenløse (Egedal Municipality);7961;6253;78545,40886823264;331;4157,769124481849;3;37,68370807687477;96;1205,8786584599925;648;219;222;12;8,139680944604949;2,750910689611858;2,788594397688732;0,15073483230749904
7411;Veksø (Egedal Municipality);1971;1571;79705,73313039067;97;4921,359715880263;1;50,73566717402333;17;862,5063419583967;141;58;57;1;7,153729071537290;2,942668696093353;2,891933028919330;0,05073566717402334
7412;Slagslunde (Egedal Municipality);1533;1191;77690,80234833660;55;3587,736464448793;3;195,69471624266143;38;2478,7997390737114;116;43;40;1;7,566862361382909;2,804957599478147;2,609262883235486;0,06523157208088715
7413;Ganløse (Egedal Municipality);3559;2747;77184,60241640909;120;3371,733633042990;4;112,39112110143299;51;1432,9867940432705;244;73;103;0;6,855858387187412;2,051137960101152;2,894071368361899;0,00000000000000000
7414;Farum (Furesø Municipality);20947;15563;74297,03537499404;915;4368,167279324009;16;76,38325297178594;185;883,1813624862749;1790;714;535;39;8,545376426218551;3,408602663865947;2,554065021244092;0,18618417911872823
7415;Hillerød (Hillerød Municipality);5684;4460;78465,86910626320;222;3905,700211118930;1;17,59324419422942;50;879,6622097114707;579;252;143;10;10,186488388458832;4,433497536945813;2,515833919774807;0,17593244194229415
7416;Nørre Herlev (Hillerød Municipality);2426;1917;79018,96125309152;65;2679,307502061006;0;0,00000000000000;28;1154,1632316570488;180;91;49;0;7,419620774938170;3,751030502885408;2,019785655399835;0,00000000000000000
7417;Præstevang (Hillerød Municipality);8236;6532;79310,34482758620;366;4443,904808159301;4;48,56726566294317;79;959,2034968431277;944;456;213;5;11,461874696454590;5,536668285575522;2,586206896551724;0,06070908207867897
7418;Frederikssund (Frederikssund Municipality);7046;5317;75461,25461254612;306;4342,889582741982;5;70,96224808401929;50;709,6224808401930;756;230;222;16;10,729491910303718;3,264263411864888;3,150723814930457;0,22707919386886177
7419;Oppe Sundby (Frederikssund Municipality);5702;4526;79375,65766397754;230;4033,672395650649;5;87,68853034023149;65;1139,9508944230095;559;261;150;12;9,803577692037882;4,577341283760084;2,630655910206945;0,21045247281655560
7420;Snostrup (Frederikssund Municipality);1034;803;77659,57446808511;37;3578,336557059961;0;0,00000000000000;8;773,6943907156673;77;28;27;3;7,446808510638298;2,707930367504836;2,611218568665377;0,29013539651837528
7421;Slangerup (Frederikssund Municipality);7262;5453;75089,50702285871;238;3277,334067749931;5;68,85155604516662;70;963,9217846323328;618;268;185;11;8,510052327182596;3,690443404020931;2,547507573671165;0,15147342329936656
7422;Uvelse (Hillerød Municipality, Frederikssund Municipality);1402;1028;73323,82310984308;52;3708,987161198289;1;71,32667617689016;10;713,2667617689016;91;39;28;1;6,490727532097004;2,781740370898716;1,997146932952924;0,07132667617689016
7423;Græse (Frederikssund Municipality);2602;1945;74750,19215987701;91;3497,309761721752;0;0,00000000000000;25;960,7993850883935;205;74;66;3;7,878554957724828;2,843966179861645;2,536510376633359;0,11529592621060722
7424;Sigerslevvester (Frederikssund Municipality);318;225;70754,71698113206;18;5660,377358490567;0;0,00000000000000;6;1886,7924528301885;25;12;8;2;7,861635220125786;3,773584905660377;2,515723270440252;0,62893081761006298
7425;Lynge (Allerød Municipality);2784;2132;76580,45977011493;87;3125,000000000000;1;35,91954022988506;21;754,3103448275863;253;105;92;10;9,087643678160919;3,771551724137931;3,304597701149425;0,35919540229885055
7426;Uggeløse (Allerød Municipality);2555;1885;73776,90802348337;100;3913,894324853229;0;0,00000000000000;17;665,3620352250489;211;66;79;6;8,258317025440313;2,583170254403131;3,091976516634051;0,23483365949119372
7427;Jørlunde (Egedal Municipality, Frederikssund Municipality);2503;1915;76508,19017179385;104;4155,013983220136;0;0,00000000000000;28;1118,6576108669597;188;64;66;4;7,510986815821015;2,556931681981622;2,636835797043548;0,15980823012385137
7428;Esbønderup (Gribskov Municipality);2047;1534;74938,93502686860;76;3712,750366389839;1;48,85197850512946;10;488,5197850512945;141;61;44;6;6,888128969223254;2,979970688812897;2,149487054225696;0,29311187103077674
7429;Nødebo (Hillerød Municipality);2078;1636;78729,54764196342;58;2791,145332050048;4;192,49278152069297;29;1395,5726660250241;174;73;53;2;8,373435996150144;3,512993262752647;2,550529355149182;0,09624639076034650
7430;Søborg (Gribskov Municipality);1532;1034;67493,47258485640;42;2741,514360313316;0;0,00000000000000;5;326,3707571801567;136;31;54;1;8,877284595300260;2,023498694516972;3,524804177545692;0,06527415143603134
7431;Gilleleje (Gribskov Municipality);6691;4929;73666,11866686594;222;3317,889702585563;2;29,89089822149155;44;657,5997608728143;774;365;177;25;11,567777611717233;5,455088925422209;2,645344492602003;0,37363622776864447
7432;Græsted (Gribskov Municipality);5068;3856;76085,24072612470;170;3354,380426203631;1;19,73164956590371;24;473,5595895816891;453;203;122;13;8,938437253354381;4,005524861878453;2,407261247040253;0,25651144435674822
7433;Mårum (Gribskov Municipality);1033;713;69022,26524685381;28;2710,551790900290;0;0,00000000000000;7;677,6379477250725;74;29;25;3;7,163601161665054;2,807357212003872;2,420135527589545;0,29041626331074544
7434;Helsinge (Gribskov Municipality);8184;5913;72250,73313782991;350;4276,637341153470;4;48,87585532746823;72;879,7653958944283;798;323;206;14;9,750733137829911;3,946725317693060;2,517106549364614;0,17106549364613879
7435;Valby (Gribskov Municipality);589;401;68081,49405772495;10;1697,792869269949;0;0,00000000000000;1;169,7792869269949;43;26;11;1;7,300509337860780;4,414261460101867;1,867572156196944;0,16977928692699490
7436;Frederiksborg Slotssogn (Hillerød Municipality);7925;6066;76542,58675078864;357;4504,731861198738;4;50,47318611987382;62;782,3343848580442;844;338;202;8;10,649842271293375;4,264984227129338;2,548895899053628;0,10094637223974764
7437;Sankt Olai (Helsingør Municipality);9708;7347;75679,85166872683;392;4037,906880922950;2;20,60156571899464;51;525,3399258343635;718;263;230;7;7,395962093119077;2,709105892047796;2,369180057684384;0,07210548001648125
7438;Sankt Mariæ (Helsingør Municipality);4630;3646;78747,30021598272;223;4816,414686825054;0;0,00000000000000;34;734,3412526997840;676;317;160;22;14,600431965442764;6,846652267818574;3,455723542116631;0,47516198704103674
7439;Vestervang (Helsingør Municipality);11159;8438;75616,09463213550;550;4928,757057083968;12;107,53651760910476;101;905,0990232099650;1035;422;305;20;9,275024643785287;3,781700869253517;2,733219822564746;0,17922752934850794
7440;Tikøb (Helsingør Municipality);2955;2065;69881,55668358714;100;3384,094754653130;3;101,52284263959392;29;981,3874788494078;227;83;76;3;7,681895093062606;2,808798646362098;2,571912013536379;0,10152284263959391
7441;Hornbæk (Helsingør Municipality);5291;3831;72405,97240597241;237;4479,304479304479;2;37,80003780003780;33;623,7006237006237;514;219;144;10;9,714609714609715;4,139104139104139;2,721602721602722;0,18900018900018900
7442;Hellebæk (Helsingør Municipality);5896;4566;77442,33378561737;227;3850,067842605156;5;84,80325644504750;44;746,2686567164179;613;254;181;10;10,396879240162821;4,308005427408412;3,069877883310719;0,16960651289009498
7443;Egebæksvang (Helsingør Municipality);4716;3766;79855,81000848177;239;5067,854113655641;3;63,61323155216285;36;763,3587786259542;404;181;116;4;8,566581849024598;3,837998303647159;2,459711620016964;0,08481764206955046
7444;Asminderød (Fredensborg Municipality);9903;7584;76582,85368070283;408;4119,963647379582;5;50,48975058063213;89;898,7175603352518;1049;448;294;26;10,592749671816621;4,523881652024639;2,968797334141169;0,26254670301928712
7445;Grønholt (Fredensborg Municipality);1181;894;75698,56054191363;50;4233,700254022016;0;0,00000000000000;8;677,3920406435224;96;37;36;1;8,128704487722269;3,132938187976291;3,048264182895851;0,08467400508044030
7446;Humlebæk (Fredensborg Municipality);9935;7550;75993,96074484148;431;4338,198288877705;6;60,39255158530448;64;644,1872169099145;852;393;228;41;8,575742325113236;3,955712128837443;2,294916960241570;0,41268243583291392
7447;Birkerød (Rudersdal Municipality);0;0;0,00000000000;0;0,000000000000;0;0,00000000000000;0;0,0000000000000;0;0;0;0;0,000000000000000;0,000000000000000;0,000000000000000;0,00000000000000000
7448;Bistrup (Rudersdal Municipality);8906;6870;77139,00741073434;350;3929,934875364922;5;56,14192679092747;49;550,1908825510891;775;313;201;12;8,701998652593756;3,514484617112059;2,256905456995284;0,13474062429822592
7449;Blovstrød (Allerød Municipality, Fredensborg Municipality, Hørsholm Municipality);3698;2862;77393,18550567875;95;2568,956192536506;0;0,00000000000000;28;757,1660356949702;289;87;98;1;7,815035154137371;2,352623039480800;2,650081124932396;0,02704164413196323
7450;Lillerød (Allerød Municipality);10545;8332;79013,75059269796;358;3394,973921289711;6;56,89900426742533;65;616,4058795637743;1073;393;337;13;10,175438596491228;3,726884779516358;3,195827406353722;0,12328117591275486
7451;Hørsholm (Hørsholm Municipality);12312;9156;74366,47173489280;443;3598,115659519168;8;64,97725795971409;96;779,7270955165692;1238;450;353;16;10,055230669265756;3,654970760233918;2,867121507472385;0,12995451591942819
7452;Karlebo (Fredensborg Municipality);19741;14519;73547,43933944582;836;4234,841193455245;59;298,87037130844436;256;1296,7934755078263;1559;682;444;33;7,897269641862115;3,454738868345068;2,249126184083886;0,16716478395218073
7453;Gerlev (Frederikssund Municipality);1964;1373;69908,35030549899;44;2240,325865580448;0;0,00000000000000;16;814,6639511201629;159;55;54;5;8,095723014256619;2,800407331975560;2,749490835030550;0,25458248472505091
7454;Draaby (Frederikssund Municipality);4824;3470;71932,00663349917;118;2446,102819237148;2;41,45936981757878;37;766,9983416252073;493;167;157;16;10,219734660033168;3,461857379767828;3,254560530679933;0,33167495854063017
7455;Skibby (Frederikssund Municipality);3422;2447;71507,89012273525;85;2483,927527761543;4;116,89070718877848;26;759,7895967270601;323;129;77;15;9,438924605493863;3,769725306838106;2,250146113383986;0,43834015195791931
7456;Ferslev (Frederikssund Municipality);1067;752;70477,97563261481;26;2436,738519212746;0;0,00000000000000;9;843,4864104967198;82;36;18;6;7,685098406747890;3,373945641986879;1,686972820993440;0,56232427366447990
7457;Vellerup (Frederikssund Municipality);416;299;71875,00000000000;9;2163,461538461539;0;0,00000000000000;2;480,7692307692308;37;14;10;2;8,894230769230770;3,365384615384615;2,403846153846154;0,48076923076923078
7458;Skuldelev (Frederikssund Municipality);1273;839;65907,30557737628;25;1963,864886095836;0;0,00000000000000;13;1021,2097407698351;117;43;30;4;9,190887666928516;3,377847604084839;2,356637863315004;0,31421838177533390
7459;Selsø (Frederikssund Municipality);694;467;67291,06628242075;9;1296,829971181556;0;0,00000000000000;10;1440,9221902017291;72;27;19;6;10,374639769452450;3,890489913544669;2,737752161383285;0,86455331412103753
7460;Kyndby (Frederikssund Municipality);760;542;71315,78947368421;22;2894,736842105263;0;0,00000000000000;10;1315,7894736842104;58;17;26;0;7,631578947368421;2,236842105263158;3,421052631578948;0,00000000000000000
7461;Krogstrup (Frederikssund Municipality);1022;719;70352,25048923679;21;2054,794520547945;0;0,00000000000000;11;1076,3209393346378;75;31;25;3;7,338551859099804;3,033268101761252;2,446183953033268;0,29354207436399216
7462;Næsby (Næstved Municipality);356;244;68539,32584269663;15;4213,483146067416;1;280,89887640449439;10;2808,9887640449438;24;8;8;0;6,741573033707865;2,247191011235955;2,247191011235955;0,00000000000000000
7463;Tyvelse (Næstved Municipality);305;196;64262,29508196721;14;4590,163934426229;2;655,73770491803282;3;983,6065573770493;16;5;2;0;5,245901639344262;1,639344262295082;0,655737704918033;0,00000000000000000
7464;Sandby (Næstved Municipality);483;331;68530,02070393374;10;2070,393374741201;0;0,00000000000000;2;414,0786749482402;24;10;5;0;4,968944099378882;2,070393374741201;1,035196687370600;0,00000000000000000
7465;Vrangstrup (Næstved Municipality);95;70;73684,21052631579;5;5263,157894736842;0;0,00000000000000;1;1052,6315789473683;4;3;0;0;4,210526315789473;3,157894736842105;0,000000000000000;0,00000000000000000
7466;Præstø (Vordingborg Municipality);1795;1169;65125,34818941505;49;2729,805013927577;0;0,00000000000000;9;501,3927576601671;150;47;33;11;8,356545961002785;2,618384401114206;1,838440111420613;0,61281337047353757
7467;Ullerød (Hillerød Municipality);7202;5648;78422,66037211886;337;4679,255762288253;7;97,19522354901416;59;819,2168841988337;708;353;194;24;9,830602610386004;4,901416273257428;2,693696195501250;0,33324076645376283
7468;Skibinge (Vordingborg Municipality);2903;1892;65173,95797450913;59;2032,380296245264;2;68,89424733034792;31;1067,8608336203927;298;115;70;27;10,265242852221840;3,961419221495005;2,411298656562177;0,93007233895969676
7469;Vordingborg (Vordingborg Municipality);12704;9255;72851,07052896725;417;3282,430730478589;4;31,48614609571788;82;645,4659949622167;1166;419;235;55;9,178211586901764;3,298173803526448;1,849811083123426;0,43293450881612094
7470;Kastrup (Vordingborg Municipality);2857;2008;70283,51417570878;77;2695,134756737837;1;35,00175008750438;23;805,0402520126006;165;45;38;5;5,775288764438222;1,575078753937697;1,330066503325166;0,17500875043752187
7471;Jungshoved (Vordingborg Municipality);806;469;58188,58560794045;9;1116,625310173697;0;0,00000000000000;3;372,2084367245657;53;16;13;5;6,575682382133994;1,985111662531017;1,612903225806452;0,62034739454094301
7472;Everdrup (Næstved Municipality);1019;731;71736,99705593719;37;3631,010794896958;0;0,00000000000000;8;785,0834151128557;58;21;19;3;5,691854759568204;2,060843964671246;1,864573110893033;0,29440628066732089
7473;Snesere (Næstved Municipality);2696;1834;68026,70623145401;59;2188,427299703264;1;37,09198813056380;25;927,2997032640949;160;51;43;11;5,934718100890208;1,891691394658754;1,594955489614243;0,40801186943620182
7474;Bårse (Vordingborg Municipality);767;483;62972,62059973925;10;1303,780964797914;0;0,00000000000000;4;521,5123859191656;73;40;8;4;9,517601043024772;5,215123859191656;1,043024771838331;0,52151238591916560
7475;Beldringe (Vordingborg Municipality);412;253;61407,76699029126;6;1456,310679611651;0;0,00000000000000;5;1213,5922330097087;23;7;5;1;5,582524271844661;1,699029126213592;1,213592233009709;0,24271844660194172
7476;Allerslev (Vordingborg Municipality);726;446;61432,50688705234;20;2754,820936639118;0;0,00000000000000;1;137,7410468319559;42;10;13;3;5,785123966942149;1,377410468319559;1,790633608815427;0,41322314049586778
7477;Udby (Vordingborg Municipality);314;197;62738,85350318471;11;3503,184713375796;0;0,00000000000000;1;318,4713375796179;15;5;4;1;4,777070063694268;1,592356687898089;1,273885350318471;0,31847133757961787
7478;Ørslev (Vordingborg Municipality);2110;1510;71563,98104265402;63;2985,781990521327;1;47,39336492890995;24;1137,4407582938388;167;34;53;10;7,914691943127962;1,611374407582938;2,511848341232227;0,47393364928909953
7479;Øster Egesborg (Vordingborg Municipality);629;430;68362,48012718601;9;1430,842607313196;0;0,00000000000000;1;158,9825119236884;36;8;9;1;5,723370429252783;1,271860095389507;1,430842607313196;0,15898251192368840
7480;Mern (Vordingborg Municipality);1521;977;64234,05654174885;18;1183,431952662722;0;0,00000000000000;5;328,7310979618672;133;51;30;5;8,744247205785667;3,353057199211045;1,972386587771203;0,32873109796186722
7481;Kalvehave (Vordingborg Municipality);2007;1302;64872,94469357250;33;1644,245142002990;1;49,82561036372695;18;896,8609865470852;182;46;46;9;9,068261086198307;2,291978076731440;2,291978076731440;0,44843049327354262
7483;Stege (Vordingborg Municipality);4846;3239;66838,62979777135;84;1733,388361535287;1;20,63557573256294;27;557,1605447791993;465;174;85;39;9,595542715641766;3,590590177465951;1,754023937267850;0,80478745356995451
7485;Nyord (Vordingborg Municipality);34;24;70588,23529411765;0;0,000000000000;0;0,00000000000000;0;0,0000000000000;2;0;2;0;5,882352941176470;0,000000000000000;5,882352941176470;0,00000000000000000
7486;Keldby (Vordingborg Municipality);530;321;60566,03773584905;5;943,396226415094;0;0,00000000000000;3;566,0377358490566;26;6;10;1;4,905660377358491;1,132075471698113;1,886792452830189;0,18867924528301888
7487;Elmelunde (Vordingborg Municipality);441;241;54648,52607709750;13;2947,845804988662;0;0,00000000000000;2;453,5147392290249;25;7;2;4;5,668934240362812;1,587301587301587;0,453514739229025;0,90702947845804993
7488;Borre (Vordingborg Municipality);521;327;62763,91554702495;13;2495,201535508637;0;0,00000000000000;5;959,6928982725527;38;12;6;4;7,293666026871401;2,303262955854127;1,151631477927063;0,76775431861804222
7489;Magleby (Vordingborg Municipality);573;351;61256,54450261781;6;1047,120418848168;0;0,00000000000000;5;872,6003490401396;73;38;8;5;12,739965095986038;6,631762652705062;1,396160558464223;0,87260034904013961
7490;Damsholte (Vordingborg Municipality);892;590;66143,49775784754;19;2130,044843049327;0;0,00000000000000;7;784,7533632286995;55;11;14;1;6,165919282511211;1,233183856502242;1,569506726457399;0,11210762331838565
7491;Fanefjord (Vordingborg Municipality);1432;952;66480,44692737430;30;2094,972067039106;2;139,66480446927375;18;1256,9832402234638;118;46;19;5;8,240223463687151;3,212290502793296;1,326815642458101;0,34916201117318435
7492;Lellinge (Køge Municipality);965;694;71917,09844559585;60;6217,616580310881;0;0,00000000000000;9;932,6424870466320;68;27;10;4;7,046632124352331;2,797927461139897;1,036269430051814;0,41450777202072536
7493;Lille Heddinge (Stevns Municipality);1112;720;64748,20143884892;29;2607,913669064748;1;89,92805755395683;10;899,2805755395683;107;26;24;1;9,622302158273381;2,338129496402878;2,158273381294964;0,08992805755395684
7494;Havnelev (Stevns Municipality);1416;1009;71257,06214689265;53;3742,937853107345;0;0,00000000000000;12;847,4576271186440;139;52;36;4;9,816384180790960;3,672316384180791;2,542372881355933;0,28248587570621470
7495;Magleby Stevns (Stevns Municipality);1267;896;70718,23204419888;38;2999,210734017364;1;78,92659826361484;11;868,1925808997632;88;23;20;3;6,945540647198106;1,815311760063141;1,578531965272297;0,23677979479084454
7496;Holtug (Stevns Municipality);594;410;69023,56902356903;31;5218,855218855218;0;0,00000000000000;6;1010,1010101010102;34;9;9;0;5,723905723905724;1,515151515151515;1,515151515151515;0,00000000000000000
7497;Strøby (Stevns Municipality);5759;4055;70411,52977947560;185;3212,363257509984;1;17,36412571627018;40;694,5650286508074;474;155;102;10;8,230595589512069;2,691439486021879;1,771140823059559;0,17364125716270187
7498;Varpelev (Stevns Municipality);254;160;62992,12598425196;3;1181,102362204724;0;0,00000000000000;1;393,7007874015748;15;2;3;1;5,905511811023622;0,787401574803150;1,181102362204724;0,39370078740157477
7499;Toksværd (Næstved Municipality);1640;1125;68597,56097560975;54;3292,682926829269;1;60,97560975609756;13;792,6829268292684;98;37;22;5;5,975609756097561;2,256097560975610;1,341463414634146;0,30487804878048780
7500;Rønnebæk (Næstved Municipality);2421;1750;72284,18009087154;80;3304,419661296984;5;206,52622883106153;36;1486,9888475836431;215;73;50;9;8,880627839735647;3,015282940933499;2,065262288310615;0,37174721189591076
7501;Holme Olstrup (Næstved Municipality);1453;1061;73021,33516861666;66;4542,326221610461;1;68,82312456985547;9;619,4081211286992;116;34;34;0;7,983482450103235;2,339986235375086;2,339986235375086;0,00000000000000000
7502;Næstelsø (Næstved Municipality);622;447;71864,95176848875;16;2572,347266881029;1;160,77170418006432;13;2090,0321543408359;38;13;7;3;6,109324758842444;2,090032154340836;1,125401929260450;0,48231511254019299
7503;Mogenstrup (Næstved Municipality);1978;1463;73963,59959555106;52;2628,918099089990;0;0,00000000000000;7;353,8928210313448;191;72;41;6;9,656218402426694;3,640040444893832;2,072800808897877;0,30333670374115268
7504;Vejlø (Næstved Municipality);2201;1548;70331,66742389822;76;3452,975920036347;1;45,43389368468878;18;817,8100863243981;187;60;34;1;8,496138119036802;2,726033621081327;1,544752385279418;0,04543389368468877
7505;Vester Egesborg (Næstved Municipality);323;243;75232,19814241487;20;6191,950464396285;0;0,00000000000000;3;928,7925696594427;21;6;6;0;6,501547987616100;1,857585139318885;1,857585139318885;0,00000000000000000
7506;Hammer (Næstved Municipality);1465;1067;72832,76450511946;48;3276,450511945392;0;0,00000000000000;14;955,6313993174060;92;30;18;1;6,279863481228669;2,047781569965870;1,228668941979522;0,06825938566552901
7507;Lundby (Vordingborg Municipality);1055;722;68436,01895734596;27;2559,241706161138;0;0,00000000000000;6;568,7203791469194;61;22;15;6;5,781990521327014;2,085308056872038;1,421800947867299;0,56872037914691942
7508;Køng (Vordingborg Municipality);1278;793;62050,07824726134;29;2269,170579029734;0;0,00000000000000;11;860,7198748043818;78;25;16;3;6,103286384976526;1,956181533646322;1,251956181533646;0,23474178403755869
7509;Sværdborg (Vordingborg Municipality);1020;688;67450,98039215687;24;2352,941176470588;0;0,00000000000000;7;686,2745098039215;57;7;24;1;5,588235294117648;0,686274509803922;2,352941176470588;0,09803921568627451
7510;Sankt Peders (Næstved Municipality);9792;7067;72171,16013071896;319;3257,761437908497;0;0,00000000000000;67;684,2320261437909;871;415;127;47;8,895016339869281;4,238153594771242;1,296977124183007;0,47998366013071897
7511;Sankt Mortens (Næstved Municipality);8594;6339;73760,76332324879;298;3467,535489876658;5;58,18012566907144;61;709,7975331626716;830;310;172;16;9,657900861065860;3,607167791482429;2,001396323016058;0,18617640214102862
7512;Vester Egede (Faxe Municipality);666;464;69669,66966966966;19;2852,852852852853;0;0,00000000000000;7;1051,0510510510512;38;5;5;0;5,705705705705705;0,750750750750751;0,750750750750751;0,00000000000000000
7513;Aversi (Næstved Municipality);176;127;72159,09090909091;2;1136,363636363636;0;0,00000000000000;0;0,0000000000000;11;2;4;0;6,250000000000000;1,136363636363636;2,272727272727273;0,00000000000000000
7514;Tybjerg (Næstved Municipality);832;553;66466,34615384616;14;1682,692307692308;0;0,00000000000000;11;1322,1153846153845;46;18;7;3;5,528846153846153;2,163461538461538;0,841346153846154;0,36057692307692307
7515;Herlufmagle (Næstved Municipality);3332;2375;71278,51140456182;154;4621,848739495798;2;60,02400960384153;20;600,2400960384153;265;90;80;10;7,953181272509004;2,701080432172869;2,400960384153662;0,30012004801920772
7516;Fensmark (Næstved Municipality);5133;3836;74732,12546269238;145;2824,858757062147;1;19,48178453146308;28;545,4899668809663;473;164;124;8;9,214884083382039;3,195012663159945;2,415741281901422;0,15585427625170464
7517;Rislev (Næstved Municipality);405;305;75308,64197530864;14;3456,790123456790;1;246,91358024691357;7;1728,3950617283949;33;12;10;1;8,148148148148149;2,962962962962963;2,469135802469136;0,24691358024691357
7518;Skelby (Næstved Municipality);667;480;71964,01799100450;31;4647,676161919040;0;0,00000000000000;4;599,7001499250374;48;14;12;1;7,196401799100450;2,098950524737631;1,799100449775112;0,14992503748125938
7519;Glumsø (Næstved Municipality);2484;1722;69323,67149758454;66;2657,004830917874;1;40,25764895330113;14;563,6070853462157;230;72;52;11;9,259259259259260;2,898550724637681;2,093397745571659;0,44283413848631237
7520;Bavelse (Næstved Municipality);150;109;72666,66666666667;5;3333,333333333333;0;0,00000000000000;2;1333,3333333333335;6;1;2;0;4,000000000000000;0,666666666666667;1,333333333333333;0,00000000000000000
7521;Bogø (Vordingborg Municipality);1190;784;65882,35294117648;14;1176,470588235294;0;0,00000000000000;12;1008,4033613445379;108;31;20;5;9,075630252100840;2,605042016806723;1,680672268907563;0,42016806722689076
7522;Faxe (Faxe Municipality);4910;3341;68044,80651731160;107;2179,226069246436;1;20,36659877800408;45;916,4969450101833;408;166;88;3;8,309572301425662;3,380855397148677;1,792260692464358;0,06109979633401223
7523;Hylleholt (Faxe Municipality);3204;2220;69288,38951310862;60;1872,659176029963;0;0,00000000000000;35;1092,3845193508116;311;105;58;2;9,706616729088639;3,277153558052434;1,810237203495630;0,06242197253433208
7524;Spjellerup (Faxe Municipality);393;234;59541,98473282443;8;2035,623409669211;0;0,00000000000000;3;763,3587786259542;21;1;7;0;5,343511450381679;0,254452926208651;1,781170483460560;0,00000000000000000
