"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17557;9375
Hovedstaden;0-9;M;18653;10018
Hovedstaden;10-19;K;80428;73783
Hovedstaden;10-19;M;82944;75822
Hovedstaden;20-29;K;121976;118912
Hovedstaden;20-29;M;115455;111943
Hovedstaden;30-39;K;110574;107907
Hovedstaden;30-39;M;108034;105466
Hovedstaden;40-49;K;112635;111306
Hovedstaden;40-49;M;109427;108149
Hovedstaden;50-59;K;113240;112525
Hovedstaden;50-59;M;112419;111622
Hovedstaden;60-69;K;89031;88697
Hovedstaden;60-69;M;84418;84030
Hovedstaden;70-79;K;82268;82039
Hovedstaden;70-79;M;68403;68245
Hovedstaden;80-89;K;36105;35974
Hovedstaden;80-89;M;23673;23595
Hovedstaden;90+;K;7407;7351
Hovedstaden;90+;M;2593;2583
Midtjylland;0-9;K;15714;8785
Midtjylland;0-9;M;16782;9371
Midtjylland;10-19;K;69262;65167
Midtjylland;10-19;M;71257;66936
Midtjylland;20-29;K;79649;77920
Midtjylland;20-29;M;81375;79243
Midtjylland;30-39;K;68097;66721
Midtjylland;30-39;M;68947;67590
Midtjylland;40-49;K;77780;77219
Midtjylland;40-49;M;76861;76260
Midtjylland;50-59;K;84498;84137
Midtjylland;50-59;M;84946;84581
Midtjylland;60-69;K;74445;74252
Midtjylland;60-69;M;72933;72746
Midtjylland;70-79;K;63878;63791
Midtjylland;70-79;M;59094;59012
Midtjylland;80-89;K;27553;27478
Midtjylland;80-89;M;20768;20725
Midtjylland;90+;K;5370;5348
Midtjylland;90+;M;2305;2295
Nordjylland;0-9;K;6335;3583
Nordjylland;0-9;M;6638;3767
Nordjylland;10-19;K;28683;26868
Nordjylland;10-19;M;30107;28139
Nordjylland;20-29;K;31430;30602
Nordjylland;20-29;M;35241;34146
Nordjylland;30-39;K;27836;27198
Nordjylland;30-39;M;28796;28051
Nordjylland;40-49;K;32435;32166
Nordjylland;40-49;M;32592;32269
Nordjylland;50-59;K;38468;38270
Nordjylland;50-59;M;38902;38703
Nordjylland;60-69;K;35835;35720
Nordjylland;60-69;M;35331;35218
Nordjylland;70-79;K;31680;31617
Nordjylland;70-79;M;29777;29722
Nordjylland;80-89;K;13984;13945
Nordjylland;80-89;M;10652;10625
Nordjylland;90+;K;2705;2693
Nordjylland;90+;M;1203;1196
Sjælland;0-9;K;7688;4299
Sjælland;0-9;M;8330;4662
Sjælland;10-19;K;40583;37891
Sjælland;10-19;M;43035;40144
Sjælland;20-29;K;30144;29228
Sjælland;20-29;M;32947;31836
Sjælland;30-39;K;37243;36285
Sjælland;30-39;M;36045;35131
Sjælland;40-49;K;50582;50109
Sjælland;40-49;M;48434;47947
Sjælland;50-59;K;59994;59670
Sjælland;50-59;M;60182;59882
Sjælland;60-69;K;52854;52674
Sjælland;60-69;M;51398;51213
Sjælland;70-79;K;49404;49293
Sjælland;70-79;M;44898;44808
Sjælland;80-89;K;19875;19809
Sjælland;80-89;M;14921;14893
Sjælland;90+;K;3529;3508
Sjælland;90+;M;1461;1452
Syddanmark;0-9;K;13033;7588
Syddanmark;0-9;M;14005;8239
Syddanmark;10-19;K;61677;57971
Syddanmark;10-19;M;63693;59775
Syddanmark;20-29;K;57014;55427
Syddanmark;20-29;M;61364;59434
Syddanmark;30-39;K;57312;55976
Syddanmark;30-39;M;57404;56029
Syddanmark;40-49;K;71178;70541
Syddanmark;40-49;M;69550;68826
Syddanmark;50-59;K;81988;81591
Syddanmark;50-59;M;82804;82379
Syddanmark;60-69;K;73597;73397
Syddanmark;60-69;M;72745;72510
Syddanmark;70-79;K;65247;65129
Syddanmark;70-79;M;60115;59981
Syddanmark;80-89;K;29629;29558
Syddanmark;80-89;M;22041;21976
Syddanmark;90+;K;5775;5727
Syddanmark;90+;M;2387;2378
