"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Bornholm;33974;33103;25571;85.7;83.5;64.5;39641
Middelfart;33875;33016;24611;85.5;83.3;62.1;39628
Assens;34922;33869;24729;85.3;82.7;60.4;40938
Faaborg-Midtfyn;44149;42781;31289;85.2;82.5;60.4;51826
Kerteminde;20485;19890;14579;85.3;82.8;60.7;24025
Nyborg;27503;26650;19340;85.6;83.0;60.2;32126
Odense;171946;166588;111337;83.5;80.9;54.0;206018
Svendborg;50477;49178;35756;85.3;83.1;60.4;59173
Nordfyn;24928;24131;17205;83.9;81.2;57.9;29728
Langeland;10541;10310;8035;85.8;83.9;65.4;12290
Ærø;5281;5130;4070;87.6;85.1;67.5;6026
Haderslev;45538;44378;30943;82.3;80.2;55.9;55320
Billund;22164;21624;15399;83.1;81.1;57.7;26669
Sønderborg;61555;59747;43059;83.5;81.0;58.4;73730
Tønder;29887;29075;20590;81.1;78.9;55.9;36831
Esbjerg;95599;93158;64425;82.8;80.7;55.8;115472
Fanø;2965;2902;2257;86.5;84.6;65.8;3429
Varde;41140;40064;28826;82.9;80.7;58.1;49655
Vejen;34932;33962;23767;82.0;79.7;55.8;42597
Aabenraa;47193;45998;32870;80.4;78.4;56.0;58667
Fredericia;42949;41864;30192;83.2;81.1;58.5;51602
Horsens;76746;74528;51547;81.2;78.8;54.5;94529
Kolding;76834;74900;50868;82.1;80.1;54.4;93546
Vejle;97695;95217;64927;82.0;80.0;54.5;119090
Herning;74492;72578;50044;83.5;81.3;56.1;89222
Holstebro;49323;48006;33374;84.3;82.0;57.0;58532
Lemvig;16571;16186;12167;85.4;83.4;62.7;19413
Struer;17833;17403;12638;85.7;83.7;60.8;20797
Syddjurs;36851;35781;26528;84.5;82.1;60.8;43606
Norddjurs;31247;30448;22564;84.6;82.5;61.1;36926
Favrskov;41384;39977;28197;84.6;81.7;57.7;48908
Odder;19925;19234;14634;85.5;82.6;62.8;23297
Randers;82462;80116;56265;83.3;80.9;56.8;98995
Silkeborg;80776;78427;55331;82.9;80.5;56.8;97392
Samsø;3248;3204;2589;87.5;86.3;69.7;3712
Skanderborg;53855;51910;37409;83.7;80.7;58.1;64338
Århus;295460;286644;194757;83.2;80.7;54.8;355326
Ikast-Brande;34269;33416;22954;81.9;79.8;54.8;41862
Ringkøbing-Skjern;46845;45644;32703;83.4;81.2;58.2;56200
Hedensted;39527;38553;27801;83.9;81.9;59.0;47084
Morsø;17021;16475;12012;84.9;82.2;59.9;20047
Skive;38809;37842;27392;86.1;83.9;60.7;45090
Thisted;36275;35184;25537;84.2;81.7;59.3;43083
Viborg;81891;79680;55670;84.6;82.3;57.5;96838
Brønderslev;30447;29535;20648;84.1;81.6;57.0;36210
Frederikshavn;50091;48961;36359;85.1;83.2;61.8;58866
Vesthimmerland;30010;29115;21174;82.6;80.2;58.3;36320
Læsø;1529;1501;1272;86.3;84.7;71.8;1772
Rebild;25459;24679;17366;83.0;80.5;56.6;30673
Mariagerfjord;35183;34070;24968;84.5;81.8;60.0;41646
Jammerbugt;32230;31290;22566;84.4;82.0;59.1;38166
Aalborg;186007;180647;122163;84.1;81.7;55.2;221125
Hjørring;54378;53041;37051;85.2;83.1;58.0;63838
