"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2464;1072
Hovedstaden;3-5;M;2659;1211
Hovedstaden;6-11;K;25093;14258
Hovedstaden;6-11;M;26352;15002
Hovedstaden;12-15;K;30685;28879
Hovedstaden;12-15;M;32495;30559
Hovedstaden;16-19;K;34463;33729
Hovedstaden;16-19;M;35211;34258
Hovedstaden;20-39;K;232116;226353
Hovedstaden;20-39;M;223048;216937
Hovedstaden;40-64;K;271667;269426
Hovedstaden;40-64;M;267058;264722
Hovedstaden;65-79;K;126691;126304
Hovedstaden;65-79;M;109430;109107
Hovedstaden;80+;K;48039;47848
Hovedstaden;80+;M;29766;29677
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2116;890
Midtjylland;3-5;M;2322;1002
Midtjylland;6-11;K;22807;14523
Midtjylland;6-11;M;24098;15398
Midtjylland;12-15;K;26225;25100
Midtjylland;12-15;M;27355;26178
Midtjylland;16-19;K;29581;29216
Midtjylland;16-19;M;30358;29858
Midtjylland;20-39;K;148113;145006
Midtjylland;20-39;M;150846;147341
Midtjylland;40-64;K;199097;198039
Midtjylland;40-64;M;197827;196746
Midtjylland;65-79;K;101869;101706
Midtjylland;65-79;M;96426;96255
Midtjylland;80+;K;36436;36337
Midtjylland;80+;M;26035;25981
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;835;376
Nordjylland;3-5;M;890;390
Nordjylland;6-11;K;9165;5797
Nordjylland;6-11;M;9576;6060
Nordjylland;12-15;K;10930;10374
Nordjylland;12-15;M;11624;11072
Nordjylland;16-19;K;12318;12147
Nordjylland;16-19;M;12930;12681
Nordjylland;20-39;K;59358;57886
Nordjylland;20-39;M;64341;62486
Nordjylland;40-64;K;88518;87987
Nordjylland;40-64;M;88719;88128
Nordjylland;65-79;K;49788;49668
Nordjylland;65-79;M;47735;47629
Nordjylland;80+;K;18479;18427
Nordjylland;80+;M;13424;13390
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1023;454
Sjælland;3-5;M;1155;519
Sjælland;6-11;K;11486;6920
Sjælland;6-11;M;12223;7446
Sjælland;12-15;K;15693;15025
Sjælland;12-15;M;16688;15947
Sjælland;16-19;K;17886;17623
Sjælland;16-19;M;18998;18617
Sjælland;20-39;K;67272;65399
Sjælland;20-39;M;69363;67326
Sjælland;40-64;K;136309;135396
Sjælland;40-64;M;133752;132845
Sjælland;65-79;K;76139;75950
Sjælland;65-79;M;70768;70602
Sjælland;80+;K;26088;25999
Sjælland;80+;M;18704;18666
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1673;732
Syddanmark;3-5;M;1838;836
Syddanmark;6-11;K;19230;12485
Syddanmark;6-11;M;20379;13377
Syddanmark;12-15;K;23341;22313
Syddanmark;12-15;M;24587;23503
Syddanmark;16-19;K;26823;26402
Syddanmark;16-19;M;27380;26831
Syddanmark;20-39;K;114706;111776
Syddanmark;20-39;M;119450;116114
Syddanmark;40-64;K;189059;187910
Syddanmark;40-64;M;187884;186574
Syddanmark;65-79;K;102421;102211
Syddanmark;65-79;M;96896;96674
Syddanmark;80+;K;39195;39075
Syddanmark;80+;M;27694;27618
