"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2644;1181
Hovedstaden;3-5;M;2842;1313
Hovedstaden;6-11;K;25364;14450
Hovedstaden;6-11;M;26599;15188
Hovedstaden;12-15;K;34113;32429
Hovedstaden;12-15;M;36091;34253
Hovedstaden;16-19;K;35861;35098
Hovedstaden;16-19;M;36065;35086
Hovedstaden;20-39;K;232550;226819
Hovedstaden;20-39;M;223489;217409
Hovedstaden;40-64;K;272418;270187
Hovedstaden;40-64;M;267772;265464
Hovedstaden;65-79;K;124756;124380
Hovedstaden;65-79;M;106895;106582
Hovedstaden;80+;K;43512;43325
Hovedstaden;80+;M;26266;26178
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2257;961
Midtjylland;3-5;M;2476;1081
Midtjylland;6-11;K;23118;14805
Midtjylland;6-11;M;24411;15689
Midtjylland;12-15;K;29304;28263
Midtjylland;12-15;M;30463;29354
Midtjylland;16-19;K;30294;29922
Midtjylland;16-19;M;30688;30183
Midtjylland;20-39;K;147746;144641
Midtjylland;20-39;M;150322;146833
Midtjylland;40-64;K;200450;199407
Midtjylland;40-64;M;199451;198384
Midtjylland;65-79;K;100151;99992
Midtjylland;65-79;M;94383;94215
Midtjylland;80+;K;32923;32826
Midtjylland;80+;M;23073;23020
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;892;403
Nordjylland;3-5;M;947;426
Nordjylland;6-11;K;9286;5911
Nordjylland;6-11;M;9703;6172
Nordjylland;12-15;K;12201;11669
Nordjylland;12-15;M;12997;12472
Nordjylland;16-19;K;12639;12468
Nordjylland;16-19;M;13098;12836
Nordjylland;20-39;K;59266;57800
Nordjylland;20-39;M;64037;62197
Nordjylland;40-64;K;89342;88813
Nordjylland;40-64;M;89691;89104
Nordjylland;65-79;K;49076;48960
Nordjylland;65-79;M;46911;46808
Nordjylland;80+;K;16689;16638
Nordjylland;80+;M;11855;11821
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1105;495
Sjælland;3-5;M;1239;573
Sjælland;6-11;K;11595;7012
Sjælland;6-11;M;12376;7567
Sjælland;12-15;K;17682;17060
Sjælland;12-15;M;18629;17936
Sjælland;16-19;K;17889;17623
Sjælland;16-19;M;19121;18730
Sjælland;20-39;K;67387;65513
Sjælland;20-39;M;68992;66967
Sjælland;40-64;K;137785;136879
Sjælland;40-64;M;135298;134400
Sjælland;65-79;K;75049;74867
Sjælland;65-79;M;69614;69450
Sjælland;80+;K;23404;23317
Sjælland;80+;M;16382;16345
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1816;823
Syddanmark;3-5;M;1961;904
Syddanmark;6-11;K;19488;12725
Syddanmark;6-11;M;20738;13710
Syddanmark;12-15;K;26062;25088
Syddanmark;12-15;M;27220;26198
Syddanmark;16-19;K;27342;26922
Syddanmark;16-19;M;27779;27202
Syddanmark;20-39;K;114326;111403
Syddanmark;20-39;M;118768;115463
Syddanmark;40-64;K;190977;189824
Syddanmark;40-64;M;189990;188694
Syddanmark;65-79;K;101033;100834
Syddanmark;65-79;M;95224;95002
Syddanmark;80+;K;35404;35285
Syddanmark;80+;M;24428;24354
