"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17248;9181
Hovedstaden;0-9;M;18354;9837
Hovedstaden;10-19;K;75460;68757
Hovedstaden;10-19;M;78363;71193
Hovedstaden;20-29;K;121047;118002
Hovedstaden;20-29;M;114283;110778
Hovedstaden;30-39;K;111069;108351
Hovedstaden;30-39;M;108765;106159
Hovedstaden;40-49;K;110665;109342
Hovedstaden;40-49;M;107642;106352
Hovedstaden;50-59;K;113813;113084
Hovedstaden;50-59;M;112936;112121
Hovedstaden;60-69;K;90230;89896
Hovedstaden;60-69;M;85597;85203
Hovedstaden;70-79;K;83650;83408
Hovedstaden;70-79;M;70313;70153
Hovedstaden;80-89;K;38952;38820
Hovedstaden;80-89;M;26444;26367
Hovedstaden;90+;K;9087;9028
Hovedstaden;90+;M;3322;3310
Midtjylland;0-9;K;15382;8523
Midtjylland;0-9;M;16422;9104
Midtjylland;10-19;K;65349;61207
Midtjylland;10-19;M;67712;63332
Midtjylland;20-29;K;80319;78588
Midtjylland;20-29;M;81714;79586
Midtjylland;30-39;K;67794;66418
Midtjylland;30-39;M;69132;67755
Midtjylland;40-49;K;76283;75713
Midtjylland;40-49;M;75177;74566
Midtjylland;50-59;K;84465;84099
Midtjylland;50-59;M;85021;84654
Midtjylland;60-69;K;74878;74681
Midtjylland;60-69;M;73099;72910
Midtjylland;70-79;K;65340;65252
Midtjylland;70-79;M;60956;60871
Midtjylland;80-89;K;29806;29731
Midtjylland;80-89;M;23015;22972
Midtjylland;90+;K;6630;6606
Midtjylland;90+;M;3020;3009
Nordjylland;0-9;K;6214;3481
Nordjylland;0-9;M;6504;3666
Nordjylland;10-19;K;27034;25213
Nordjylland;10-19;M;28516;26537
Nordjylland;20-29;K;31731;30903
Nordjylland;20-29;M;35445;34344
Nordjylland;30-39;K;27627;26983
Nordjylland;30-39;M;28896;28142
Nordjylland;40-49;K;31877;31605
Nordjylland;40-49;M;32006;31686
Nordjylland;50-59;K;38022;37826
Nordjylland;50-59;M;38428;38221
Nordjylland;60-69;K;36143;36024
Nordjylland;60-69;M;35508;35394
Nordjylland;70-79;K;32264;32200
Nordjylland;70-79;M;30512;30456
Nordjylland;80-89;K;15084;15045
Nordjylland;80-89;M;11829;11802
Nordjylland;90+;K;3395;3382
Nordjylland;90+;M;1595;1588
Sjælland;0-9;K;7542;4189
Sjælland;0-9;M;8168;4552
Sjælland;10-19;K;38546;35833
Sjælland;10-19;M;40896;37977
Sjælland;20-29;K;30677;29767
Sjælland;20-29;M;33672;32560
Sjælland;30-39;K;36595;35632
Sjælland;30-39;M;35691;34766
Sjælland;40-49;K;49165;48684
Sjælland;40-49;M;46854;46361
Sjælland;50-59;K;59855;59532
Sjælland;50-59;M;60162;59861
Sjælland;60-69;K;53206;53027
Sjælland;60-69;M;51661;51474
Sjælland;70-79;K;50222;50103
Sjælland;70-79;M;45843;45751
Sjælland;80-89;K;21674;21607
Sjælland;80-89;M;16752;16723
Sjælland;90+;K;4414;4392
Sjælland;90+;M;1952;1943
Syddanmark;0-9;K;12737;7367
Syddanmark;0-9;M;13706;8011
Syddanmark;10-19;K;58332;54566
Syddanmark;10-19;M;60478;56536
Syddanmark;20-29;K;57784;56212
Syddanmark;20-29;M;62082;60142
Syddanmark;30-39;K;56922;55564
Syddanmark;30-39;M;57368;55972
Syddanmark;40-49;K;69466;68838
Syddanmark;40-49;M;67580;66849
Syddanmark;50-59;K;81603;81200
Syddanmark;50-59;M;82659;82236
Syddanmark;60-69;K;74355;74147
Syddanmark;60-69;M;73175;72930
Syddanmark;70-79;K;66056;65936
Syddanmark;70-79;M;61366;61233
Syddanmark;80-89;K;32078;32008
Syddanmark;80-89;M;24536;24471
Syddanmark;90+;K;7117;7067
Syddanmark;90+;M;3158;3147
