"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1868228;0.00
2021-01-01;Hovedstaden;0;1868228;0.00
2021-01-04;Hovedstaden;0;1868228;0.00
2021-01-05;Hovedstaden;1;1868228;0.00
2021-01-07;Hovedstaden;2;1868228;0.00
2021-01-08;Hovedstaden;3;1868228;0.00
2021-01-09;Hovedstaden;5;1868228;0.00
2021-01-12;Hovedstaden;5;1868228;0.00
2021-01-13;Hovedstaden;7;1868228;0.00
2021-01-14;Hovedstaden;8;1868228;0.00
2021-01-15;Hovedstaden;13;1868228;0.00
2021-01-16;Hovedstaden;15;1868228;0.00
2021-01-17;Hovedstaden;57;1868228;0.00
2021-01-18;Hovedstaden;193;1868228;0.01
2021-01-19;Hovedstaden;365;1868228;0.02
2021-01-20;Hovedstaden;500;1868228;0.03
2021-01-21;Hovedstaden;617;1868228;0.03
2021-01-22;Hovedstaden;699;1868228;0.04
2021-01-23;Hovedstaden;4478;1868228;0.24
2021-01-24;Hovedstaden;8091;1868228;0.43
2021-01-25;Hovedstaden;8320;1868228;0.45
2021-01-26;Hovedstaden;8459;1868228;0.45
2021-01-27;Hovedstaden;9078;1868228;0.49
2021-01-28;Hovedstaden;12766;1868228;0.68
2021-01-29;Hovedstaden;19867;1868228;1.06
2021-01-30;Hovedstaden;24116;1868228;1.29
2021-01-31;Hovedstaden;26541;1868228;1.42
2021-02-01;Hovedstaden;28420;1868228;1.52
2021-02-02;Hovedstaden;28532;1868228;1.53
2021-02-03;Hovedstaden;31360;1868228;1.68
2021-02-04;Hovedstaden;37568;1868228;2.01
2021-02-05;Hovedstaden;42272;1868228;2.26
2021-02-06;Hovedstaden;45188;1868228;2.42
2021-02-07;Hovedstaden;45754;1868228;2.45
2021-02-08;Hovedstaden;46886;1868228;2.51
2021-02-09;Hovedstaden;46932;1868228;2.51
2021-02-10;Hovedstaden;47854;1868228;2.56
2021-02-11;Hovedstaden;48099;1868228;2.57
2021-02-12;Hovedstaden;52232;1868228;2.80
2021-02-13;Hovedstaden;52243;1868228;2.80
2021-02-14;Hovedstaden;52256;1868228;2.80
2021-02-15;Hovedstaden;53621;1868228;2.87
2021-02-16;Hovedstaden;54029;1868228;2.89
2021-02-17;Hovedstaden;54066;1868228;2.89
2021-02-18;Hovedstaden;54148;1868228;2.90
2021-02-19;Hovedstaden;54203;1868228;2.90
2021-02-20;Hovedstaden;54308;1868228;2.91
2021-02-21;Hovedstaden;54414;1868228;2.91
2021-02-22;Hovedstaden;54561;1868228;2.92
2021-02-23;Hovedstaden;54727;1868228;2.93
2021-02-24;Hovedstaden;54811;1868228;2.93
2021-02-25;Hovedstaden;54851;1868228;2.94
2021-02-26;Hovedstaden;54921;1868228;2.94
2021-02-27;Hovedstaden;55952;1868228;2.99
2021-02-28;Hovedstaden;57001;1868228;3.05
2021-03-01;Hovedstaden;57219;1868228;3.06
2021-03-02;Hovedstaden;57471;1868228;3.08
2021-03-03;Hovedstaden;57519;1868228;3.08
2021-03-04;Hovedstaden;57720;1868228;3.09
2021-03-05;Hovedstaden;57991;1868228;3.10
2021-03-06;Hovedstaden;58085;1868228;3.11
2021-03-07;Hovedstaden;58400;1868228;3.13
2021-03-08;Hovedstaden;58640;1868228;3.14
2021-03-09;Hovedstaden;60014;1868228;3.21
2021-03-10;Hovedstaden;61644;1868228;3.30
2021-03-11;Hovedstaden;65816;1868228;3.52
2021-03-12;Hovedstaden;70452;1868228;3.77
2021-03-13;Hovedstaden;70544;1868228;3.78
2021-03-14;Hovedstaden;73708;1868228;3.95
2021-03-15;Hovedstaden;76407;1868228;4.09
2021-03-16;Hovedstaden;79820;1868228;4.27
2021-03-17;Hovedstaden;84057;1868228;4.50
2021-03-18;Hovedstaden;88334;1868228;4.73
2021-03-19;Hovedstaden;89478;1868228;4.79
2021-03-20;Hovedstaden;89568;1868228;4.79
2021-03-21;Hovedstaden;91613;1868228;4.90
2021-03-22;Hovedstaden;91701;1868228;4.91
2021-03-23;Hovedstaden;91822;1868228;4.91
2021-03-24;Hovedstaden;100193;1868228;5.36
2021-03-25;Hovedstaden;104594;1868228;5.60
2021-03-26;Hovedstaden;107199;1868228;5.74
2021-03-27;Hovedstaden;107245;1868228;5.74
2021-03-28;Hovedstaden;107287;1868228;5.74
2021-03-29;Hovedstaden;107824;1868228;5.77
2021-03-30;Hovedstaden;108094;1868228;5.79
2021-03-31;Hovedstaden;111789;1868228;5.98
2021-04-01;Hovedstaden;116380;1868228;6.23
2021-04-02;Hovedstaden;120013;1868228;6.42
2021-04-03;Hovedstaden;120114;1868228;6.43
2021-04-04;Hovedstaden;120167;1868228;6.43
2021-04-05;Hovedstaden;120214;1868228;6.43
2021-04-06;Hovedstaden;120427;1868228;6.45
2021-04-07;Hovedstaden;121009;1868228;6.48
2021-04-08;Hovedstaden;122653;1868228;6.57
2021-04-09;Hovedstaden;125988;1868228;6.74
2021-04-10;Hovedstaden;127271;1868228;6.81
2021-04-11;Hovedstaden;127417;1868228;6.82
2021-04-12;Hovedstaden;134186;1868228;7.18
2021-04-13;Hovedstaden;135257;1868228;7.24
2021-04-14;Hovedstaden;139749;1868228;7.48
2021-04-15;Hovedstaden;141303;1868228;7.56
2021-04-16;Hovedstaden;144265;1868228;7.72
2021-04-17;Hovedstaden;144479;1868228;7.73
2021-04-18;Hovedstaden;144665;1868228;7.74
2021-04-19;Hovedstaden;146731;1868228;7.85
2021-04-20;Hovedstaden;151687;1868228;8.12
2021-04-21;Hovedstaden;155408;1868228;8.32
2021-04-22;Hovedstaden;155556;1868228;8.33
2021-04-23;Hovedstaden;162454;1868228;8.70
2021-04-24;Hovedstaden;164431;1868228;8.80
2021-04-25;Hovedstaden;164764;1868228;8.82
2021-04-26;Hovedstaden;167913;1868228;8.99
2021-04-27;Hovedstaden;177520;1868228;9.50
2021-04-28;Hovedstaden;185631;1868228;9.94
2021-04-29;Hovedstaden;192771;1868228;10.3
2021-04-30;Hovedstaden;193018;1868228;10.3
2021-05-01;Hovedstaden;193509;1868228;10.4
2021-05-02;Hovedstaden;202019;1868228;10.8
2021-05-03;Hovedstaden;209974;1868228;11.2
2021-05-04;Hovedstaden;218580;1868228;11.7
2021-05-05;Hovedstaden;230507;1868228;12.3
2021-05-06;Hovedstaden;240506;1868228;12.9
2021-05-07;Hovedstaden;248036;1868228;13.3
2021-05-08;Hovedstaden;267614;1868228;14.3
2021-05-09;Hovedstaden;275754;1868228;14.8
2021-05-10;Hovedstaden;281329;1868228;15.1
2021-05-11;Hovedstaden;287503;1868228;15.4
2021-05-12;Hovedstaden;293088;1868228;15.7
2021-05-13;Hovedstaden;303679;1868228;16.3
2021-05-14;Hovedstaden;311466;1868228;16.7
2021-05-15;Hovedstaden;318327;1868228;17.0
2021-05-16;Hovedstaden;321782;1868228;17.2
2021-05-17;Hovedstaden;328912;1868228;17.6
2021-05-18;Hovedstaden;337817;1868228;18.1
2021-05-19;Hovedstaden;340604;1868228;18.2
2021-05-20;Hovedstaden;346495;1868228;18.5
2021-05-21;Hovedstaden;353357;1868228;18.9
2021-05-22;Hovedstaden;356368;1868228;19.1
2021-05-23;Hovedstaden;357646;1868228;19.1
2021-05-24;Hovedstaden;358658;1868228;19.2
2021-05-25;Hovedstaden;360940;1868228;19.3
2021-05-26;Hovedstaden;363765;1868228;19.5
2021-05-27;Hovedstaden;366824;1868228;19.6
2021-05-28;Hovedstaden;368502;1868228;19.7
2021-05-29;Hovedstaden;370309;1868228;19.8
2021-05-30;Hovedstaden;374481;1868228;20.0
2021-05-31;Hovedstaden;383174;1868228;20.5
2021-06-01;Hovedstaden;390040;1868228;20.9
2021-06-02;Hovedstaden;396879;1868228;21.2
2021-06-03;Hovedstaden;408092;1868228;21.8
2021-06-04;Hovedstaden;410806;1868228;22.0
2021-06-05;Hovedstaden;411992;1868228;22.1
2021-06-06;Hovedstaden;420686;1868228;22.5
2021-06-07;Hovedstaden;432500;1868228;23.2
2021-06-08;Hovedstaden;440746;1868228;23.6
2021-06-09;Hovedstaden;449975;1868228;24.1
2021-06-10;Hovedstaden;452437;1868228;24.2
2021-06-11;Hovedstaden;454921;1868228;24.4
2021-06-12;Hovedstaden;456375;1868228;24.4
2021-06-13;Hovedstaden;458262;1868228;24.5
2021-06-14;Hovedstaden;460372;1868228;24.6
2021-06-15;Hovedstaden;461988;1868228;24.7
2021-06-16;Hovedstaden;469424;1868228;25.1
2021-06-17;Hovedstaden;476775;1868228;25.5
2021-06-18;Hovedstaden;486580;1868228;26.0
2021-06-19;Hovedstaden;493423;1868228;26.4
2021-06-20;Hovedstaden;498868;1868228;26.7
2021-06-21;Hovedstaden;506563;1868228;27.1
2021-06-22;Hovedstaden;514642;1868228;27.5
2021-06-23;Hovedstaden;526318;1868228;28.2
2021-06-24;Hovedstaden;538739;1868228;28.8
2021-06-25;Hovedstaden;546901;1868228;29.3
2021-06-26;Hovedstaden;557465;1868228;29.8
2021-06-27;Hovedstaden;566392;1868228;30.3
2021-06-28;Hovedstaden;582700;1868228;31.2
