"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;506515;490433;645084
Frederiksberg;86575;84210;103532
Ballerup;38919;37633;49199
Brøndby;25776;24819;35741
Dragør;12258;11796;14626
Gentofte;62114;60105;74242
Gladsaxe;55368;53318;69275
Glostrup;18205;17620;23468
Herlev;22575;21734;28808
Albertslund;20572;19738;27613
Hvidovre;41387;39768;53217
Høje-Taastrup;39535;38100;53026
Lyngby-Taarbæk;48540;46846;57760
Rødovre;32039;30857;41435
Ishøj;16109;15472;23206
Tårnby;34136;32905;42665
Vallensbæk;12520;12065;16484
Furesø;34165;33009;41371
Allerød;21976;21336;25846
Fredensborg;33475;32433;41196
Helsingør;51653;50271;62853
Hillerød;43995;42697;53269
Hørsholm;21089;20532;24745
Rudersdal;48391;46944;57252
Egedal;36857;35737;44367
Frederikssund;38438;37407;45784
Greve;40657;39399;50814
Køge;50321;48660;61666
Frederiksværk-Hundested;25978;25250;31372
Roskilde;74857;72778;89483
Solrød;19469;18853;23801
Gribskov;34106;33204;41151
Odsherred;27582;26987;32835
Holbæk;60520;58885;72855
Faxe;30349;29517;37161
Kalundborg;39676;38715;48369
Ringsted;28124;27268;35143
Slagelse;64820;62917;79673
Stevns;19417;18866;23498
Sorø;25130;24453;30012
Lejre;23696;23067;28584
Lolland;32779;32030;40098
Næstved;69102;67288;83845
Guldborgsund;49644;48558;60282
Vordingborg;37404;36493;45348
Bornholm;33974;33103;39641
Middelfart;33875;33016;39628
Assens;34922;33869;40938
Faaborg-Midtfyn;44149;42781;51826
Kerteminde;20485;19890;24025
Nyborg;27503;26650;32126
Odense;171946;166588;206018
Svendborg;50477;49178;59173
Nordfyns;24928;24131;29728
Langeland;10541;10310;12290
Ærø;5281;5130;6026
Haderslev;45538;44378;55320
Billund;22164;21624;26669
Sønderborg;61555;59747;73730
Tønder;29887;29075;36831
Esbjerg;95599;93158;115472
Fanø;2965;2902;3429
Varde;41140;40064;49655
Vejen;34932;33962;42597
Aabenraa;47193;45998;58667
Fredericia;42949;41864;51602
Horsens;76746;74528;94529
Kolding;76834;74900;93546
Vejle;97695;95217;119090
Herning;74492;72578;89222
Holstebro;49323;48006;58532
Lemvig;16571;16186;19413
Struer;17833;17403;20797
Syddjurs;36851;35781;43606
Norddjurs;31247;30448;36926
Favrskov;41384;39977;48908
Odder;19925;19234;23297
Randers;82462;80116;98995
Silkeborg;80776;78427;97392
Samsø;3248;3204;3712
Skanderborg;53855;51910;64338
Århus;295460;286644;355326
Ikast-Brande;34269;33416;41862
Ringkøbing-Skjern;46845;45644;56200
Hedensted;39527;38553;47084
Morsø;17021;16475;20047
Skive;38809;37842;45090
Thisted;36275;35184;43083
Viborg;81891;79680;96838
Brønderslev-Dronninglund;30447;29535;36210
Frederikshavn;50091;48961;58866
Vesthimmerlands;30010;29115;36320
Læsø;1529;1501;1772
Rebild;25459;24679;30673
Mariagerfjord;35183;34070;41646
Jammerbugt;32230;31290;38166
Ålborg;186007;180647;221125
Hjørring;54378;53041;63838
