"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,128072,77823,638683
Frederiksberg,28701,19065,103157
Ballerup,15368,10442,49060
Brøndby,11376,7363,35433
Dragør,5462,3602,14591
Gentofte,24560,15950,74270
Gladsaxe,19797,12814,68935
Glostrup,7382,4938,23487
Herlev,9079,6004,28823
Albertslund,8176,5561,27181
Hvidovre,16152,10507,53278
Høje-Taastrup,15539,10106,52304
Lyngby-Taarbæk,17687,11679,57067
Rødovre,12357,7741,41196
Ishøj,6502,4152,23081
Tårnby,13658,8517,42715
Vallensbæk,5139,3575,16585
Furesø,13758,9400,41084
Allerød,8749,5751,25933
Fredensborg,14870,9930,41042
Helsingør,24015,15763,63114
Hillerød,17367,11363,51897
Hørsholm,9946,6995,24812
Rudersdal,19664,13312,57071
Egedal,13678,8968,43977
Frederikssund,17129,11347,45743
Greve,15021,10049,50641
Køge,18078,11298,61584
Frederiksværk-Hundested,12632,8345,31482
Roskilde,26465,16954,88819
Solrød,6507,4380,23481
Gribskov,16984,10988,41106
Odsherred,13556,8489,32936
Holbæk,23531,14260,72225
Faxe,11262,7002,36878
Kalundborg,16964,10183,48378
Ringsted,9224,5715,35035
Slagelse,27177,16313,79457
Stevns,7673,4923,23239
Sorø,10119,6115,29938
Lejre,9297,5901,28483
Lolland,14620,9232,40350
Næstved,26771,16338,83389
Guldborgsund,22690,13861,60398
Vordingborg,16399,10343,45294
Bornholm,16989,11740,39741
Middelfart,12431,8023,39324
Assens,13229,7723,40885
Faaborg-Midtfyn,16664,10483,51709
Kerteminde,8192,5010,23875
Nyborg,10032,6436,32021
Odense,56147,33326,204869
Svendborg,19519,12691,58830
Nordfyns,9646,5521,29539
Langeland,4804,2960,12335
Ærø,2518,1494,6006
Haderslev,15725,8702,55343
Billund,7120,4868,26543
Sønderborg,25339,12511,73776
Tønder,11010,6106,37006
Esbjerg,35928,24475,115584
Fanø,1486,1006,3443
Varde,15551,10551,49728
Vejen,11819,7656,42808
Aabenraa,18713,9433,58569
Fredericia,14615,9700,51449
Horsens,24728,15686,92828
Kolding,24355,15649,93064
Vejle,32204,20537,117764
Herning,26137,16641,89370
Holstebro,17946,11396,58682
Lemvig,7016,4337,19513
Struer,7472,4756,20824
Syddjurs,14809,9221,43420
Norddjurs,12752,8061,37003
Favrskov,13642,8759,48591
Odder,7477,5000,23063
Randers,28312,18663,98426
Silkeborg,27257,17917,96125
Samsø,1622,900,3700
Skanderborg,17279,11147,63660
Århus,83746,53999,352299
Ikast-Brande,11792,7666,41647
Ringkøbing-Skjern,18468,10826,56243
Hedensted,13854,8865,46985
Morsø,6837,4776,20080
Skive,15535,10600,45373
Thisted,13227,8859,43131
Viborg,29303,19431,96678
Brønderslev-Dronninglund,10591,7380,36071
Frederikshavn,18977,14044,58976
Vesthimmerlands,11642,8017,36356
Læsø,1342,544,1777
Rebild,8349,5528,30512
Mariagerfjord,13141,8413,41584
Jammerbugt,11862,7738,38171
Ålborg,54657,37964,219470
Hjørring,19822,13953,64088
