"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,128072,77823,20.1,12.2,638683
Frederiksberg,28701,19065,27.8,18.5,103157
Ballerup,15368,10442,31.3,21.3,49060
Brøndby,11376,7363,32.1,20.8,35433
Dragør,5462,3602,37.4,24.7,14591
Gentofte,24560,15950,33.1,21.5,74270
Gladsaxe,19797,12814,28.7,18.6,68935
Glostrup,7382,4938,31.4,21.0,23487
Herlev,9079,6004,31.5,20.8,28823
Albertslund,8176,5561,30.1,20.5,27181
Hvidovre,16152,10507,30.3,19.7,53278
Høje Tåstrup,15539,10106,29.7,19.3,52304
Lyngby-Taarbæk,17687,11679,31.0,20.5,57067
Rødovre,12357,7741,30.0,18.8,41196
Ishøj,6502,4152,28.2,18.0,23081
Tårnby,13658,8517,32.0,19.9,42715
Vallensbæk,5139,3575,31.0,21.6,16585
Furesø,13758,9400,33.5,22.9,41084
Allerød,8749,5751,33.7,22.2,25933
Fredensborg,14870,9930,36.2,24.2,41042
Helsingør,24015,15763,38.1,25.0,63114
Hillerød,17367,11363,33.5,21.9,51897
Hørsholm,9946,6995,40.1,28.2,24812
Rudersdal,19664,13312,34.5,23.3,57071
Egedal,13678,8968,31.1,20.4,43977
Frederikssund,17129,11347,37.4,24.8,45743
Greve,15021,10049,29.7,19.8,50641
Køge,18078,11298,29.4,18.3,61584
Halsnæs,12632,8345,40.1,26.5,31482
Roskilde,26465,16954,29.8,19.1,88819
Solrød,6507,4380,27.7,18.7,23481
Gribskov,16984,10988,41.3,26.7,41106
Odsherred,13556,8489,41.2,25.8,32936
Holbæk,23531,14260,32.6,19.7,72225
Faxe,11262,7002,30.5,19.0,36878
Kalundborg,16964,10183,35.1,21.0,48378
Ringsted,9224,5715,26.3,16.3,35035
Slagelse,27177,16313,34.2,20.5,79457
Stevns,7673,4923,33.0,21.2,23239
Sorø,10119,6115,33.8,20.4,29938
Lejre,9297,5901,32.6,20.7,28483
Lolland,14620,9232,36.2,22.9,40350
Næstved,26771,16338,32.1,19.6,83389
Guldborgsund,22690,13861,37.6,22.9,60398
Vordingborg,16399,10343,36.2,22.8,45294
Bornholm,16989,11740,42.7,29.5,39741
Middelfart,12431,8023,31.6,20.4,39324
Assens,13229,7723,32.4,18.9,40885
Faaborg-Midtfyn,16664,10483,32.2,20.3,51709
Kerteminde,8192,5010,34.3,21.0,23875
Nyborg,10032,6436,31.3,20.1,32021
Odense,56147,33326,27.4,16.3,204869
Svendborg,19519,12691,33.2,21.6,58830
Nordfyn,9646,5521,32.7,18.7,29539
Langeland,4804,2960,38.9,24.0,12335
Ærø,2518,1494,41.9,24.9,6006
Haderslev,15725,8702,28.4,15.7,55343
Billund,7120,4868,26.8,18.3,26543
Sønderborg,25339,12511,34.3,17.0,73776
Tønder,11010,6106,29.8,16.5,37006
Esbjerg,35928,24475,31.1,21.2,115584
Fanø,1486,1006,43.2,29.2,3443
Varde,15551,10551,31.3,21.2,49728
Vejen,11819,7656,27.6,17.9,42808
Aabenraa,18713,9433,32.0,16.1,58569
Fredericia,14615,9700,28.4,18.9,51449
Horsens,24728,15686,26.6,16.9,92828
Kolding,24355,15649,26.2,16.8,93064
Vejle,32204,20537,27.3,17.4,117764
Herning,26137,16641,29.2,18.6,89370
Holstebro,17946,11396,30.6,19.4,58682
Lemvig,7016,4337,36.0,22.2,19513
Struer,7472,4756,35.9,22.8,20824
Syddjurs,14809,9221,34.1,21.2,43420
Norddjurs,12752,8061,34.5,21.8,37003
Favrskov,13642,8759,28.1,18.0,48591
Odder,7477,5000,32.4,21.7,23063
Randers,28312,18663,28.8,19.0,98426
Silkeborg,27257,17917,28.4,18.6,96125
Samsø,1622,900,43.8,24.3,3700
Skanderborg,17279,11147,27.1,17.5,63660
Århus,83746,53999,23.8,15.3,352299
Ikast-Brande,11792,7666,28.3,18.4,41647
Ringkøbing-Skjern,18468,10826,32.8,19.2,56243
Hedensted,13854,8865,29.5,18.9,46985
Morsø,6837,4776,34.0,23.8,20080
Skive,15535,10600,34.2,23.4,45373
Thisted,13227,8859,30.7,20.5,43131
Viborg,29303,19431,30.3,20.1,96678
Brønderslev,10591,7380,29.4,20.5,36071
Frederikshavn,18977,14044,32.2,23.8,58976
Vesthimmerland,11642,8017,32.0,22.1,36356
Læsø,1342,544,75.5,30.6,1777
Rebild,8349,5528,27.4,18.1,30512
Mariagerfjord,13141,8413,31.6,20.2,41584
Jammerbugt,11862,7738,31.1,20.3,38171
Aalborg,54657,37964,24.9,17.3,219470
Hjørring,19822,13953,30.9,21.8,64088
