"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,3,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,641,415
Hovedstaden,10-19,M,420,312
Hovedstaden,20-29,K,12840,8272
Hovedstaden,20-29,M,5445,3547
Hovedstaden,30-39,K,13947,9847
Hovedstaden,30-39,M,7023,5243
Hovedstaden,40-49,K,19668,14500
Hovedstaden,40-49,M,8592,6583
Hovedstaden,50-59,K,43544,17860
Hovedstaden,50-59,M,34395,9585
Hovedstaden,60-69,K,82837,29342
Hovedstaden,60-69,M,77226,22888
Hovedstaden,70-79,K,81255,77346
Hovedstaden,70-79,M,68233,64953
Hovedstaden,80-89,K,37369,36562
Hovedstaden,80-89,M,25182,24653
Hovedstaden,90+,K,8895,8647
Hovedstaden,90+,M,3273,3185
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,1,0
Midtjylland,10-19,K,816,515
Midtjylland,10-19,M,373,268
Midtjylland,20-29,K,10540,6358
Midtjylland,20-29,M,4034,2656
Midtjylland,30-39,K,11430,7289
Midtjylland,30-39,M,4689,3141
Midtjylland,40-49,K,16307,10376
Midtjylland,40-49,M,5985,4059
Midtjylland,50-59,K,22151,13561
Midtjylland,50-59,M,10149,5480
Midtjylland,60-69,K,57942,15902
Midtjylland,60-69,M,52504,10850
Midtjylland,70-79,K,63238,54124
Midtjylland,70-79,M,58700,50315
Midtjylland,80-89,K,28673,28086
Midtjylland,80-89,M,22034,21548
Midtjylland,90+,K,6635,6457
Midtjylland,90+,M,2946,2886
Nordjylland,0-9,K,0,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,304,187
Nordjylland,10-19,M,140,107
Nordjylland,20-29,K,4283,2843
Nordjylland,20-29,M,1698,1292
Nordjylland,30-39,K,4953,3438
Nordjylland,30-39,M,1852,1386
Nordjylland,40-49,K,6976,4894
Nordjylland,40-49,M,2460,1877
Nordjylland,50-59,K,9379,6696
Nordjylland,50-59,M,3344,2574
Nordjylland,60-69,K,23541,6232
Nordjylland,60-69,M,20297,4021
Nordjylland,70-79,K,31145,26454
Nordjylland,70-79,M,29330,24980
Nordjylland,80-89,K,14547,14309
Nordjylland,80-89,M,11295,11117
Nordjylland,90+,K,3338,3279
Nordjylland,90+,M,1565,1530
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,425,254
Sjælland,10-19,M,258,163
Sjælland,20-29,K,4278,2683
Sjælland,20-29,M,1991,1349
Sjælland,30-39,K,6515,4370
Sjælland,30-39,M,2521,1787
Sjælland,40-49,K,10652,7618
Sjælland,40-49,M,3723,2831
Sjælland,50-59,K,16689,9824
Sjælland,50-59,M,9315,4318
Sjælland,60-69,K,43363,10311
Sjælland,60-69,M,40949,7854
Sjælland,70-79,K,48122,39956
Sjælland,70-79,M,44030,37331
Sjælland,80-89,K,20528,19562
Sjælland,80-89,M,15818,15127
Sjælland,90+,K,4324,4207
Sjælland,90+,M,1852,1810
Syddanmark,0-9,K,1,1
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,632,443
Syddanmark,10-19,M,324,250
Syddanmark,20-29,K,7691,4821
Syddanmark,20-29,M,3166,2267
Syddanmark,30-39,K,9532,6616
Syddanmark,30-39,M,4025,3044
Syddanmark,40-49,K,14453,10225
Syddanmark,40-49,M,5499,4333
Syddanmark,50-59,K,19358,13483
Syddanmark,50-59,M,9314,6331
Syddanmark,60-69,K,54824,12925
Syddanmark,60-69,M,50945,9344
Syddanmark,70-79,K,63965,45670
Syddanmark,70-79,M,59023,43006
Syddanmark,80-89,K,30777,29679
Syddanmark,80-89,M,23391,22576
Syddanmark,90+,K,7082,6869
Syddanmark,90+,M,3045,2978
