"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-19,København,K,72627,45983,71760,44602,867,1381
2021-05-19,København,M,55445,31840,54501,30693,944,1147
2021-05-19,Frederiksberg,K,16893,11588,16707,11313,186,275
2021-05-19,Frederiksberg,M,11808,7477,11620,7279,188,198
2021-05-19,Ballerup,K,8909,6282,8786,6133,123,149
2021-05-19,Ballerup,M,6459,4160,6302,4040,157,120
2021-05-19,Brøndby,K,6418,4349,6267,4264,151,85
2021-05-19,Brøndby,M,4958,3014,4788,2972,170,42
2021-05-19,Dragør,K,3005,2046,2975,1960,30,86
2021-05-19,Dragør,M,2457,1556,2416,1507,41,49
2021-05-19,Gentofte,K,13964,9505,13767,9318,197,187
2021-05-19,Gentofte,M,10596,6445,10363,6292,233,153
2021-05-19,Gladsaxe,K,11418,7797,11289,7592,129,205
2021-05-19,Gladsaxe,M,8379,5017,8231,4842,148,175
2021-05-19,Glostrup,K,4319,3021,4225,2945,94,76
2021-05-19,Glostrup,M,3063,1917,2969,1879,94,38
2021-05-19,Herlev,K,5347,3715,5288,3618,59,97
2021-05-19,Herlev,M,3732,2289,3645,2218,87,71
2021-05-19,Albertslund,K,4634,3248,4518,3180,116,68
2021-05-19,Albertslund,M,3542,2313,3436,2269,106,44
2021-05-19,Hvidovre,K,9245,6335,9077,6193,168,142
2021-05-19,Hvidovre,M,6907,4172,6729,4074,178,98
2021-05-19,Høje Tåstrup,K,8712,5896,8446,5789,266,107
2021-05-19,Høje Tåstrup,M,6827,4210,6581,4161,246,49
2021-05-19,Lyngby-Taarbæk,K,10253,7100,10035,6950,218,150
2021-05-19,Lyngby-Taarbæk,M,7434,4579,7235,4449,199,130
2021-05-19,Rødovre,K,7230,4782,7137,4666,93,116
2021-05-19,Rødovre,M,5127,2959,5023,2860,104,99
2021-05-19,Ishøj,K,3604,2431,3507,2384,97,47
2021-05-19,Ishøj,M,2898,1721,2784,1709,114,12
2021-05-19,Tårnby,K,7707,5025,7643,4844,64,181
2021-05-19,Tårnby,M,5951,3492,5852,3354,99,138
2021-05-19,Vallensbæk,K,2824,2047,2766,2011,58,36
2021-05-19,Vallensbæk,M,2315,1528,2235,1512,80,16
2021-05-19,Furesø,K,7822,5534,7685,5404,137,130
2021-05-19,Furesø,M,5936,3866,5772,3781,164,85
2021-05-19,Allerød,K,4864,3321,4770,3256,94,65
2021-05-19,Allerød,M,3885,2430,3760,2371,125,59
2021-05-19,Fredensborg,K,8354,5762,8087,5613,267,149
2021-05-19,Fredensborg,M,6516,4168,6269,4067,247,101
2021-05-19,Helsingør,K,13548,9247,13012,9024,536,223
2021-05-19,Helsingør,M,10467,6516,9915,6355,552,161
2021-05-19,Hillerød,K,9868,6786,9732,6631,136,155
2021-05-19,Hillerød,M,7499,4577,7325,4445,174,132
2021-05-19,Hørsholm,K,5692,4124,5540,4038,152,86
2021-05-19,Hørsholm,M,4254,2871,4120,2807,134,64
2021-05-19,Rudersdal,K,11001,7762,10738,7620,263,142
2021-05-19,Rudersdal,M,8663,5550,8357,5436,306,114
2021-05-19,Egedal,K,7662,5256,7531,5142,131,114
2021-05-19,Egedal,M,6016,3712,5864,3631,152,81
2021-05-19,Frederikssund,K,9628,6588,9466,6403,162,185
2021-05-19,Frederikssund,M,7501,4759,7307,4639,194,120
2021-05-19,Greve,K,8472,5766,8351,5652,121,114
2021-05-19,Greve,M,6549,4283,6434,4201,115,82
2021-05-19,Køge,K,10346,6639,10151,6615,195,24
2021-05-19,Køge,M,7732,4659,7511,4637,221,22
2021-05-19,Halsnæs,K,6951,4678,6867,4553,84,125
2021-05-19,Halsnæs,M,5681,3667,5585,3562,96,105
2021-05-19,Roskilde,K,15315,10071,15179,9929,136,142
2021-05-19,Roskilde,M,11150,6883,10994,6779,156,104
2021-05-19,Solrød,K,3681,2517,3644,2502,37,15
2021-05-19,Solrød,M,2826,1863,2786,1847,40,16
2021-05-19,Gribskov,K,9189,6047,9026,5888,163,159
2021-05-19,Gribskov,M,7795,4941,7631,4780,164,161
2021-05-19,Odsherred,K,7393,4610,7213,4476,180,134
2021-05-19,Odsherred,M,6163,3879,6014,3789,149,90
2021-05-19,Holbæk,K,13384,8375,13153,8265,231,110
