"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16883,3
AstraZeneca Covid-19 vaccine,Midtjylland,33703,46
AstraZeneca Covid-19 vaccine,Syddanmark,30507,266
AstraZeneca Covid-19 vaccine,Hovedstaden,45282,265
AstraZeneca Covid-19 vaccine,Sjælland,23887,340
Moderna Covid-19 Vaccine,Nordjylland,14529,4502
Moderna Covid-19 Vaccine,Midtjylland,25708,19259
Moderna Covid-19 Vaccine,Syddanmark,29644,28285
Moderna Covid-19 Vaccine,Hovedstaden,35192,26223
Moderna Covid-19 Vaccine,Sjælland,29051,26093
Pfizer BioNTech Covid-19 vacc,Nordjylland,139035,112711
Pfizer BioNTech Covid-19 vacc,Midtjylland,319736,224566
Pfizer BioNTech Covid-19 vacc,Syddanmark,306896,196310
Pfizer BioNTech Covid-19 vacc,Hovedstaden,450314,317253
Pfizer BioNTech Covid-19 vacc,Sjælland,222416,144923
