"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-09,Nationalt,1,5846489,0.00,1
2021-01-13,Nationalt,1,5846489,0.00,2
2021-01-15,Nationalt,5,5846489,0.00,7
2021-01-16,Nationalt,8,5846489,0.00,15
2021-01-17,Nationalt,697,5846489,0.01,712
2021-01-18,Nationalt,2100,5846489,0.05,2812
2021-01-19,Nationalt,2045,5846489,0.08,4857
2021-01-20,Nationalt,1849,5846489,0.11,6706
2021-01-21,Nationalt,2319,5846489,0.15,9025
2021-01-22,Nationalt,5641,5846489,0.25,14666
2021-01-23,Nationalt,7073,5846489,0.37,21739
2021-01-24,Nationalt,6440,5846489,0.48,28179
2021-01-25,Nationalt,2467,5846489,0.52,30646
2021-01-26,Nationalt,1718,5846489,0.55,32364
2021-01-27,Nationalt,4338,5846489,0.63,36702
2021-01-28,Nationalt,8102,5846489,0.77,44804
2021-01-29,Nationalt,18193,5846489,1.08,62997
2021-01-30,Nationalt,12802,5846489,1.30,75799
2021-01-31,Nationalt,12155,5846489,1.50,87954
2021-02-01,Nationalt,7843,5846489,1.64,95797
2021-02-02,Nationalt,3007,5846489,1.69,98804
2021-02-03,Nationalt,6168,5846489,1.80,104972
2021-02-04,Nationalt,10875,5846489,1.98,115847
2021-02-05,Nationalt,13377,5846489,2.21,129224
2021-02-06,Nationalt,6753,5846489,2.33,135977
2021-02-07,Nationalt,3624,5846489,2.39,139601
2021-02-08,Nationalt,7022,5846489,2.51,146623
2021-02-09,Nationalt,4881,5846489,2.59,151504
2021-02-10,Nationalt,3901,5846489,2.66,155405
2021-02-11,Nationalt,2463,5846489,2.70,157868
2021-02-12,Nationalt,7621,5846489,2.83,165489
2021-02-13,Nationalt,969,5846489,2.85,166458
2021-02-14,Nationalt,625,5846489,2.86,167083
2021-02-15,Nationalt,3136,5846489,2.91,170219
2021-02-16,Nationalt,1339,5846489,2.93,171558
2021-02-17,Nationalt,426,5846489,2.94,171984
2021-02-18,Nationalt,309,5846489,2.95,172293
2021-02-19,Nationalt,973,5846489,2.96,173266
2021-02-20,Nationalt,583,5846489,2.97,173849
2021-02-21,Nationalt,363,5846489,2.98,174212
2021-02-22,Nationalt,1105,5846489,3.00,175317
2021-02-23,Nationalt,1945,5846489,3.03,177262
2021-02-24,Nationalt,1966,5846489,3.07,179228
2021-02-25,Nationalt,640,5846489,3.08,179868
2021-02-26,Nationalt,1006,5846489,3.09,180874
2021-02-27,Nationalt,1468,5846489,3.12,182342
2021-02-28,Nationalt,1425,5846489,3.14,183767
2021-03-01,Nationalt,1068,5846489,3.16,184835
2021-03-02,Nationalt,1300,5846489,3.18,186135
2021-03-03,Nationalt,1033,5846489,3.20,187168
2021-03-04,Nationalt,1813,5846489,3.23,188981
2021-03-05,Nationalt,5706,5846489,3.33,194687
2021-03-06,Nationalt,4005,5846489,3.40,198692
2021-03-07,Nationalt,4337,5846489,3.47,203029
2021-03-08,Nationalt,6472,5846489,3.58,209501
2021-03-09,Nationalt,7262,5846489,3.71,216763
2021-03-10,Nationalt,7284,5846489,3.83,224047
2021-03-11,Nationalt,8060,5846489,3.97,232107
2021-03-12,Nationalt,10660,5846489,4.15,242767
2021-03-13,Nationalt,5955,5846489,4.25,248722
2021-03-14,Nationalt,9413,5846489,4.42,258135
2021-03-15,Nationalt,9931,5846489,4.59,268066
2021-03-16,Nationalt,9505,5846489,4.75,277571
2021-03-17,Nationalt,9234,5846489,4.91,286805
2021-03-18,Nationalt,7265,5846489,5.03,294070
2021-03-19,Nationalt,11811,5846489,5.23,305881
2021-03-20,Nationalt,4856,5846489,5.31,310737
2021-03-21,Nationalt,4690,5846489,5.40,315427
2021-03-22,Nationalt,7830,5846489,5.53,323257
2021-03-23,Nationalt,7625,5846489,5.66,330882
2021-03-24,Nationalt,13528,5846489,5.89,344410
2021-03-25,Nationalt,8483,5846489,6.04,352893
2021-03-26,Nationalt,7907,5846489,6.17,360800
2021-03-27,Nationalt,3139,5846489,6.22,363939
2021-03-28,Nationalt,2817,5846489,6.27,366756
2021-03-29,Nationalt,6251,5846489,6.38,373007
2021-03-30,Nationalt,6112,5846489,6.48,379119
2021-03-31,Nationalt,9875,5846489,6.65,388994
2021-04-01,Nationalt,6978,5846489,6.77,395972
2021-04-02,Nationalt,7056,5846489,6.89,403028
2021-04-03,Nationalt,2190,5846489,6.93,405218
2021-04-04,Nationalt,1794,5846489,6.96,407012
2021-04-05,Nationalt,1313,5846489,6.98,408325
2021-04-06,Nationalt,6143,5846489,7.09,414468
2021-04-07,Nationalt,8326,5846489,7.23,422794
2021-04-08,Nationalt,8635,5846489,7.38,431429
2021-04-09,Nationalt,8758,5846489,7.53,440187
2021-04-10,Nationalt,5465,5846489,7.62,445652
2021-04-11,Nationalt,3927,5846489,7.69,449579
2021-04-12,Nationalt,11569,5846489,7.89,461148
2021-04-13,Nationalt,6293,5846489,8.00,467441
2021-04-14,Nationalt,11248,5846489,8.19,478689
2021-04-15,Nationalt,9166,5846489,8.34,487855
2021-04-16,Nationalt,8241,5846489,8.49,496096
2021-04-17,Nationalt,2748,5846489,8.53,498844
2021-04-18,Nationalt,5163,5846489,8.62,504007
2021-04-19,Nationalt,14477,5846489,8.87,518484
2021-04-20,Nationalt,17070,5846489,9.16,535554
2021-04-21,Nationalt,12845,5846489,9.38,548399
2021-04-22,Nationalt,5408,5846489,9.47,553807
2021-04-23,Nationalt,11263,5846489,9.67,565070
2021-04-24,Nationalt,7628,5846489,9.80,572698
2021-04-25,Nationalt,5297,5846489,9.89,577995
2021-04-26,Nationalt,7893,5846489,10.0,585888
2021-04-27,Nationalt,20949,5846489,10.4,606837
2021-04-28,Nationalt,20648,5846489,10.7,627485
2021-04-29,Nationalt,17971,5846489,11.0,645456
2021-04-30,Nationalt,3938,5846489,11.1,649394
2021-05-01,Nationalt,6125,5846489,11.2,655519
2021-05-02,Nationalt,13803,5846489,11.4,669322
2021-05-03,Nationalt,45807,5846489,12.2,715129
2021-05-04,Nationalt,24811,5846489,12.7,739940
2021-05-05,Nationalt,29286,5846489,13.2,769226
2021-05-06,Nationalt,25556,5846489,13.6,794782
2021-05-07,Nationalt,24608,5846489,14.0,819390
2021-05-08,Nationalt,30869,5846489,14.5,850259
2021-05-09,Nationalt,16710,5846489,14.8,866969
2021-05-10,Nationalt,36112,5846489,15.4,903081
2021-05-11,Nationalt,26254,5846489,15.9,929335
2021-05-12,Nationalt,26981,5846489,16.4,956316
2021-05-13,Nationalt,19664,5846489,16.7,975980
2021-05-14,Nationalt,30789,5846489,17.2,1006769
2021-05-15,Nationalt,19450,5846489,17.6,1026219
2021-05-16,Nationalt,14067,5846489,17.8,1040286
2021-05-17,Nationalt,30033,5846489,18.3,1070319
2021-05-18,Nationalt,30726,5846489,18.8,1101045
