"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,117415,59145,19.9,10.0,590317
Midtjylland,252975,128574,19.0,9.6,1333681
Syddanmark,238601,113437,19.5,9.3,1224324
Hovedstaden,356099,160927,19.2,8.7,1856325
Sjælland,176956,87090,21.1,10.4,839954
