"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,84634,37564,638769
Frederiksberg,19902,9103,103238
Ballerup,10699,4741,49099
Brøndby,7408,3590,35367
Dragør,3581,1594,14554
Gentofte,16400,7637,74318
Gladsaxe,13434,6309,69001
Glostrup,5099,2598,23498
Herlev,6255,2925,28804
Albertslund,5641,2613,27223
Hvidovre,10730,5456,53306
Høje-Taastrup,10218,4945,52219
Lyngby-Taarbæk,11966,5732,57052
Rødovre,8108,3855,41181
Ishøj,4171,1861,23063
Tårnby,8705,4007,42716
Vallensbæk,3603,1710,16555
Furesø,9561,4464,41034
Allerød,5857,2666,25885
Fredensborg,9872,4281,41016
Helsingør,15799,6701,63085
Hillerød,11881,5521,51809
Hørsholm,6929,3166,24831
Rudersdal,13492,6505,57001
Egedal,9091,3663,43803
Frederikssund,11556,4925,45649
Greve,10259,4786,50597
Køge,11637,5971,61554
Frederiksværk-Hundested,8413,3613,31470
Roskilde,17667,9011,88733
Solrød,4418,2181,23492
Gribskov,11008,4532,41039
Odsherred,8578,3815,32918
Holbæk,14925,7328,72095
Faxe,7114,3730,36811
Kalundborg,10494,4952,48437
Ringsted,5978,2952,34991
Slagelse,17219,8172,79343
Stevns,4870,2698,23245
Sorø,6552,3106,29953
Lejre,5988,2989,28448
Lolland,9403,4514,40371
Næstved,16934,8744,83341
Guldborgsund,14435,7168,60370
Vordingborg,10485,4973,45255
Bornholm,12086,4650,39740
Middelfart,8387,4221,39314
Assens,8154,3694,40896
Faaborg-Midtfyn,10721,4862,51696
Kerteminde,5295,2495,23840
Nyborg,6810,3192,32000
Odense,36832,17252,204885
Svendborg,12833,6713,58839
Nordfyns,6048,2680,29540
Langeland,2991,1540,12344
Ærø,1496,775,6007
Haderslev,9868,4680,55393
Billund,4930,2401,26514
Sønderborg,13913,7328,73776
Tønder,6875,3215,37030
Esbjerg,25018,10716,115585
Fanø,948,346,3439
Varde,10781,4911,49706
Vejen,8118,4066,42795
Aabenraa,10511,4658,58603
Fredericia,10095,5178,51375
Horsens,15968,7695,92704
Kolding,16342,8070,93113
Vejle,21635,10444,117634
Herning,17104,9376,89357
Holstebro,11592,6410,58639
Lemvig,4601,2529,19540
Struer,4782,2467,20838
Syddjurs,9623,4453,43405
Norddjurs,8497,4021,36956
Favrskov,9018,4375,48507
Odder,4912,2531,23055
Randers,19661,9689,98377
Silkeborg,18852,9576,96005
Samsø,973,630,3710
Skanderborg,11376,5552,63548
Århus,56526,27919,352271
Ikast-Brande,7859,4204,41594
Ringkøbing-Skjern,11469,6515,56216
Hedensted,8598,4419,46890
Morsø,4976,2637,20081
Skive,10679,5632,45368
Thisted,9253,4122,43147
Viborg,20885,10581,96701
Brønderslev-Dronninglund,7350,3762,36119
Frederikshavn,12562,5985,58969
Vesthimmerlands,8145,3965,36366
Læsø,698,388,1778
Rebild,5652,2813,30498
Mariagerfjord,8924,4512,41579
Jammerbugt,7968,3651,38189
Ålborg,38404,20206,219519
Hjørring,13483,7104,64072
