"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,84634,37564,13.2,5.9,638769
Frederiksberg,19902,9103,19.3,8.8,103238
Ballerup,10699,4741,21.8,9.7,49099
Brøndby,7408,3590,20.9,10.2,35367
Dragør,3581,1594,24.6,11.0,14554
Gentofte,16400,7637,22.1,10.3,74318
Gladsaxe,13434,6309,19.5,9.1,69001
Glostrup,5099,2598,21.7,11.1,23498
Herlev,6255,2925,21.7,10.2,28804
Albertslund,5641,2613,20.7,9.6,27223
Hvidovre,10730,5456,20.1,10.2,53306
Høje Tåstrup,10218,4945,19.6,9.5,52219
Lyngby-Taarbæk,11966,5732,21.0,10.0,57052
Rødovre,8108,3855,19.7,9.4,41181
Ishøj,4171,1861,18.1,8.1,23063
Tårnby,8705,4007,20.4,9.4,42716
Vallensbæk,3603,1710,21.8,10.3,16555
Furesø,9561,4464,23.3,10.9,41034
Allerød,5857,2666,22.6,10.3,25885
Fredensborg,9872,4281,24.1,10.4,41016
Helsingør,15799,6701,25.0,10.6,63085
Hillerød,11881,5521,22.9,10.7,51809
Hørsholm,6929,3166,27.9,12.8,24831
Rudersdal,13492,6505,23.7,11.4,57001
Egedal,9091,3663,20.8,8.4,43803
Frederikssund,11556,4925,25.3,10.8,45649
Greve,10259,4786,20.3,9.5,50597
Køge,11637,5971,18.9,9.7,61554
Halsnæs,8413,3613,26.7,11.5,31470
Roskilde,17667,9011,19.9,10.2,88733
Solrød,4418,2181,18.8,9.3,23492
Gribskov,11008,4532,26.8,11.0,41039
Odsherred,8578,3815,26.1,11.6,32918
Holbæk,14925,7328,20.7,10.2,72095
Faxe,7114,3730,19.3,10.1,36811
Kalundborg,10494,4952,21.7,10.2,48437
Ringsted,5978,2952,17.1,8.4,34991
Slagelse,17219,8172,21.7,10.3,79343
Stevns,4870,2698,21.0,11.6,23245
Sorø,6552,3106,21.9,10.4,29953
Lejre,5988,2989,21.0,10.5,28448
Lolland,9403,4514,23.3,11.2,40371
Næstved,16934,8744,20.3,10.5,83341
Guldborgsund,14435,7168,23.9,11.9,60370
Vordingborg,10485,4973,23.2,11.0,45255
Bornholm,12086,4650,30.4,11.7,39740
Middelfart,8387,4221,21.3,10.7,39314
Assens,8154,3694,19.9,9.0,40896
Faaborg-Midtfyn,10721,4862,20.7,9.4,51696
Kerteminde,5295,2495,22.2,10.5,23840
Nyborg,6810,3192,21.3,10.0,32000
Odense,36832,17252,18.0,8.4,204885
Svendborg,12833,6713,21.8,11.4,58839
Nordfyn,6048,2680,20.5,9.1,29540
Langeland,2991,1540,24.2,12.5,12344
Ærø,1496,775,24.9,12.9,6007
Haderslev,9868,4680,17.8,8.4,55393
Billund,4930,2401,18.6,9.1,26514
Sønderborg,13913,7328,18.9,9.9,73776
Tønder,6875,3215,18.6,8.7,37030
Esbjerg,25018,10716,21.6,9.3,115585
Fanø,948,346,27.6,10.1,3439
Varde,10781,4911,21.7,9.9,49706
Vejen,8118,4066,19.0,9.5,42795
Aabenraa,10511,4658,17.9,7.9,58603
Fredericia,10095,5178,19.6,10.1,51375
Horsens,15968,7695,17.2,8.3,92704
Kolding,16342,8070,17.6,8.7,93113
Vejle,21635,10444,18.4,8.9,117634
Herning,17104,9376,19.1,10.5,89357
Holstebro,11592,6410,19.8,10.9,58639
Lemvig,4601,2529,23.5,12.9,19540
Struer,4782,2467,22.9,11.8,20838
Syddjurs,9623,4453,22.2,10.3,43405
Norddjurs,8497,4021,23.0,10.9,36956
Favrskov,9018,4375,18.6,9.0,48507
Odder,4912,2531,21.3,11.0,23055
Randers,19661,9689,20.0,9.8,98377
Silkeborg,18852,9576,19.6,10.0,96005
Samsø,973,630,26.2,17.0,3710
Skanderborg,11376,5552,17.9,8.7,63548
Århus,56526,27919,16.0,7.9,352271
Ikast-Brande,7859,4204,18.9,10.1,41594
Ringkøbing-Skjern,11469,6515,20.4,11.6,56216
Hedensted,8598,4419,18.3,9.4,46890
Morsø,4976,2637,24.8,13.1,20081
Skive,10679,5632,23.5,12.4,45368
Thisted,9253,4122,21.4,9.6,43147
Viborg,20885,10581,21.6,10.9,96701
Brønderslev,7350,3762,20.3,10.4,36119
Frederikshavn,12562,5985,21.3,10.1,58969
Vesthimmerland,8145,3965,22.4,10.9,36366
Læsø,698,388,39.3,21.8,1778
Rebild,5652,2813,18.5,9.2,30498
Mariagerfjord,8924,4512,21.5,10.9,41579
Jammerbugt,7968,3651,20.9,9.6,38189
Aalborg,38404,20206,17.5,9.2,219519
Hjørring,13483,7104,21.0,11.1,64072
