"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,85084,43332,14.4,7.3,590422
Midtjylland,181241,93732,13.6,7.0,1333563
Syddanmark,163873,92980,13.4,7.6,1224205
Hovedstaden,247287,125522,13.3,6.8,1855830
Sjælland,127751,59828,15.2,7.1,839672
