"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16866,0
AstraZeneca Covid-19 vaccine,Midtjylland,33618,3
AstraZeneca Covid-19 vaccine,Syddanmark,30417,248
AstraZeneca Covid-19 vaccine,Hovedstaden,45123,13
AstraZeneca Covid-19 vaccine,Sjælland,23870,330
Moderna Covid-19 Vaccine,Nordjylland,4397,3887
Moderna Covid-19 Vaccine,Midtjylland,14363,3839
Moderna Covid-19 Vaccine,Syddanmark,14191,5418
Moderna Covid-19 Vaccine,Hovedstaden,19743,2314
Moderna Covid-19 Vaccine,Sjælland,9960,2024
Pfizer BioNTech Covid-19 vacc,Nordjylland,63821,39445
Pfizer BioNTech Covid-19 vacc,Midtjylland,133260,89890
Pfizer BioNTech Covid-19 vacc,Syddanmark,119265,87314
Pfizer BioNTech Covid-19 vacc,Hovedstaden,182421,123195
Pfizer BioNTech Covid-19 vacc,Sjælland,93921,57474
