"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,85084,43332,590422
Midtjylland,181241,93732,1333563
Syddanmark,163873,92980,1224205
Hovedstaden,247287,125522,1855830
Sjælland,127751,59828,839672
