"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;577;0
Hovedstaden;3-5;M;592;2
Hovedstaden;6-11;K;9738;9
Hovedstaden;6-11;M;10244;6
Hovedstaden;12-15;K;32556;29864
Hovedstaden;12-15;M;34453;31619
Hovedstaden;16-19;K;35411;34209
Hovedstaden;16-19;M;35508;34133
Hovedstaden;20-39;K;228965;219798
Hovedstaden;20-39;M;220183;211354
Hovedstaden;40-64;K;271373;268067
Hovedstaden;40-64;M;266601;263234
Hovedstaden;65-79;K;124729;124259
Hovedstaden;65-79;M;106942;106566
Hovedstaden;80+;K;43835;43626
Hovedstaden;80+;M;26500;26405
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;557;0
Midtjylland;3-5;M;561;0
Midtjylland;6-11;K;12181;0
Midtjylland;6-11;M;12863;0
Midtjylland;12-15;K;28169;26212
Midtjylland;12-15;M;29290;27260
Midtjylland;16-19;K;30047;29336
Midtjylland;16-19;M;30391;29448
Midtjylland;20-39;K;145535;140095
Midtjylland;20-39;M;148305;142574
Midtjylland;40-64;K;199886;198257
Midtjylland;40-64;M;198800;197000
Midtjylland;65-79;K;100184;99979
Midtjylland;65-79;M;94463;94251
Midtjylland;80+;K;33220;33108
Midtjylland;80+;M;23298;23237
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;152;0
Nordjylland;3-5;M;178;0
Nordjylland;6-11;K;3868;0
Nordjylland;6-11;M;4065;1
Nordjylland;12-15;K;11650;10749
Nordjylland;12-15;M;12462;11532
Nordjylland;16-19;K;12508;12218
Nordjylland;16-19;M;12968;12542
Nordjylland;20-39;K;58261;55856
Nordjylland;20-39;M;63096;60317
Nordjylland;40-64;K;89029;88269
Nordjylland;40-64;M;89336;88437
Nordjylland;65-79;K;49056;48936
Nordjylland;65-79;M;46909;46792
Nordjylland;80+;K;16812;16758
Nordjylland;80+;M;11970;11918
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;212;1
Sjælland;3-5;M;233;1
Sjælland;6-11;K;4864;0
Sjælland;6-11;M;5223;4
Sjælland;12-15;K;17049;15997
Sjælland;12-15;M;17964;16741
Sjælland;16-19;K;17782;17266
Sjælland;16-19;M;18944;18278
Sjælland;20-39;K;66231;63126
Sjælland;20-39;M;67865;64633
Sjælland;40-64;K;137332;135913
Sjælland;40-64;M;134752;133231
Sjælland;65-79;K;75059;74862
Sjælland;65-79;M;69692;69517
Sjælland;80+;K;23578;23489
Sjælland;80+;M;16544;16505
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;361;0
Syddanmark;3-5;M;412;0
Syddanmark;6-11;K;9878;6
Syddanmark;6-11;M;10654;10
Syddanmark;12-15;K;24991;23384
Syddanmark;12-15;M;26123;24401
Syddanmark;16-19;K;27042;26366
Syddanmark;16-19;M;27416;26541
Syddanmark;20-39;K;112219;107188
Syddanmark;20-39;M;116722;111510
Syddanmark;40-64;K;190214;188522
Syddanmark;40-64;M;189068;187019
Syddanmark;65-79;K;101007;100771
Syddanmark;65-79;M;95245;95007
Syddanmark;80+;K;35656;35543
Syddanmark;80+;M;24617;24566
