"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;482320;464325;591880
Midtjylland;1087754;1040758;1342033
Syddanmark;991627;950835;1228401
Hovedstaden;1448211;1393151;1868690
Sjælland;673324;649564;843398
