"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;5233;0
Hovedstaden;0-9;M;5508;2
Hovedstaden;10-19;K;73053;64082
Hovedstaden;10-19;M;75289;65758
Hovedstaden;20-29;K;119991;115207
Hovedstaden;20-29;M;113496;108420
Hovedstaden;30-39;K;108974;104591
Hovedstaden;30-39;M;106687;102934
Hovedstaden;40-49;K;111972;110011
Hovedstaden;40-49;M;108752;106832
Hovedstaden;50-59;K;112930;111851
Hovedstaden;50-59;M;111991;110871
Hovedstaden;60-69;K;88931;88465
Hovedstaden;60-69;M;84313;83815
Hovedstaden;70-79;K;82269;81999
Hovedstaden;70-79;M;68487;68282
Hovedstaden;80-89;K;36266;36113
Hovedstaden;80-89;M;23837;23756
Hovedstaden;90+;K;7569;7513
Hovedstaden;90+;M;2663;2649
Midtjylland;0-9;K;6283;1
Midtjylland;0-9;M;6640;0
Midtjylland;10-19;K;64674;55548
Midtjylland;10-19;M;66466;56708
Midtjylland;20-29;K;78371;75451
Midtjylland;20-29;M;80149;76809
Midtjylland;30-39;K;67164;64644
Midtjylland;30-39;M;68156;65765
Midtjylland;40-49;K;77465;76543
Midtjylland;40-49;M;76499;75395
Midtjylland;50-59;K;84304;83755
Midtjylland;50-59;M;84711;84160
Midtjylland;60-69;K;74368;74109
Midtjylland;60-69;M;72867;72623
Midtjylland;70-79;K;63933;63829
Midtjylland;70-79;M;59186;59073
Midtjylland;80-89;K;27711;27627
Midtjylland;80-89;M;20930;20878
Midtjylland;90+;K;5509;5481
Midtjylland;90+;M;2368;2359
Nordjylland;0-9;K;1926;0
Nordjylland;0-9;M;2006;0
Nordjylland;10-19;K;26252;22967
Nordjylland;10-19;M;27667;24075
Nordjylland;20-29;K;30888;29512
Nordjylland;20-29;M;34738;33092
Nordjylland;30-39;K;27373;26344
Nordjylland;30-39;M;28358;27225
Nordjylland;40-49;K;32256;31847
Nordjylland;40-49;M;32386;31892
Nordjylland;50-59;K;38372;38103
Nordjylland;50-59;M;38792;38474
Nordjylland;60-69;K;35778;35636
Nordjylland;60-69;M;35257;35116
Nordjylland;70-79;K;31679;31619
Nordjylland;70-79;M;29810;29747
Nordjylland;80-89;K;14045;14005
Nordjylland;80-89;M;10733;10692
Nordjylland;90+;K;2767;2753
Nordjylland;90+;M;1237;1226
Sjælland;0-9;K;2506;1
Sjælland;0-9;M;2694;1
Sjælland;10-19;K;37401;33263
Sjælland;10-19;M;39670;35023
Sjælland;20-29;K;29582;28086
Sjælland;20-29;M;32399;30661
Sjælland;30-39;K;36649;35040
Sjælland;30-39;M;35466;33972
Sjælland;40-49;K;50340;49550
Sjælland;40-49;M;48140;47300
Sjælland;50-59;K;59823;59335
Sjælland;50-59;M;59978;59468
Sjælland;60-69;K;52792;52554
Sjælland;60-69;M;51329;51081
Sjælland;70-79;K;49436;49336
Sjælland;70-79;M;44997;44899
Sjælland;80-89;K;19969;19896
Sjælland;80-89;M;15059;15023
Sjælland;90+;K;3609;3593
Sjælland;90+;M;1485;1482
Syddanmark;0-9;K;4955;3
Syddanmark;0-9;M;5496;3
Syddanmark;10-19;K;57319;49754
Syddanmark;10-19;M;59109;50949
Syddanmark;20-29;K;55866;53269
Syddanmark;20-29;M;60202;57260
Syddanmark;30-39;K;56353;53919
Syddanmark;30-39;M;56520;54250
Syddanmark;40-49;K;70747;69804
Syddanmark;40-49;M;69066;67860
Syddanmark;50-59;K;81725;81148
Syddanmark;50-59;M;82496;81830
Syddanmark;60-69;K;73485;73221
Syddanmark;60-69;M;72572;72290
Syddanmark;70-79;K;65264;65120
Syddanmark;70-79;M;60179;60046
Syddanmark;80-89;K;29771;29701
Syddanmark;80-89;M;22179;22135
Syddanmark;90+;K;5885;5842
Syddanmark;90+;M;2438;2431
