"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;571;0
Hovedstaden;3-5;M;589;2
Hovedstaden;6-11;K;9684;3
Hovedstaden;6-11;M;10201;4
Hovedstaden;12-15;K;29324;26618
Hovedstaden;12-15;M;31077;28246
Hovedstaden;16-19;K;34118;32934
Hovedstaden;16-19;M;34728;33384
Hovedstaden;20-39;K;228624;219425
Hovedstaden;20-39;M;219798;210929
Hovedstaden;40-64;K;270545;267228
Hovedstaden;40-64;M;265821;262425
Hovedstaden;65-79;K;126415;125938
Hovedstaden;65-79;M;109155;108771
Hovedstaden;80+;K;47903;47686
Hovedstaden;80+;M;29654;29558
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;554;0
Midtjylland;3-5;M;557;0
Midtjylland;6-11;K;12107;0
Midtjylland;6-11;M;12766;0
Midtjylland;12-15;K;25308;23289
Midtjylland;12-15;M;26372;24272
Midtjylland;16-19;K;29356;28658
Midtjylland;16-19;M;30078;29142
Midtjylland;20-39;K;145816;140366
Midtjylland;20-39;M;148775;143023
Midtjylland;40-64;K;198551;196908
Midtjylland;40-64;M;197220;195408
Midtjylland;65-79;K;101679;101471
Midtjylland;65-79;M;96231;96016
Midtjylland;80+;K;36409;36295
Midtjylland;80+;M;25972;25909
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;151;0
Nordjylland;3-5;M;177;0
Nordjylland;6-11;K;3844;0
Nordjylland;6-11;M;4047;1
Nordjylland;12-15;K;10434;9520
Nordjylland;12-15;M;11190;10251
Nordjylland;16-19;K;12207;11921
Nordjylland;16-19;M;12765;12356
Nordjylland;20-39;K;58371;55958
Nordjylland;20-39;M;63380;60582
Nordjylland;40-64;K;88206;87443
Nordjylland;40-64;M;88413;87509
Nordjylland;65-79;K;49695;49571
Nordjylland;65-79;M;47601;47481
Nordjylland;80+;K;18428;18373
Nordjylland;80+;M;13411;13359
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;209;1
Sjælland;3-5;M;232;1
Sjælland;6-11;K;4840;0
Sjælland;6-11;M;5197;2
Sjælland;12-15;K;15212;14149
Sjælland;12-15;M;16146;14911
Sjælland;16-19;K;17771;17254
Sjælland;16-19;M;18834;18176
Sjælland;20-39;K;66106;63000
Sjælland;20-39;M;68180;64935
Sjælland;40-64;K;135964;134539
Sjælland;40-64;M;133339;131814
Sjælland;65-79;K;76021;75817
Sjælland;65-79;M;70652;70474
Sjælland;80+;K;25984;25894
Sjælland;80+;M;18637;18597
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;357;0
Syddanmark;3-5;M;409;0
Syddanmark;6-11;K;9822;4
Syddanmark;6-11;M;10579;7
Syddanmark;12-15;K;22459;20812
Syddanmark;12-15;M;23605;21829
Syddanmark;16-19;K;26536;25862
Syddanmark;16-19;M;27044;26190
Syddanmark;20-39;K;112526;107483
Syddanmark;20-39;M;117329;112090
Syddanmark;40-64;K;188442;186752
Syddanmark;40-64;M;187057;184996
Syddanmark;65-79;K;102151;101907
Syddanmark;65-79;M;96661;96421
Syddanmark;80+;K;39075;38960
Syddanmark;80+;M;27573;27521
