"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
Nordjylland;482320;464325;128919;81.5;78.4;21.8;591880
Midtjylland;1087754;1040758;316126;81.1;77.6;23.6;1342033
Syddanmark;991627;950835;281806;80.7;77.4;22.9;1228401
Hovedstaden;1448211;1393151;440172;77.5;74.6;23.6;1868690
Sjælland;673324;649564;210367;79.8;77.0;24.9;843398
