"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;491149;472010;645195
Frederiksberg;84225;81283;103825
Ballerup;37555;36235;49226
Brøndby;24959;23966;35644
Dragør;11758;11321;14628
Gentofte;59863;57336;74228
Gladsaxe;53176;51092;69297
Glostrup;17653;17014;23498
Herlev;21798;20932;28834
Albertslund;19827;18834;27562
Hvidovre;39827;38237;53269
Høje-Taastrup;38088;36363;52882
Lyngby-Taarbæk;46717;44797;57883
Rødovre;30892;29654;41418
Ishøj;15594;14844;23183
Tårnby;33032;31607;42719
Vallensbæk;12093;11531;16488
Furesø;32736;31398;41405
Allerød;21070;20364;25870
Fredensborg;32199;31138;41151
Helsingør;50222;48378;62951
Hillerød;42212;40937;53208
Hørsholm;20478;19860;24763
Rudersdal;46585;44892;57304
Egedal;35627;34254;44346
Frederikssund;37330;36166;45759
Greve;39323;37830;50808
Køge;48735;47154;61746
Frederiksværk-Hundested;25200;24501;31344
Roskilde;72578;69930;89449
Solrød;18733;18105;23761
Gribskov;33088;32207;41145
Odsherred;27020;26217;32879
Holbæk;58790;56521;72810
Faxe;29461;28455;37142
Kalundborg;38684;37358;48440
Ringsted;27111;26065;35083
Slagelse;62813;60462;79637
Stevns;18846;18247;23479
Sorø;24251;23389;29984
Lejre;22977;22111;28641
Lolland;32134;30942;40126
Næstved;67096;64568;83743
Guldborgsund;48364;46874;60283
Vordingborg;36408;35336;45387
Bornholm;33258;32000;39665
Middelfart;32943;31438;39590
Assens;33906;32615;40990
Faaborg-Midtfyn;42584;41005;51846
Kerteminde;19936;19193;24045
Nyborg;26573;25602;32102
Odense;166975;160711;206092
Svendborg;48841;47027;59173
Nordfyns;24119;23299;29738
Langeland;10310;10029;12318
Ærø;5136;5009;6026
Haderslev;44307;42520;55392
Billund;21445;20533;26629
Sønderborg;59535;57486;73650
Tønder;29086;28043;36880
Esbjerg;92160;88471;115456
Fanø;2889;2801;3429
Varde;39647;38147;49696
Vejen;33791;32119;42635
Aabenraa;46002;44133;58652
Fredericia;41791;39823;51605
Horsens;74370;70614;94374
Kolding;74741;70836;93566
Vejle;94910;89995;118891
Herning;72616;69011;89275
Holstebro;47964;45672;58565
Lemvig;16219;15587;19408
Struer;17398;16645;20789
Syddjurs;35651;34376;43592
Norddjurs;30345;29252;36971
Favrskov;39804;37895;48885
Odder;19194;18611;23279
Randers;79869;76662;98932
Silkeborg;78083;74642;97260
Samsø;3099;3049;3723
Skanderborg;51652;49368;64266
Århus;287148;275700;355518
Ikast-Brande;33359;31666;41913
Ringkøbing-Skjern;45396;43581;56198
Hedensted;38433;36642;47133
Morsø;16523;15943;20052
Skive;37540;36070;45053
Thisted;34907;33867;43100
Viborg;79614;75715;96899
Brønderslev-Dronninglund;29280;28000;36170
Frederikshavn;48923;46745;58876
Vesthimmerlands;28983;28003;36355
Læsø;1488;1451;1770
Rebild;24425;23456;30657
Mariagerfjord;33965;32847;41641
Jammerbugt;31094;29894;38190
Ålborg;180070;173474;221202
Hjørring;52662;50645;63867
