"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,51786,23204,8.1,3.6,638869
Frederiksberg,10807,5560,10.5,5.4,103351
Ballerup,5452,2561,11.1,5.2,49086
Brøndby,4014,1958,11.3,5.5,35404
Dragør,1719,898,11.8,6.2,14575
Gentofte,8497,4527,11.4,6.1,74358
Gladsaxe,7813,3889,11.3,5.6,69180
Glostrup,3010,1699,12.8,7.2,23465
Herlev,3559,1743,12.3,6.0,28834
Albertslund,2853,1630,10.5,6.0,27214
Hvidovre,6301,3346,11.8,6.3,53302
Høje Tåstrup,5339,2987,10.2,5.7,52172
Lyngby-Taarbæk,6566,3640,11.5,6.4,56892
Rødovre,4671,2313,11.3,5.6,41237
Ishøj,2133,1110,9.2,4.8,23070
Tårnby,4731,2363,11.1,5.5,42685
Vallensbæk,1878,1024,11.3,6.2,16556
Furesø,4994,2660,12.2,6.5,40913
Allerød,3127,1607,12.1,6.2,25855
Fredensborg,4926,2519,12.0,6.1,41046
Helsingør,7872,4029,12.5,6.4,63010
Hillerød,6860,3369,13.3,6.5,51720
Hørsholm,3357,1876,13.5,7.6,24825
Rudersdal,7183,3722,12.6,6.5,56995
Egedal,4368,2081,10.0,4.8,43710
Frederikssund,5720,2844,12.6,6.2,45565
Greve,5028,2565,9.9,5.1,50539
Køge,6328,3464,10.3,5.6,61518
Halsnæs,4252,1851,13.5,5.9,31430
Roskilde,10001,5274,11.3,5.9,88769
Solrød,2286,1211,9.7,5.2,23478
Gribskov,5391,2482,13.2,6.1,40991
Odsherred,4088,2055,12.4,6.2,32911
Holbæk,8204,4342,11.4,6.0,71981
Faxe,3803,2104,10.3,5.7,36757
Kalundborg,5139,2682,10.6,5.5,48429
Ringsted,3324,1803,9.5,5.2,34974
Slagelse,9174,4750,11.6,6.0,79244
Stevns,2646,1326,11.4,5.7,23191
Sorø,3619,1756,12.1,5.9,29988
Lejre,3219,1653,11.4,5.8,28298
Lolland,4734,2618,11.7,6.5,40409
Næstved,9372,5389,11.3,6.5,83286
Guldborgsund,7819,4083,13.0,6.8,60314
Vordingborg,5182,2711,11.5,6.0,45212
Bornholm,5224,2413,13.1,6.1,39735
Middelfart,5119,2612,13.0,6.7,39256
Assens,4571,1956,11.2,4.8,40846
Faaborg-Midtfyn,5936,2784,11.5,5.4,51652
Kerteminde,2858,1323,12.0,5.6,23837
Nyborg,3939,1564,12.3,4.9,31952
Odense,22621,10308,11.0,5.0,205058
Svendborg,7987,4395,13.6,7.5,58812
Nordfyn,3274,1404,11.1,4.8,29534
Langeland,1785,877,14.4,7.1,12361
Ærø,952,546,15.9,9.1,5995
Haderslev,5877,2635,10.6,4.8,55333
Billund,2745,1478,10.4,5.6,26515
Sønderborg,8405,3480,11.4,4.7,73790
Tønder,3957,1868,10.7,5.0,37032
Esbjerg,14041,7154,12.2,6.2,115538
Fanø,419,221,12.1,6.4,3449
Varde,5942,3229,12.0,6.5,49668
Vejen,4911,2691,11.5,6.3,42783
Aabenraa,5778,2468,9.9,4.2,58573
Fredericia,6153,3171,12.0,6.2,51372
Horsens,9491,4484,10.3,4.8,92575
Kolding,9682,5146,10.4,5.5,93106
Vejle,12634,6377,10.8,5.4,117511
Herning,10060,5623,11.3,6.3,89283
Holstebro,6794,3689,11.6,6.3,58689
Lemvig,2326,1328,11.9,6.8,19565
Struer,2526,1430,12.1,6.9,20825
Syddjurs,5028,2582,11.6,6.0,43278
Norddjurs,4692,2606,12.7,7.0,36981
Favrskov,5045,2589,10.4,5.3,48488
Odder,2873,1531,12.5,6.7,23012
Randers,11309,5860,11.5,6.0,98324
Silkeborg,10330,5579,10.8,5.8,95923
Samsø,696,458,18.9,12.5,3678
Skanderborg,6540,2995,10.3,4.7,63468
Århus,35162,16373,10.0,4.6,352443
Ikast-Brande,4180,2140,10.1,5.2,41543
Ringkøbing-Skjern,6167,3530,11.0,6.3,56142
Hedensted,5072,2610,10.8,5.6,46831
Morsø,2774,1731,13.8,8.6,20076
Skive,5280,3013,11.6,6.6,45423
Thisted,5111,2622,11.9,6.1,43103
Viborg,11139,6474,11.5,6.7,96650
Brønderslev,4222,2266,11.7,6.3,36136
Frederikshavn,6822,3940,11.6,6.7,58967
Vesthimmerland,4532,2389,12.5,6.6,36343
Læsø,401,182,22.6,10.3,1774
Rebild,3170,1681,10.4,5.5,30501
Mariagerfjord,5113,2547,12.3,6.1,41587
Jammerbugt,4020,2106,10.5,5.5,38160
Aalborg,23884,11822,10.9,5.4,219649
Hjørring,7974,4320,12.4,6.7,64118
