"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,1,0
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,596,159
Hovedstaden,10-19,M,309,86
Hovedstaden,20-29,K,11700,3956
Hovedstaden,20-29,M,4478,1383
Hovedstaden,30-39,K,12640,5532
Hovedstaden,30-39,M,5821,2529
Hovedstaden,40-49,K,17976,7838
Hovedstaden,40-49,M,6819,2853
Hovedstaden,50-59,K,20791,9304
Hovedstaden,50-59,M,9109,3983
Hovedstaden,60-69,K,16390,7927
Hovedstaden,60-69,M,10418,5058
Hovedstaden,70-79,K,13057,6303
Hovedstaden,70-79,M,11622,5893
Hovedstaden,80-89,K,25008,14596
Hovedstaden,80-89,M,16254,8990
Hovedstaden,90+,K,8335,6975
Hovedstaden,90+,M,3079,2540
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,712,223
Midtjylland,10-19,M,224,61
Midtjylland,20-29,K,9163,2852
Midtjylland,20-29,M,2822,715
Midtjylland,30-39,K,9782,3984
Midtjylland,30-39,M,3108,1142
Midtjylland,40-49,K,13662,5601
Midtjylland,40-49,M,3735,1337
Midtjylland,50-59,K,15746,6755
Midtjylland,50-59,M,4322,1608
Midtjylland,60-69,K,12830,6248
Midtjylland,60-69,M,7211,3298
Midtjylland,70-79,K,9742,4582
Midtjylland,70-79,M,10269,4599
Midtjylland,80-89,K,18397,13862
Midtjylland,80-89,M,13643,9556
Midtjylland,90+,K,6485,5898
Midtjylland,90+,M,2857,2573
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,288,100
Nordjylland,10-19,M,94,34
Nordjylland,20-29,K,3863,1245
Nordjylland,20-29,M,1337,414
Nordjylland,30-39,K,4598,1598
Nordjylland,30-39,M,1491,460
Nordjylland,40-49,K,6464,2334
Nordjylland,40-49,M,1959,600
Nordjylland,50-59,K,8500,3348
Nordjylland,50-59,M,2609,857
Nordjylland,60-69,K,5915,2502
Nordjylland,60-69,M,3109,1357
Nordjylland,70-79,K,3405,2127
Nordjylland,70-79,M,3441,2028
Nordjylland,80-89,K,9200,7069
Nordjylland,80-89,M,6942,4991
Nordjylland,90+,K,3292,3131
Nordjylland,90+,M,1515,1411
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,0
Sjælland,10-19,K,342,91
Sjælland,10-19,M,150,58
Sjælland,20-29,K,3562,1138
Sjælland,20-29,M,1253,412
Sjælland,30-39,K,5625,2007
Sjælland,30-39,M,1771,644
Sjælland,40-49,K,9292,3594
Sjælland,40-49,M,2684,964
Sjælland,50-59,K,11416,4373
Sjælland,50-59,M,3709,1415
Sjælland,60-69,K,8623,4166
Sjælland,60-69,M,5361,2782
Sjælland,70-79,K,6413,3807
Sjælland,70-79,M,7007,3994
Sjælland,80-89,K,12031,8933
Sjælland,80-89,M,9067,6248
Sjælland,90+,K,3975,3630
Sjælland,90+,M,1684,1530
Syddanmark,0-9,K,0,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,567,156
Syddanmark,10-19,M,212,58
Syddanmark,20-29,K,6834,1958
Syddanmark,20-29,M,2325,619
Syddanmark,30-39,K,8597,3318
Syddanmark,30-39,M,3017,1062
Syddanmark,40-49,K,13015,4939
Syddanmark,40-49,M,4136,1444
Syddanmark,50-59,K,15966,6106
Syddanmark,50-59,M,5665,1729
Syddanmark,60-69,K,11716,4856
Syddanmark,60-69,M,7224,2675
Syddanmark,70-79,K,8854,4215
Syddanmark,70-79,M,9083,4086
Syddanmark,80-89,K,18908,13200
Syddanmark,80-89,M,13652,8895
Syddanmark,90+,K,6887,5892
Syddanmark,90+,M,2928,2479
