"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,51786,23204,638869
Frederiksberg,10807,5560,103351
Ballerup,5452,2561,49086
Brøndby,4014,1958,35404
Dragør,1719,898,14575
Gentofte,8497,4527,74358
Gladsaxe,7813,3889,69180
Glostrup,3010,1699,23465
Herlev,3559,1743,28834
Albertslund,2853,1630,27214
Hvidovre,6301,3346,53302
Høje-Taastrup,5339,2987,52172
Lyngby-Taarbæk,6566,3640,56892
Rødovre,4671,2313,41237
Ishøj,2133,1110,23070
Tårnby,4731,2363,42685
Vallensbæk,1878,1024,16556
Furesø,4994,2660,40913
Allerød,3127,1607,25855
Fredensborg,4926,2519,41046
Helsingør,7872,4029,63010
Hillerød,6860,3369,51720
Hørsholm,3357,1876,24825
Rudersdal,7183,3722,56995
Egedal,4368,2081,43710
Frederikssund,5720,2844,45565
Greve,5028,2565,50539
Køge,6328,3464,61518
Frederiksværk-Hundested,4252,1851,31430
Roskilde,10001,5274,88769
Solrød,2286,1211,23478
Gribskov,5391,2482,40991
Odsherred,4088,2055,32911
Holbæk,8204,4342,71981
Faxe,3803,2104,36757
Kalundborg,5139,2682,48429
Ringsted,3324,1803,34974
Slagelse,9174,4750,79244
Stevns,2646,1326,23191
Sorø,3619,1756,29988
Lejre,3219,1653,28298
Lolland,4734,2618,40409
Næstved,9372,5389,83286
Guldborgsund,7819,4083,60314
Vordingborg,5182,2711,45212
Bornholm,5224,2413,39735
Middelfart,5119,2612,39256
Assens,4571,1956,40846
Faaborg-Midtfyn,5936,2784,51652
Kerteminde,2858,1323,23837
Nyborg,3939,1564,31952
Odense,22621,10308,205058
Svendborg,7987,4395,58812
Nordfyns,3274,1404,29534
Langeland,1785,877,12361
Ærø,952,546,5995
Haderslev,5877,2635,55333
Billund,2745,1478,26515
Sønderborg,8405,3480,73790
Tønder,3957,1868,37032
Esbjerg,14041,7154,115538
Fanø,419,221,3449
Varde,5942,3229,49668
Vejen,4911,2691,42783
Aabenraa,5778,2468,58573
Fredericia,6153,3171,51372
Horsens,9491,4484,92575
Kolding,9682,5146,93106
Vejle,12634,6377,117511
Herning,10060,5623,89283
Holstebro,6794,3689,58689
Lemvig,2326,1328,19565
Struer,2526,1430,20825
Syddjurs,5028,2582,43278
Norddjurs,4692,2606,36981
Favrskov,5045,2589,48488
Odder,2873,1531,23012
Randers,11309,5860,98324
Silkeborg,10330,5579,95923
Samsø,696,458,3678
Skanderborg,6540,2995,63468
Århus,35162,16373,352443
Ikast-Brande,4180,2140,41543
Ringkøbing-Skjern,6167,3530,56142
Hedensted,5072,2610,46831
Morsø,2774,1731,20076
Skive,5280,3013,45423
Thisted,5111,2622,43103
Viborg,11139,6474,96650
Brønderslev-Dronninglund,4222,2266,36136
Frederikshavn,6822,3940,58967
Vesthimmerlands,4532,2389,36343
Læsø,401,182,1774
Rebild,3170,1681,30501
Mariagerfjord,5113,2547,41587
Jammerbugt,4020,2106,38160
Ålborg,23884,11822,219649
Hjørring,7974,4320,64118
