"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,68023,35606,590414
Midtjylland,144710,74894,1333121
Syddanmark,139586,67687,1223973
Hovedstaden,194403,95905,1856045
Sjælland,93966,49786,839298
