Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-02-01;5100;8;4;50;4;50;2;2;2;294
2021-02-02;4841;9;5;55,5555555555556;4;44,4444444444444;5;0;5;308
2021-02-03;5068;10;6;60;4;40;6;0;6;343
2021-02-04;4673;7;3;42,8571428571429;4;57,1428571428571;3;0;5;322
2021-02-05;4522;7;5;71,4285714285714;2;28,5714285714286;4;1;6;280
2021-02-06;2675;10;6;60;4;40;6;0;3;264
2021-02-07;3122;14;7;50;7;50;7;0;6;326
2021-02-08;7290;13;7;53,8461538461539;6;46,1538461538462;6;1;5;439
2021-02-09;6367;6;4;66,6666666666667;2;33,3333333333333;4;0;5;390
2021-02-10;7367;13;5;38,4615384615385;8;61,5384615384615;4;1;1;498
2021-02-11;9506;13;7;53,8461538461539;6;46,1538461538462;6;1;3;537
2021-02-12;9527;9;4;44,4444444444444;5;55,5555555555556;3;1;4;478
2021-02-13;4969;15;8;53,3333333333333;7;46,6666666666667;7;1;6;339
2021-02-14;4955;20;10;50;10;50;7;3;9;435
2021-02-15;17793;49;24;48,9795918367347;25;51,0204081632653;17;7;25;1155
2021-02-16;17527;60;44;73,3333333333333;16;26,6666666666667;33;10;19;1340
2021-02-17;27011;86;53;61,6279069767442;33;38,3720930232558;44;9;20;2014
2021-02-18;30953;52;40;76,9230769230769;12;23,0769230769231;33;4;30;1803
2021-02-19;35213;88;54;61,3636363636364;34;38,6363636363636;42;12;37;1829
2021-02-20;22282;62;41;66,1290322580645;21;33,8709677419355;33;8;36;1624
2021-02-21;20927;95;66;69,4736842105263;29;30,5263157894737;59;4;41;1693
2021-02-22;26763;101;75;74,2574257425743;26;25,7425742574258;54;19;27;1899
2021-02-23;30673;100;70;70;30;30;58;10;34;2049
2021-02-24;30838;93;57;61,2903225806452;36;38,7096774193548;43;12;33;2124
2021-02-25;29484;91;53;58,2417582417583;38;41,7582417582418;44;9;20;1636
2021-02-26;37606;116;70;60,3448275862069;46;39,6551724137931;54;16;41;1827
