"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;472282;461346;644400
Frederiksberg;81218;79810;103812
Ballerup;36264;35640;49172
Brøndby;24053;23487;35530
Dragør;11286;11125;14614
Gentofte;57258;56363;74228
Gladsaxe;51160;50289;69207
Glostrup;17067;16760;23483
Herlev;20999;20594;28855
Albertslund;18929;18395;27489
Hvidovre;38337;37570;53270
Høje-Taastrup;36297;35523;52771
Lyngby-Taarbæk;44676;44004;57853
Rødovre;29570;29029;41274
Ishøj;14889;14460;23149
Tårnby;31606;31079;42662
Vallensbæk;11568;11325;16514
Furesø;31352;30938;41377
Allerød;20303;20093;25874
Fredensborg;31056;30603;41081
Helsingør;48374;47605;63028
Hillerød;40757;40185;53059
Hørsholm;19810;19571;24783
Rudersdal;44776;44174;57274
Egedal;34208;33743;44330
Frederikssund;36149;35632;45746
Greve;37670;37092;50751
Køge;46938;46249;61704
Frederiksværk-Hundested;24493;24146;31346
Roskilde;69604;68674;89377
Solrød;17941;17699;23684
Gribskov;32117;31667;41095
Odsherred;26186;25857;32910
Holbæk;56372;55547;72737
Faxe;28239;27875;37046
Kalundborg;37236;36748;48435
Ringsted;25980;25636;35121
Slagelse;60300;59373;79629
Stevns;18152;17946;23418
Sorø;23301;23011;30002
Lejre;21988;21726;28600
Lolland;30862;30428;40183
Næstved;64203;63319;83663
Guldborgsund;46746;46102;60309
Vordingborg;35243;34763;45384
Bornholm;31982;31553;39708
Middelfart;31329;30966;39549
Assens;32519;32108;40934
Faaborg-Midtfyn;40857;40306;51826
Kerteminde;19119;18893;23998
Nyborg;25518;25225;32068
Odense;160064;157616;206127
Svendborg;46798;46183;59142
Nordfyns;23164;22870;29709
Langeland;10009;9912;12326
Ærø;5010;4963;6016
Haderslev;42234;41576;55345
Billund;20436;20138;26613
Sønderborg;57358;56579;73646
Tønder;27915;27524;36843
Esbjerg;88605;87284;115487
Fanø;2807;2782;3432
Varde;38041;37564;49658
Vejen;31940;31501;42690
Aabenraa;43808;43216;58597
Fredericia;39608;39091;51543
Horsens;70219;69108;94150
Kolding;70445;69276;93462
Vejle;89592;88092;118575
Herning;68711;67669;89227
Holstebro;45450;44798;58541
Lemvig;15521;15356;19382
Struer;16583;16367;20779
Syddjurs;34420;34031;43636
Norddjurs;29256;28905;36989
Favrskov;37712;37240;48780
Odder;18563;18364;23266
Randers;76400;75238;98860
Silkeborg;74266;73258;97112
Samsø;3071;3050;3730
Skanderborg;49060;48526;64148
Århus;275184;270475;355327
Ikast-Brande;31499;31043;41885
Ringkøbing-Skjern;43370;42813;56199
Hedensted;36436;35956;47058
Morsø;15910;15697;20077
Skive;36022;35539;45079
Thisted;33799;33312;43125
Viborg;75441;74441;96842
Brønderslev-Dronninglund;28014;27574;36169
Frederikshavn;46873;46279;58900
Vesthimmerlands;27969;27600;36343
Læsø;1463;1448;1776
Rebild;23291;22988;30612
Mariagerfjord;32814;32372;41623
Jammerbugt;29789;29357;38182
Ålborg;173277;170245;221216
Hjørring;50640;49884;63883
