"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2021-01-01;Nationalt;1;5870419;0.00;1
2021-01-04;Nationalt;1;5870419;0.00;2
2021-01-07;Nationalt;1;5870419;0.00;3
2021-01-08;Nationalt;1;5870419;0.00;4
2021-01-09;Nationalt;2;5870419;0.00;6
2021-01-12;Nationalt;2;5870419;0.00;8
2021-01-13;Nationalt;2;5870419;0.00;10
2021-01-14;Nationalt;1;5870419;0.00;11
2021-01-15;Nationalt;5;5870419;0.00;16
2021-01-16;Nationalt;9;5870419;0.00;25
2021-01-17;Nationalt;648;5870419;0.01;673
2021-01-18;Nationalt;1980;5870419;0.05;2653
2021-01-19;Nationalt;1935;5870419;0.08;4588
2021-01-20;Nationalt;1743;5870419;0.11;6331
2021-01-21;Nationalt;2204;5870419;0.15;8535
2021-01-22;Nationalt;5373;5870419;0.24;13908
2021-01-23;Nationalt;6626;5870419;0.35;20534
2021-01-24;Nationalt;5993;5870419;0.45;26527
2021-01-25;Nationalt;2327;5870419;0.49;28854
2021-01-26;Nationalt;1640;5870419;0.52;30494
2021-01-27;Nationalt;4150;5870419;0.59;34644
2021-01-28;Nationalt;7876;5870419;0.72;42520
2021-01-29;Nationalt;17431;5870419;1.02;59951
2021-01-30;Nationalt;12130;5870419;1.23;72081
2021-01-31;Nationalt;11433;5870419;1.42;83514
2021-02-01;Nationalt;7582;5870419;1.55;91096
2021-02-02;Nationalt;2905;5870419;1.60;94001
2021-02-03;Nationalt;6006;5870419;1.70;100007
2021-02-04;Nationalt;10562;5870419;1.88;110569
2021-02-05;Nationalt;12896;5870419;2.10;123465
2021-02-06;Nationalt;6501;5870419;2.21;129966
2021-02-07;Nationalt;3507;5870419;2.27;133473
2021-02-08;Nationalt;6808;5870419;2.39;140281
2021-02-09;Nationalt;4708;5870419;2.47;144989
2021-02-10;Nationalt;3786;5870419;2.53;148775
2021-02-11;Nationalt;2406;5870419;2.58;151181
2021-02-12;Nationalt;7543;5870419;2.70;158724
2021-02-13;Nationalt;934;5870419;2.72;159658
2021-02-14;Nationalt;607;5870419;2.73;160265
2021-02-15;Nationalt;3099;5870419;2.78;163364
2021-02-16;Nationalt;1310;5870419;2.81;164674
2021-02-17;Nationalt;415;5870419;2.81;165089
2021-02-18;Nationalt;314;5870419;2.82;165403
2021-02-19;Nationalt;946;5870419;2.83;166349
2021-02-20;Nationalt;564;5870419;2.84;166913
2021-02-21;Nationalt;353;5870419;2.85;167266
2021-02-22;Nationalt;1088;5870419;2.87;168354
2021-02-23;Nationalt;1896;5870419;2.90;170250
2021-02-24;Nationalt;1876;5870419;2.93;172126
2021-02-25;Nationalt;612;5870419;2.94;172738
2021-02-26;Nationalt;1002;5870419;2.96;173740
2021-02-27;Nationalt;1380;5870419;2.98;175120
2021-02-28;Nationalt;1335;5870419;3.01;176455
2021-03-01;Nationalt;1050;5870419;3.02;177505
2021-03-02;Nationalt;1265;5870419;3.05;178770
2021-03-03;Nationalt;1007;5870419;3.06;179777
2021-03-04;Nationalt;1782;5870419;3.09;181559
2021-03-05;Nationalt;5604;5870419;3.19;187163
2021-03-06;Nationalt;3870;5870419;3.25;191033
2021-03-07;Nationalt;4218;5870419;3.33;195251
2021-03-08;Nationalt;6320;5870419;3.43;201571
2021-03-09;Nationalt;7030;5870419;3.55;208601
2021-03-10;Nationalt;7073;5870419;3.67;215674
2021-03-11;Nationalt;7803;5870419;3.81;223477
2021-03-12;Nationalt;10344;5870419;3.98;233821
2021-03-13;Nationalt;5775;5870419;4.08;239596
2021-03-14;Nationalt;9199;5870419;4.24;248795
2021-03-15;Nationalt;9681;5870419;4.40;258476
2021-03-16;Nationalt;9272;5870419;4.56;267748
2021-03-17;Nationalt;8979;5870419;4.71;276727
2021-03-18;Nationalt;7138;5870419;4.84;283865
2021-03-19;Nationalt;11567;5870419;5.03;295432
2021-03-20;Nationalt;4742;5870419;5.11;300174
2021-03-21;Nationalt;4594;5870419;5.19;304768
2021-03-22;Nationalt;7648;5870419;5.32;312416
