"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5870419;0.00;1
2020-12-16;Nationalt;1;5870419;0.00;2
2020-12-17;Nationalt;1;5870419;0.00;3
2020-12-18;Nationalt;1;5870419;0.00;4
2020-12-19;Nationalt;1;5870419;0.00;5
2020-12-21;Nationalt;2;5870419;0.00;7
2020-12-22;Nationalt;3;5870419;0.00;10
2020-12-23;Nationalt;4;5870419;0.00;14
2020-12-24;Nationalt;4;5870419;0.00;18
2020-12-26;Nationalt;3;5870419;0.00;21
2020-12-27;Nationalt;5997;5870419;0.10;6018
2020-12-28;Nationalt;1949;5870419;0.14;7967
2020-12-29;Nationalt;8435;5870419;0.28;16402
2020-12-30;Nationalt;10765;5870419;0.46;27167
2020-12-31;Nationalt;5692;5870419;0.56;32859
2021-01-01;Nationalt;2162;5870419;0.60;35021
2021-01-02;Nationalt;8140;5870419;0.74;43161
2021-01-03;Nationalt;5422;5870419;0.83;48583
2021-01-04;Nationalt;2361;5870419;0.87;50944
2021-01-05;Nationalt;12631;5870419;1.08;63575
2021-01-06;Nationalt;18290;5870419;1.39;81865
2021-01-07;Nationalt;16226;5870419;1.67;98091
2021-01-08;Nationalt;7857;5870419;1.80;105948
2021-01-09;Nationalt;1855;5870419;1.84;107803
2021-01-10;Nationalt;819;5870419;1.85;108622
2021-01-11;Nationalt;660;5870419;1.86;109282
2021-01-12;Nationalt;462;5870419;1.87;109744
2021-01-13;Nationalt;12256;5870419;2.08;122000
2021-01-14;Nationalt;17093;5870419;2.37;139093
2021-01-15;Nationalt;14441;5870419;2.62;153534
2021-01-16;Nationalt;4381;5870419;2.69;157915
2021-01-17;Nationalt;2329;5870419;2.73;160244
2021-01-18;Nationalt;3665;5870419;2.79;163909
2021-01-19;Nationalt;2354;5870419;2.83;166263
2021-01-20;Nationalt;1448;5870419;2.86;167711
2021-01-21;Nationalt;1476;5870419;2.88;169187
2021-01-22;Nationalt;642;5870419;2.89;169829
2021-01-23;Nationalt;692;5870419;2.90;170521
2021-01-24;Nationalt;570;5870419;2.91;171091
2021-01-25;Nationalt;274;5870419;2.92;171365
2021-01-26;Nationalt;211;5870419;2.92;171576
2021-01-27;Nationalt;203;5870419;2.93;171779
2021-01-28;Nationalt;227;5870419;2.93;172006
2021-01-29;Nationalt;1053;5870419;2.95;173059
2021-01-30;Nationalt;1133;5870419;2.97;174192
2021-01-31;Nationalt;1150;5870419;2.99;175342
2021-02-01;Nationalt;733;5870419;3.00;176075
2021-02-02;Nationalt;1908;5870419;3.03;177983
2021-02-03;Nationalt;1434;5870419;3.06;179417
2021-02-04;Nationalt;1361;5870419;3.08;180778
2021-02-05;Nationalt;1533;5870419;3.11;182311
2021-02-06;Nationalt;973;5870419;3.12;183284
2021-02-07;Nationalt;1789;5870419;3.15;185073
2021-02-08;Nationalt;2414;5870419;3.19;187487
2021-02-09;Nationalt;3431;5870419;3.25;190918
2021-02-10;Nationalt;3221;5870419;3.31;194139
2021-02-11;Nationalt;5632;5870419;3.40;199771
2021-02-12;Nationalt;11922;5870419;3.61;211693
2021-02-13;Nationalt;6403;5870419;3.72;218096
2021-02-14;Nationalt;6093;5870419;3.82;224189
