"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;6;0
Hovedstaden;0-9;M;4;1
Hovedstaden;10-19;K;59315;56753
Hovedstaden;10-19;M;61508;58604
Hovedstaden;20-29;K;114339;110671
Hovedstaden;20-29;M;108162;104044
Hovedstaden;30-39;K;104139;100458
Hovedstaden;30-39;M;103195;100339
Hovedstaden;40-49;K;108549;106914
Hovedstaden;40-49;M;105521;104086
Hovedstaden;50-59;K;112315;111426
Hovedstaden;50-59;M;111291;110410
Hovedstaden;60-69;K;89333;88929
Hovedstaden;60-69;M;84735;84342
Hovedstaden;70-79;K;83206;82984
Hovedstaden;70-79;M;69987;69813
Hovedstaden;80-89;K;38642;38514
Hovedstaden;80-89;M;26192;26114
Hovedstaden;90+;K;9060;8991
Hovedstaden;90+;M;3337;3316
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;4;0
Midtjylland;10-19;K;51315;49652
Midtjylland;10-19;M;52889;50905
Midtjylland;20-29;K;75289;73208
Midtjylland;20-29;M;76917;74247
Midtjylland;30-39;K;63575;61706
Midtjylland;30-39;M;65495;63835
Midtjylland;40-49;K;75196;74487
Midtjylland;40-49;M;73962;73123
Midtjylland;50-59;K;83690;83252
Midtjylland;50-59;M;84073;83681
Midtjylland;60-69;K;74337;74122
Midtjylland;60-69;M;72705;72525
Midtjylland;70-79;K;64996;64925
Midtjylland;70-79;M;60559;60484
Midtjylland;80-89;K;29609;29542
Midtjylland;80-89;M;22828;22787
Midtjylland;90+;K;6709;6674
Midtjylland;90+;M;3033;3021
Nordjylland;0-9;K;3;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;21279;20507
Nordjylland;10-19;M;22517;21558
Nordjylland;20-29;K;29664;28691
Nordjylland;20-29;M;33422;32132
Nordjylland;30-39;K;25968;25139
Nordjylland;30-39;M;27129;26337
Nordjylland;40-49;K;31353;31050
Nordjylland;40-49;M;31400;31042
Nordjylland;50-59;K;37757;37548
Nordjylland;50-59;M;38096;37876
Nordjylland;60-69;K;35883;35768
Nordjylland;60-69;M;35231;35138
Nordjylland;70-79;K;32087;32045
Nordjylland;70-79;M;30313;30266
Nordjylland;80-89;K;14967;14937
Nordjylland;80-89;M;11747;11724
Nordjylland;90+;K;3430;3414
Nordjylland;90+;M;1593;1584
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;30845;29796
Sjælland;10-19;M;32615;31418
Sjælland;20-29;K;28209;27215
Sjælland;20-29;M;31153;30021
Sjælland;30-39;K;34021;32881
Sjælland;30-39;M;33287;32276
Sjælland;40-49;K;48304;47775
Sjælland;40-49;M;45866;45333
Sjælland;50-59;K;59108;58718
Sjælland;50-59;M;59339;59023
Sjælland;60-69;K;52896;52725
Sjælland;60-69;M;51249;51093
Sjælland;70-79;K;50017;49917
Sjælland;70-79;M;45678;45597
Sjælland;80-89;K;21415;21352
Sjælland;80-89;M;16594;16570
Sjælland;90+;K;4411;4390
Sjælland;90+;M;1951;1943
Syddanmark;0-9;K;3;1
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;46190;44702
Syddanmark;10-19;M;47570;45799
Syddanmark;20-29;K;53306;51568
Syddanmark;20-29;M;57566;55495
Syddanmark;30-39;K;52769;51065
Syddanmark;30-39;M;53664;52158
Syddanmark;40-49;K;68266;67518
Syddanmark;40-49;M;66044;65245
Syddanmark;50-59;K;80700;80271
Syddanmark;50-59;M;81588;81095
Syddanmark;60-69;K;73728;73511
Syddanmark;60-69;M;72508;72309
Syddanmark;70-79;K;65825;65726
Syddanmark;70-79;M;61029;60943
Syddanmark;80-89;K;31787;31725
Syddanmark;80-89;M;24309;24270
Syddanmark;90+;K;7149;7101
Syddanmark;90+;M;3172;3162
