"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-09-13;København;K;237524;226551;237384;226061;140;490
2021-09-13;København;M;226393;216874;226289;216509;104;365
2021-09-13;Frederiksberg;K;42699;41159;42671;41085;28;74
2021-09-13;Frederiksberg;M;37438;36244;37423;36184;15;60
2021-09-13;Ballerup;K;18633;18106;18627;18081;6;25
2021-09-13;Ballerup;M;17258;16759;17254;16741;4;18
2021-09-13;Brøndby;K;12286;11810;12284;11804;2;6
2021-09-13;Brøndby;M;11353;10896;11351;10893;2;3
2021-09-13;Dragør;K;5782;5611;5777;5607;5;4
2021-09-13;Dragør;M;5385;5237;5377;5220;8;17
2021-09-13;Gentofte;K;29885;29006;29866;28955;19;51
2021-09-13;Gentofte;M;26741;25983;26723;25932;18;51
2021-09-13;Gladsaxe;K;25727;24888;25710;24854;17;34
2021-09-13;Gladsaxe;M;24741;23908;24731;23871;10;37
2021-09-13;Glostrup;K;8658;8357;8655;8353;3;4
2021-09-13;Glostrup;M;8234;7965;8231;7954;3;11
2021-09-13;Herlev;K;10803;10456;10800;10434;3;22
2021-09-13;Herlev;M;9916;9578;9911;9560;5;18
2021-09-13;Albertslund;K;9507;9131;9503;9123;4;8
2021-09-13;Albertslund;M;9057;8647;9053;8640;4;7
2021-09-13;Hvidovre;K;19462;18794;19457;18774;5;20
2021-09-13;Hvidovre;M;18381;17778;18374;17761;7;17
2021-09-13;Høje Tåstrup;K;18012;17353;18010;17338;2;15
2021-09-13;Høje Tåstrup;M;17653;17025;17646;17013;7;12
2021-09-13;Lyngby-Taarbæk;K;22695;22070;22689;22038;6;32
2021-09-13;Lyngby-Taarbæk;M;21425;20834;21412;20799;13;35
2021-09-13;Rødovre;K;15191;14679;15188;14660;3;19
2021-09-13;Rødovre;M;13971;13500;13966;13481;5;19
2021-09-13;Ishøj;K;7402;7069;7400;7065;2;4
2021-09-13;Ishøj;M;7113;6770;7111;6768;2;2
2021-09-13;Tårnby;K;16083;15590;16079;15554;4;36
2021-09-13;Tårnby;M;15165;14661;15161;14632;4;29
2021-09-13;Vallensbæk;K;5777;5579;5775;5577;2;2
2021-09-13;Vallensbæk;M;5597;5417;5597;5414;0;3
2021-09-13;Furesø;K;16058;15648;16049;15619;9;29
2021-09-13;Furesø;M;14865;14516;14859;14501;6;15
2021-09-13;Allerød;K;10358;10119;10352;10108;6;11
2021-09-13;Allerød;M;9813;9613;9809;9604;4;9
2021-09-13;Fredensborg;K;16063;15649;16050;15638;13;11
2021-09-13;Fredensborg;M;14622;14222;14618;14207;4;15
2021-09-13;Helsingør;K;25069;24328;25063;24318;6;10
2021-09-13;Helsingør;M;22899;22229;22895;22214;4;15
2021-09-13;Hillerød;K;20547;20077;20538;20048;9;29
2021-09-13;Hillerød;M;19425;18962;19420;18941;5;21
2021-09-13;Hørsholm;K;10570;10309;10566;10296;4;13
2021-09-13;Hørsholm;M;9055;8855;9050;8844;5;11
2021-09-13;Rudersdal;K;23004;22373;22990;22349;14;24
2021-09-13;Rudersdal;M;21435;20866;21426;20845;9;21
2021-09-13;Egedal;K;17191;16742;17184;16713;7;29
2021-09-13;Egedal;M;16560;16163;16550;16136;10;27
2021-09-13;Frederikssund;K;18363;17914;18359;17893;4;21
2021-09-13;Frederikssund;M;17441;17025;17435;17008;6;17
2021-09-13;Greve;K;19060;18479;19058;18464;2;15
2021-09-13;Greve;M;18047;17535;18039;17530;8;5
2021-09-13;Køge;K;23673;23011;23663;22989;10;22
2021-09-13;Køge;M;22724;22147;22715;22125;9;22
2021-09-13;Halsnæs;K;12382;12105;12375;12092;7;13
2021-09-13;Halsnæs;M;11911;11640;11902;11628;9;12
2021-09-13;Roskilde;K;35476;34531;35462;34472;14;59
2021-09-13;Roskilde;M;33272;32377;33261;32309;11;68
2021-09-13;Solrød;K;9094;8864;9091;8854;3;10
2021-09-13;Solrød;M;8569;8379;8568;8372;1;7
2021-09-13;Gribskov;K;16188;15800;16183;15784;5;16
2021-09-13;Gribskov;M;15778;15392;15772;15372;6;20
2021-09-13;Odsherred;K;13119;12858;13117;12852;2;6
2021-09-13;Odsherred;M;12867;12615;12867;12609;0;6
2021-09-13;Holbæk;K;28445;27636;28436;27600;9;36
2021-09-13;Holbæk;M;27290;26570;27286;26539;4;31
2021-09-13;Faxe;K;13995;13663;13993;13655;2;8
2021-09-13;Faxe;M;13987;13683;13985;13667;2;16
2021-09-13;Kalundborg;K;18610;18142;18607;18131;3;11
2021-09-13;Kalundborg;M;18285;17800;18280;17786;5;14
2021-09-13;Ringsted;K;13047;12706;13044;12694;3;12
2021-09-13;Ringsted;M;12689;12383;12685;12375;4;8
2021-09-13;Slagelse;K;30346;29503;30334;29480;12;23
2021-09-13;Slagelse;M;29221;28384;29212;28360;9;24
2021-09-13;Stevns;K;8964;8791;8963;8788;1;3
2021-09-13;Stevns;M;8942;8753;8941;8747;1;6
2021-09-13;Sorø;K;11694;11433;11693;11423;1;10
2021-09-13;Sorø;M;11370;11106;11366;11091;4;15
2021-09-13;Lejre;K;11032;10755;11025;10742;7;13
2021-09-13;Lejre;M;10764;10532;10759;10521;5;11
2021-09-13;Lolland;K;15377;15024;15373;15016;4;8
2021-09-13;Lolland;M;15195;14824;15194;14819;1;5
2021-09-13;Næstved;K;32477;31667;32467;31639;10;28
2021-09-13;Næstved;M;31024;30254;31014;30229;10;25
2021-09-13;Guldborgsund;K;23494;22930;23494;22927;0;3
2021-09-13;Guldborgsund;M;22841;22227;22840;22215;1;12
2021-09-13;Vordingborg;K;17739;17289;17736;17284;3;5
2021-09-13;Vordingborg;M;17199;16731;17196;16726;3;5
2021-09-13;Bornholm;K;16171;15815;16165;15806;6;9
2021-09-13;Bornholm;M;15570;15182;15563;15170;7;12
2021-09-13;Middelfart;K;15615;15267;15612;15259;3;8
2021-09-13;Middelfart;M;15342;14996;15340;14982;2;14
2021-09-13;Assens;K;16222;15791;16214;15777;8;14
2021-09-13;Assens;M;15987;15536;15985;15529;2;7
2021-09-13;Faaborg-Midtfyn;K;20381;19885;20377;19881;4;4
2021-09-13;Faaborg-Midtfyn;M;20076;19597;20071;19587;5;10
2021-09-13;Kerteminde;K;9741;9485;9740;9470;1;15
2021-09-13;Kerteminde;M;9232;8998;9232;8986;0;12
2021-09-13;Nyborg;K;12961;12591;12957;12587;4;4
2021-09-13;Nyborg;M;12361;12012;12360;12005;1;7
2021-09-13;Odense;K;80974;78179;80950;78085;24;94
2021-09-13;Odense;M;76983;74239;76954;74162;29;77
2021-09-13;Svendborg;K;23449;22845;23443;22840;6;5
2021-09-13;Svendborg;M;22684;22010;22671;22005;13;5
2021-09-13;Nordfyn;K;11494;11203;11491;11192;3;11
2021-09-13;Nordfyn;M;11332;11037;11329;11026;3;11
2021-09-13;Langeland;K;4980;4876;4979;4876;1;0
2021-09-13;Langeland;M;4962;4833;4962;4833;0;0
2021-09-13;Ærø;K;2506;2471;2506;2470;0;1
2021-09-13;Ærø;M;2493;2448;2493;2448;0;0
2021-09-13;Haderslev;K;20966;20451;20961;20438;5;13
2021-09-13;Haderslev;M;20656;20046;20649;20026;7;20
2021-09-13;Billund;K;10065;9875;10060;9867;5;8
2021-09-13;Billund;M;10187;9973;10184;9964;3;9
2021-09-13;Sønderborg;K;28770;27976;28766;27972;4;4
2021-09-13;Sønderborg;M;28049;27193;28042;27188;7;5
2021-09-13;Tønder;K;13996;13657;13991;13653;5;4
2021-09-13;Tønder;M;13688;13319;13686;13318;2;1
