"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5860431;0.00;1
2020-12-17;Nationalt;1;5860431;0.00;2
2020-12-18;Nationalt;1;5860431;0.00;3
2020-12-19;Nationalt;1;5860431;0.00;4
2020-12-21;Nationalt;2;5860431;0.00;6
2020-12-22;Nationalt;3;5860431;0.00;9
2020-12-23;Nationalt;3;5860431;0.00;12
2020-12-24;Nationalt;4;5860431;0.00;16
2020-12-26;Nationalt;2;5860431;0.00;18
2020-12-27;Nationalt;6108;5860431;0.10;6126
2020-12-28;Nationalt;1966;5860431;0.14;8092
2020-12-29;Nationalt;8543;5860431;0.28;16635
2020-12-30;Nationalt;10919;5860431;0.47;27554
2020-12-31;Nationalt;5791;5860431;0.57;33345
2021-01-01;Nationalt;2200;5860431;0.61;35545
2021-01-02;Nationalt;8300;5860431;0.75;43845
2021-01-03;Nationalt;5558;5860431;0.84;49403
2021-01-04;Nationalt;2377;5860431;0.88;51780
2021-01-05;Nationalt;12813;5860431;1.10;64593
2021-01-06;Nationalt;18602;5860431;1.42;83195
2021-01-07;Nationalt;16505;5860431;1.70;99700
2021-01-08;Nationalt;7999;5860431;1.84;107699
2021-01-09;Nationalt;1860;5860431;1.87;109559
2021-01-10;Nationalt;820;5860431;1.88;110379
2021-01-11;Nationalt;659;5860431;1.89;111038
2021-01-12;Nationalt;463;5860431;1.90;111501
2021-01-13;Nationalt;12380;5860431;2.11;123881
2021-01-14;Nationalt;17321;5860431;2.41;141202
2021-01-15;Nationalt;14640;5860431;2.66;155842
2021-01-16;Nationalt;4441;5860431;2.74;160283
2021-01-17;Nationalt;2374;5860431;2.78;162657
2021-01-18;Nationalt;3709;5860431;2.84;166366
2021-01-19;Nationalt;2386;5860431;2.88;168752
2021-01-20;Nationalt;1463;5860431;2.90;170215
2021-01-21;Nationalt;1487;5860431;2.93;171702
2021-01-22;Nationalt;644;5860431;2.94;172346
2021-01-23;Nationalt;705;5860431;2.95;173051
2021-01-24;Nationalt;575;5860431;2.96;173626
2021-01-25;Nationalt;277;5860431;2.97;173903
2021-01-26;Nationalt;208;5860431;2.97;174111
2021-01-27;Nationalt;203;5860431;2.97;174314
2021-01-28;Nationalt;223;5860431;2.98;174537
2021-01-29;Nationalt;1067;5860431;3.00;175604
2021-01-30;Nationalt;1146;5860431;3.02;176750
2021-01-31;Nationalt;1161;5860431;3.04;177911
2021-02-01;Nationalt;742;5860431;3.05;178653
2021-02-02;Nationalt;1935;5860431;3.08;180588
2021-02-03;Nationalt;1468;5860431;3.11;182056
2021-02-04;Nationalt;1381;5860431;3.13;183437
2021-02-05;Nationalt;1544;5860431;3.16;184981
2021-02-06;Nationalt;989;5860431;3.17;185970
2021-02-07;Nationalt;1822;5860431;3.20;187792
2021-02-08;Nationalt;2442;5860431;3.25;190234
2021-02-09;Nationalt;3458;5860431;3.31;193692
2021-02-10;Nationalt;3238;5860431;3.36;196930
2021-02-11;Nationalt;5653;5860431;3.46;202583
2021-02-12;Nationalt;11982;5860431;3.66;214565
2021-02-13;Nationalt;6459;5860431;3.77;221024
2021-02-14;Nationalt;6151;5860431;3.88;227175
2021-02-15;Nationalt;13550;5860431;4.11;240725
2021-02-16;Nationalt;13007;5860431;4.33;253732
2021-02-17;Nationalt;10283;5860431;4.51;264015
2021-02-18;Nationalt;11344;5860431;4.70;275359
2021-02-19;Nationalt;13725;5860431;4.93;289084
2021-02-20;Nationalt;10308;5860431;5.11;299392
2021-02-21;Nationalt;10622;5860431;5.29;310014
2021-02-22;Nationalt;13342;5860431;5.52;323356
2021-02-23;Nationalt;14225;5860431;5.76;337581
2021-02-24;Nationalt;13555;5860431;5.99;351136
2021-02-25;Nationalt;14441;5860431;6.24;365577
2021-02-26;Nationalt;35724;5860431;6.85;401301
2021-02-27;Nationalt;6564;5860431;6.96;407865
2021-02-28;Nationalt;10798;5860431;7.14;418663
2021-03-01;Nationalt;19528;5860431;7.48;438191
2021-03-02;Nationalt;16570;5860431;7.76;454761
2021-03-03;Nationalt;12917;5860431;7.98;467678
2021-03-04;Nationalt;17370;5860431;8.28;485048
2021-03-05;Nationalt;16466;5860431;8.56;501514
2021-03-06;Nationalt;14506;5860431;8.81;516020
2021-03-07;Nationalt;11900;5860431;9.01;527920
2021-03-08;Nationalt;9508;5860431;9.17;537428
2021-03-09;Nationalt;10819;5860431;9.36;548247
2021-03-10;Nationalt;11976;5860431;9.56;560223
2021-03-11;Nationalt;4512;5860431;9.64;564735
2021-03-12;Nationalt;3315;5860431;9.69;568050
2021-03-13;Nationalt;4495;5860431;9.77;572545
2021-03-14;Nationalt;1223;5860431;9.79;573768
2021-03-15;Nationalt;2786;5860431;9.84;576554
2021-03-16;Nationalt;6767;5860431;9.95;583321
2021-03-17;Nationalt;10681;5860431;10.1;594002
2021-03-18;Nationalt;14593;5860431;10.4;608595
2021-03-19;Nationalt;7795;5860431;10.5;616390
2021-03-20;Nationalt;2954;5860431;10.6;619344
2021-03-21;Nationalt;4953;5860431;10.7;624297
2021-03-22;Nationalt;4091;5860431;10.7;628388
2021-03-23;Nationalt;6088;5860431;10.8;634476
2021-03-24;Nationalt;9814;5860431;11.0;644290
2021-03-25;Nationalt;7715;5860431;11.1;652005
2021-03-26;Nationalt;6160;5860431;11.2;658165
2021-03-27;Nationalt;9949;5860431;11.4;668114
2021-03-28;Nationalt;10751;5860431;11.6;678865
2021-03-29;Nationalt;17937;5860431;11.9;696802
2021-03-30;Nationalt;21575;5860431;12.3;718377
2021-03-31;Nationalt;13036;5860431;12.5;731413
2021-04-01;Nationalt;4215;5860431;12.6;735628
2021-04-02;Nationalt;4904;5860431;12.6;740532
2021-04-03;Nationalt;12097;5860431;12.8;752629
2021-04-04;Nationalt;11659;5860431;13.0;764288
2021-04-05;Nationalt;12295;5860431;13.3;776583
2021-04-06;Nationalt;15995;5860431;13.5;792578
2021-04-07;Nationalt;16604;5860431;13.8;809182
2021-04-08;Nationalt;13738;5860431;14.0;822920
2021-04-09;Nationalt;16457;5860431;14.3;839377
