"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2021-01-01;Nationalt;1;5860431;0.00;1
2021-01-04;Nationalt;1;5860431;0.00;2
2021-01-07;Nationalt;1;5860431;0.00;3
2021-01-08;Nationalt;1;5860431;0.00;4
2021-01-09;Nationalt;2;5860431;0.00;6
2021-01-12;Nationalt;2;5860431;0.00;8
2021-01-13;Nationalt;1;5860431;0.00;9
2021-01-14;Nationalt;1;5860431;0.00;10
2021-01-15;Nationalt;5;5860431;0.00;15
2021-01-16;Nationalt;8;5860431;0.00;23
2021-01-17;Nationalt;661;5860431;0.01;684
2021-01-18;Nationalt;2023;5860431;0.05;2707
2021-01-19;Nationalt;1973;5860431;0.08;4680
2021-01-20;Nationalt;1775;5860431;0.11;6455
2021-01-21;Nationalt;2253;5860431;0.15;8708
2021-01-22;Nationalt;5472;5860431;0.24;14180
2021-01-23;Nationalt;6750;5860431;0.36;20930
2021-01-24;Nationalt;6150;5860431;0.46;27080
2021-01-25;Nationalt;2371;5860431;0.50;29451
2021-01-26;Nationalt;1665;5860431;0.53;31116
2021-01-27;Nationalt;4222;5860431;0.60;35338
2021-01-28;Nationalt;7951;5860431;0.74;43289
2021-01-29;Nationalt;17666;5860431;1.04;60955
2021-01-30;Nationalt;12368;5860431;1.25;73323
2021-01-31;Nationalt;11659;5860431;1.45;84982
2021-02-01;Nationalt;7655;5860431;1.58;92637
2021-02-02;Nationalt;2933;5860431;1.63;95570
2021-02-03;Nationalt;6055;5860431;1.73;101625
2021-02-04;Nationalt;10693;5860431;1.92;112318
2021-02-05;Nationalt;13053;5860431;2.14;125371
2021-02-06;Nationalt;6598;5860431;2.25;131969
2021-02-07;Nationalt;3552;5860431;2.31;135521
2021-02-08;Nationalt;6882;5860431;2.43;142403
2021-02-09;Nationalt;4775;5860431;2.51;147178
2021-02-10;Nationalt;3825;5860431;2.58;151003
2021-02-11;Nationalt;2422;5860431;2.62;153425
2021-02-12;Nationalt;7574;5860431;2.75;160999
2021-02-13;Nationalt;953;5860431;2.76;161952
2021-02-14;Nationalt;617;5860431;2.77;162569
2021-02-15;Nationalt;3114;5860431;2.83;165683
2021-02-16;Nationalt;1316;5860431;2.85;166999
2021-02-17;Nationalt;424;5860431;2.86;167423
2021-02-18;Nationalt;311;5860431;2.86;167734
2021-02-19;Nationalt;952;5860431;2.88;168686
2021-02-20;Nationalt;571;5860431;2.89;169257
2021-02-21;Nationalt;356;5860431;2.89;169613
2021-02-22;Nationalt;1103;5860431;2.91;170716
2021-02-23;Nationalt;1913;5860431;2.95;172629
2021-02-24;Nationalt;1909;5860431;2.98;174538
2021-02-25;Nationalt;614;5860431;2.99;175152
2021-02-26;Nationalt;1010;5860431;3.01;176162
2021-02-27;Nationalt;1406;5860431;3.03;177568
2021-02-28;Nationalt;1366;5860431;3.05;178934
2021-03-01;Nationalt;1057;5860431;3.07;179991
2021-03-02;Nationalt;1276;5860431;3.09;181267
2021-03-03;Nationalt;1017;5860431;3.11;182284
2021-03-04;Nationalt;1797;5860431;3.14;184081
2021-03-05;Nationalt;5662;5860431;3.24;189743
2021-03-06;Nationalt;3916;5860431;3.30;193659
2021-03-07;Nationalt;4275;5860431;3.38;197934
2021-03-08;Nationalt;6376;5860431;3.49;204310
2021-03-09;Nationalt;7101;5860431;3.61;211411
2021-03-10;Nationalt;7142;5860431;3.73;218553
2021-03-11;Nationalt;7895;5860431;3.86;226448
2021-03-12;Nationalt;10471;5860431;4.04;236919
2021-03-13;Nationalt;5842;5860431;4.14;242761
2021-03-14;Nationalt;9280;5860431;4.30;252041
2021-03-15;Nationalt;9777;5860431;4.47;261818
2021-03-16;Nationalt;9366;5860431;4.63;271184
2021-03-17;Nationalt;9075;5860431;4.78;280259
2021-03-18;Nationalt;7191;5860431;4.90;287450
2021-03-19;Nationalt;11650;5860431;5.10;299100
2021-03-20;Nationalt;4774;5860431;5.19;303874
2021-03-21;Nationalt;4622;5860431;5.26;308496
2021-03-22;Nationalt;7704;5860431;5.40;316200
2021-03-23;Nationalt;7531;5860431;5.52;323731
2021-03-24;Nationalt;13363;5860431;5.75;337094
2021-03-25;Nationalt;8365;5860431;5.89;345459
2021-03-26;Nationalt;7800;5860431;6.03;353259
2021-03-27;Nationalt;3086;5860431;6.08;356345
2021-03-28;Nationalt;2793;5860431;6.13;359138
2021-03-29;Nationalt;6174;5860431;6.23;365312
2021-03-30;Nationalt;6023;5860431;6.34;371335
2021-03-31;Nationalt;9705;5860431;6.50;381040
2021-04-01;Nationalt;6889;5860431;6.62;387929
2021-04-02;Nationalt;6968;5860431;6.74;394897
2021-04-03;Nationalt;2185;5860431;6.78;397082
2021-04-04;Nationalt;1778;5860431;6.81;398860
2021-04-05;Nationalt;1325;5860431;6.83;400185
2021-04-06;Nationalt;6086;5860431;6.93;406271
2021-04-07;Nationalt;8220;5860431;7.07;414491
2021-04-08;Nationalt;8550;5860431;7.22;423041
2021-04-09;Nationalt;8658;5860431;7.37;431699
2021-04-10;Nationalt;5438;5860431;7.46;437137
2021-04-11;Nationalt;3915;5860431;7.53;441052
2021-04-12;Nationalt;11518;5860431;7.72;452570
2021-04-13;Nationalt;6238;5860431;7.83;458808
2021-04-14;Nationalt;11161;5860431;8.02;469969
2021-04-15;Nationalt;9109;5860431;8.17;479078
2021-04-16;Nationalt;8165;5860431;8.31;487243
2021-04-17;Nationalt;2741;5860431;8.36;489984
2021-04-18;Nationalt;5139;5860431;8.45;495123
2021-04-19;Nationalt;14386;5860431;8.69;509509
2021-04-20;Nationalt;16952;5860431;8.98;526461
2021-04-21;Nationalt;12745;5860431;9.20;539206
2021-04-22;Nationalt;5394;5860431;9.29;544600
2021-04-23;Nationalt;11216;5860431;9.48;555816
2021-04-24;Nationalt;7592;5860431;9.61;563408
2021-04-25;Nationalt;5287;5860431;9.70;568695
2021-04-26;Nationalt;7876;5860431;9.84;576571
2021-04-27;Nationalt;20897;5860431;10.2;597468
2021-04-28;Nationalt;20565;5860431;10.5;618033
2021-04-29;Nationalt;17925;5860431;10.9;635958
2021-04-30;Nationalt;3960;5860431;10.9;639918
2021-05-01;Nationalt;6125;5860431;11.0;646043
2021-05-02;Nationalt;13795;5860431;11.3;659838
2021-05-03;Nationalt;45711;5860431;12.0;705549
2021-05-04;Nationalt;24780;5860431;12.5;730329
2021-05-05;Nationalt;29243;5860431;13.0;759572
2021-05-06;Nationalt;25555;5860431;13.4;785127
2021-05-07;Nationalt;24603;5860431;13.8;809730
2021-05-08;Nationalt;30825;5860431;14.3;840555
2021-05-09;Nationalt;16700;5860431;14.6;857255
2021-05-10;Nationalt;36141;5860431;15.2;893396
2021-05-11;Nationalt;26263;5860431;15.7;919659
2021-05-12;Nationalt;26995;5860431;16.2;946654
2021-05-13;Nationalt;19701;5860431;16.5;966355
2021-05-14;Nationalt;30785;5860431;17.0;997140
2021-05-15;Nationalt;19446;5860431;17.3;1016586
2021-05-16;Nationalt;14081;5860431;17.6;1030667
2021-05-17;Nationalt;30160;5860431;18.1;1060827
2021-05-18;Nationalt;30792;5860431;18.6;1091619
2021-05-19;Nationalt;22637;5860431;19.0;1114256
2021-05-20;Nationalt;22362;5860431;19.4;1136618
2021-05-21;Nationalt;19276;5860431;19.7;1155894
2021-05-22;Nationalt;11900;5860431;19.9;1167794
2021-05-23;Nationalt;6201;5860431;20.0;1173995
2021-05-24;Nationalt;9729;5860431;20.2;1183724
2021-05-25;Nationalt;12894;5860431;20.4;1196618
2021-05-26;Nationalt;12132;5860431;20.6;1208750
2021-05-27;Nationalt;12418;5860431;20.8;1221168
2021-05-28;Nationalt;9750;5860431;21.0;1230918
2021-05-29;Nationalt;5242;5860431;21.1;1236160
2021-05-30;Nationalt;6978;5860431;21.2;1243138
2021-05-31;Nationalt;21505;5860431;21.6;1264643
2021-06-01;Nationalt;17687;5860431;21.9;1282330
2021-06-02;Nationalt;17392;5860431;22.2;1299722
2021-06-03;Nationalt;23724;5860431;22.6;1323446
2021-06-04;Nationalt;14294;5860431;22.8;1337740
2021-06-05;Nationalt;7508;5860431;23.0;1345248
2021-06-06;Nationalt;15127;5860431;23.2;1360375
2021-06-07;Nationalt;21851;5860431;23.6;1382226
2021-06-08;Nationalt;24677;5860431;24.0;1406903
2021-06-09;Nationalt;24240;5860431;24.4;1431143
2021-06-10;Nationalt;17512;5860431;24.7;1448655
2021-06-11;Nationalt;18328;5860431;25.0;1466983
2021-06-12;Nationalt;12892;5860431;25.3;1479875
2021-06-13;Nationalt;13363;5860431;25.5;1493238
2021-06-14;Nationalt;22088;5860431;25.9;1515326
2021-06-15;Nationalt;18637;5860431;26.2;1533963
2021-06-16;Nationalt;25986;5860431;26.6;1559949
2021-06-17;Nationalt;21629;5860431;27.0;1581578
2021-06-18;Nationalt;27221;5860431;27.5;1608799
2021-06-19;Nationalt;18031;5860431;27.8;1626830
2021-06-20;Nationalt;15724;5860431;28.0;1642554
2021-06-21;Nationalt;26015;5860431;28.5;1668569
2021-06-22;Nationalt;27098;5860431;28.9;1695667
2021-06-23;Nationalt;32614;5860431;29.5;1728281
2021-06-24;Nationalt;34484;5860431;30.1;1762765
2021-06-25;Nationalt;32788;5860431;30.6;1795553
2021-06-26;Nationalt;22584;5860431;31.0;1818137
2021-06-27;Nationalt;24271;5860431;31.4;1842408
2021-06-28;Nationalt;34307;5860431;32.0;1876715
2021-06-29;Nationalt;42245;5860431;32.7;1918960
2021-06-30;Nationalt;38614;5860431;33.4;1957574
2021-07-01;Nationalt;40637;5860431;34.1;1998211
2021-07-02;Nationalt;44079;5860431;34.8;2042290
2021-07-03;Nationalt;32701;5860431;35.4;2074991
2021-07-04;Nationalt;29352;5860431;35.9;2104343
2021-07-05;Nationalt;43094;5860431;36.6;2147437
2021-07-06;Nationalt;42304;5860431;37.4;2189741
2021-07-07;Nationalt;39661;5860431;38.0;2229402
2021-07-08;Nationalt;36893;5860431;38.7;2266295
2021-07-09;Nationalt;33208;5860431;39.2;2299503
2021-07-10;Nationalt;21755;5860431;39.6;2321258
2021-07-11;Nationalt;22005;5860431;40.0;2343263
2021-07-12;Nationalt;54554;5860431;40.9;2397817
2021-07-13;Nationalt;49669;5860431;41.8;2447486
2021-07-14;Nationalt;44757;5860431;42.5;2492243
2021-07-15;Nationalt;53490;5860431;43.4;2545733
2021-07-16;Nationalt;43498;5860431;44.2;2589231
2021-07-17;Nationalt;26413;5860431;44.6;2615644
2021-07-18;Nationalt;33921;5860431;45.2;2649565
2021-07-19;Nationalt;54579;5860431;46.1;2704144
2021-07-20;Nationalt;56519;5860431;47.1;2760663
2021-07-21;Nationalt;55112;5860431;48.0;2815775
2021-07-22;Nationalt;51792;5860431;48.9;2867567
2021-07-23;Nationalt;43667;5860431;49.7;2911234
2021-07-24;Nationalt;23721;5860431;50.1;2934955
2021-07-25;Nationalt;31565;5860431;50.6;2966520
2021-07-26;Nationalt;42053;5860431;51.3;3008573
2021-07-27;Nationalt;44810;5860431;52.1;3053383
2021-07-28;Nationalt;43303;5860431;52.8;3096686
2021-07-29;Nationalt;39012;5860431;53.5;3135698
2021-07-30;Nationalt;34826;5860431;54.1;3170524
2021-07-31;Nationalt;20051;5860431;54.4;3190575
2021-08-01;Nationalt;19198;5860431;54.8;3209773
2021-08-02;Nationalt;40654;5860431;55.5;3250427
2021-08-03;Nationalt;43077;5860431;56.2;3293504
2021-08-04;Nationalt;44603;5860431;57.0;3338107
2021-08-05;Nationalt;39903;5860431;57.6;3378010
2021-08-06;Nationalt;39982;5860431;58.3;3417992
2021-08-07;Nationalt;26997;5860431;58.8;3444989
2021-08-08;Nationalt;35936;5860431;59.4;3480925
2021-08-09;Nationalt;55481;5860431;60.3;3536406
2021-08-10;Nationalt;54769;5860431;61.3;3591175
2021-08-11;Nationalt;57567;5860431;62.3;3648742
2021-08-12;Nationalt;50150;5860431;63.1;3698892
2021-08-13;Nationalt;46949;5860431;63.9;3745841
2021-08-14;Nationalt;35359;5860431;64.5;3781200
2021-08-15;Nationalt;37501;5860431;65.2;3818701
2021-08-16;Nationalt;45083;5860431;65.9;3863784
2021-08-17;Nationalt;37717;5860431;66.6;3901501
