"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;1983;9
Hovedstaden;3-5;M;2135;17
Hovedstaden;6-11;K;21492;877
Hovedstaden;6-11;M;22539;916
Hovedstaden;12-15;K;30271;27649
Hovedstaden;12-15;M;32033;29348
Hovedstaden;16-19;K;34370;33389
Hovedstaden;16-19;M;35026;33814
Hovedstaden;20-39;K;230821;223055
Hovedstaden;20-39;M;221899;214302
Hovedstaden;40-64;K;271314;268470
Hovedstaden;40-64;M;266747;263716
Hovedstaden;65-79;K;126593;126119
Hovedstaden;65-79;M;109340;108932
Hovedstaden;80+;K;47977;47749
Hovedstaden;80+;M;29691;29588
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1673;1
Midtjylland;3-5;M;1899;2
Midtjylland;6-11;K;20260;2500
Midtjylland;6-11;M;21472;2634
Midtjylland;12-15;K;25949;24064
Midtjylland;12-15;M;27051;25134
Midtjylland;16-19;K;29512;28934
Midtjylland;16-19;M;30235;29491
Midtjylland;20-39;K;147189;142775
Midtjylland;20-39;M;150024;145372
Midtjylland;40-64;K;198877;197472
Midtjylland;40-64;M;197640;196153
Midtjylland;65-79;K;101787;101569
Midtjylland;65-79;M;96308;96094
Midtjylland;80+;K;36390;36276
Midtjylland;80+;M;26026;25955
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;631;1
Nordjylland;3-5;M;672;0
Nordjylland;6-11;K;7919;317
Nordjylland;6-11;M;8286;339
Nordjylland;12-15;K;10752;9853
Nordjylland;12-15;M;11481;10539
Nordjylland;16-19;K;12299;12068
Nordjylland;16-19;M;12860;12524
Nordjylland;20-39;K;58968;56992
Nordjylland;20-39;M;63943;61602
Nordjylland;40-64;K;88381;87745
Nordjylland;40-64;M;88643;87835
Nordjylland;65-79;K;49740;49599
Nordjylland;65-79;M;47703;47555
Nordjylland;80+;K;18465;18407
Nordjylland;80+;M;13412;13365
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;805;1
Sjælland;3-5;M;931;2
Sjælland;6-11;K;9916;549
Sjælland;6-11;M;10570;588
Sjælland;12-15;K;15531;14546
Sjælland;12-15;M;16551;15410
Sjælland;16-19;K;17878;17512
Sjælland;16-19;M;18965;18457
Sjælland;20-39;K;66810;64260
Sjælland;20-39;M;68920;66289
Sjælland;40-64;K;136162;135005
Sjælland;40-64;M;133608;132413
Sjælland;65-79;K;76101;75897
Sjælland;65-79;M;70728;70540
Sjælland;80+;K;26030;25939
Sjælland;80+;M;18663;18621
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1297;1
Syddanmark;3-5;M;1444;1
Syddanmark;6-11;K;16856;1982
Syddanmark;6-11;M;17912;2157
Syddanmark;12-15;K;23043;21432
Syddanmark;12-15;M;24248;22468
Syddanmark;16-19;K;26710;26137
Syddanmark;16-19;M;27255;26500
Syddanmark;20-39;K;113832;109627
Syddanmark;20-39;M;118530;114113
Syddanmark;40-64;K;188841;187308
Syddanmark;40-64;M;187599;185801
Syddanmark;65-79;K;102305;102024
Syddanmark;65-79;M;96793;96507
Syddanmark;80+;K;39127;38984
Syddanmark;80+;M;27638;27549
