"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5874249;0.00;1
2020-12-08;Nationalt;1;5874249;0.00;2
2020-12-16;Nationalt;1;5874249;0.00;3
2020-12-17;Nationalt;1;5874249;0.00;4
2020-12-18;Nationalt;1;5874249;0.00;5
2020-12-19;Nationalt;1;5874249;0.00;6
2020-12-21;Nationalt;3;5874249;0.00;9
2020-12-22;Nationalt;4;5874249;0.00;13
2020-12-23;Nationalt;4;5874249;0.00;17
2020-12-24;Nationalt;4;5874249;0.00;21
2020-12-26;Nationalt;5;5874249;0.00;26
2020-12-27;Nationalt;5889;5874249;0.10;5915
2020-12-28;Nationalt;1932;5874249;0.13;7847
2020-12-29;Nationalt;8332;5874249;0.28;16179
2020-12-30;Nationalt;10647;5874249;0.46;26826
2020-12-31;Nationalt;5586;5874249;0.55;32412
2021-01-01;Nationalt;2122;5874249;0.59;34534
2021-01-02;Nationalt;7972;5874249;0.72;42506
2021-01-03;Nationalt;5275;5874249;0.81;47781
2021-01-04;Nationalt;2346;5874249;0.85;50127
2021-01-05;Nationalt;12441;5874249;1.07;62568
2021-01-06;Nationalt;17981;5874249;1.37;80549
2021-01-07;Nationalt;15943;5874249;1.64;96492
2021-01-08;Nationalt;7731;5874249;1.77;104223
2021-01-09;Nationalt;1845;5874249;1.81;106068
2021-01-10;Nationalt;820;5874249;1.82;106888
2021-01-11;Nationalt;664;5874249;1.83;107552
2021-01-12;Nationalt;465;5874249;1.84;108017
2021-01-13;Nationalt;12128;5874249;2.05;120145
2021-01-14;Nationalt;16851;5874249;2.33;136996
2021-01-15;Nationalt;14231;5874249;2.57;151227
2021-01-16;Nationalt;4324;5874249;2.65;155551
2021-01-17;Nationalt;2296;5874249;2.69;157847
2021-01-18;Nationalt;3623;5874249;2.75;161470
2021-01-19;Nationalt;2333;5874249;2.79;163803
2021-01-20;Nationalt;1420;5874249;2.81;165223
2021-01-21;Nationalt;1460;5874249;2.84;166683
2021-01-22;Nationalt;645;5874249;2.85;167328
2021-01-23;Nationalt;684;5874249;2.86;168012
2021-01-24;Nationalt;563;5874249;2.87;168575
