"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;502076;477512;644888
Frederiksberg;86101;82034;103639
Ballerup;38578;36601;49226
Brøndby;25490;24260;35646
Dragør;12129;11421;14610
Gentofte;61545;57997;74230
Gladsaxe;54768;51594;69306
Glostrup;18062;17186;23499
Herlev;22410;21170;28874
Albertslund;20328;19095;27569
Hvidovre;40977;38606;53273
Høje-Taastrup;39101;36964;52999
Lyngby-Taarbæk;48130;45306;57874
Rødovre;31679;29977;41412
Ishøj;15971;15087;23209
Tårnby;33846;31916;42721
Vallensbæk;12386;11645;16477
Furesø;33843;31688;41408
Allerød;21807;20525;25873
Fredensborg;33146;31415;41198
Helsingør;51298;48971;62959
Hillerød;43631;41285;53248
Hørsholm;20949;20018;24749
Rudersdal;47985;45297;57270
Egedal;36543;34610;44379
Frederikssund;38172;36471;45769
Greve;40322;38193;50805
Køge;49896;47554;61722
Frederiksværk-Hundested;25726;24683;31344
Roskilde;74259;70566;89451
Solrød;19292;18289;23787
Gribskov;33806;32431;41132
Odsherred;27416;26447;32857
Holbæk;60030;57188;72815
Faxe;30057;28752;37155
Kalundborg;39421;37723;48410
Ringsted;27854;26397;35134
Slagelse;64360;61130;79664
Stevns;19240;18386;23477
Sorø;24923;23618;30011
Lejre;23548;22338;28618
Lolland;32548;31295;40103
Næstved;68560;65213;83790
Guldborgsund;49311;47316;60282
Vordingborg;37132;35624;45370
Bornholm;33752;32185;39645
Middelfart;33557;31796;39592
Assens;34631;32967;41003
Faaborg-Midtfyn;43689;41440;51822
Kerteminde;20323;19369;24052
Nyborg;27205;25912;32107
Odense;170476;162490;206024
Svendborg;50025;47636;59192
Nordfyns;24658;23540;29732
Langeland;10477;10120;12310
Ærø;5262;5037;6034
Haderslev;45183;42959;55380
Billund;21929;20813;26622
Sønderborg;60961;58069;73684
Tønder;29593;28325;36854
Esbjerg;94735;89671;115424
Fanø;2927;2840;3428
Varde;40722;38687;49684
Vejen;34600;32616;42629
Aabenraa;46769;44692;58693
Fredericia;42581;40393;51613
Horsens;75995;71719;94444
Kolding;76221;71941;93582
Vejle;96908;91279;118999
Herning;74016;70059;89284
Holstebro;48904;46514;58569
Lemvig;16460;15779;19401
Struer;17691;16808;20786
Syddjurs;36533;34702;43593
Norddjurs;31000;29542;36945
Favrskov;40999;38386;48880
Odder;19692;18745;23289
Randers;81774;77514;98952
Silkeborg;80024;75862;97311
Samsø;3222;3079;3717
Skanderborg;53325;49977;64282
Århus;293179;278821;355386
Ikast-Brande;34030;32231;41932
Ringkøbing-Skjern;46450;44025;56223
Hedensted;39196;37164;47124
Morsø;16871;16084;20050
Skive;38486;36601;45061
Thisted;35932;34069;43106
Viborg;81319;76899;96881
Brønderslev-Dronninglund;30109;28314;36169
Frederikshavn;49742;47100;58885
Vesthimmerlands;29723;28350;36322
Læsø;1528;1460;1771
Rebild;25221;23724;30659
Mariagerfjord;34893;33143;41665
Jammerbugt;31935;30206;38166
Ålborg;184280;175345;221180
Hjørring;53921;50946;63879
