"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;14441;177
Hovedstaden;0-9;M;15353;192
Hovedstaden;10-19;K;73679;61747
Hovedstaden;10-19;M;76380;63903
Hovedstaden;20-29;K;120475;116430
Hovedstaden;20-29;M;113718;109383
Hovedstaden;30-39;K;110346;106625
Hovedstaden;30-39;M;108181;104919
Hovedstaden;40-49;K;110588;108879
Hovedstaden;40-49;M;107609;105921
Hovedstaden;50-59;K;113654;112748
Hovedstaden;50-59;M;112748;111685
Hovedstaden;60-69;K;90089;89672
Hovedstaden;60-69;M;85454;84984
Hovedstaden;70-79;K;83576;83290
Hovedstaden;70-79;M;70276;70058
Hovedstaden;80-89;K;38882;38721
Hovedstaden;80-89;M;26348;26263
Hovedstaden;90+;K;9095;9028
Hovedstaden;90+;M;3343;3325
Midtjylland;0-9;K;13126;348
Midtjylland;0-9;M;14095;360
Midtjylland;10-19;K;64270;55152
Midtjylland;10-19;M;66563;56901
Midtjylland;20-29;K;79689;77296
Midtjylland;20-29;M;81206;78475
Midtjylland;30-39;K;67500;65479
Midtjylland;30-39;M;68818;66897
Midtjylland;40-49;K;76253;75486
Midtjylland;40-49;M;75125;74263
Midtjylland;50-59;K;84347;83862
Midtjylland;50-59;M;84950;84463
Midtjylland;60-69;K;74783;74520
Midtjylland;60-69;M;72970;72728
Midtjylland;70-79;K;65281;65173
Midtjylland;70-79;M;60903;60793
Midtjylland;80-89;K;29738;29655
Midtjylland;80-89;M;22991;22929
Midtjylland;90+;K;6652;6621
Midtjylland;90+;M;3035;3026
Nordjylland;0-9;K;5117;25
Nordjylland;0-9;M;5387;33
Nordjylland;10-19;K;26484;22214
Nordjylland;10-19;M;27912;23369
Nordjylland;20-29;K;31513;30404
Nordjylland;20-29;M;35248;33887
Nordjylland;30-39;K;27455;26588
Nordjylland;30-39;M;28695;27715
Nordjylland;40-49;K;31805;31477
Nordjylland;40-49;M;32003;31566
Nordjylland;50-59;K;38004;37777
Nordjylland;50-59;M;38373;38088
Nordjylland;60-69;K;36100;35952
Nordjylland;60-69;M;35469;35319
Nordjylland;70-79;K;32212;32138
Nordjylland;70-79;M;30501;30417
Nordjylland;80-89;K;15057;15015
Nordjylland;80-89;M;11811;11777
Nordjylland;90+;K;3408;3392
Nordjylland;90+;M;1601;1588
Sjælland;0-9;K;6309;88
Sjælland;0-9;M;6843;97
Sjælland;10-19;K;37821;32520
Sjælland;10-19;M;40174;34360
Sjælland;20-29;K;30414;29168
Sjælland;20-29;M;33460;32046
Sjælland;30-39;K;36396;35092
Sjælland;30-39;M;35460;34243
Sjælland;40-49;K;49154;48526
Sjælland;40-49;M;46792;46150
Sjælland;50-59;K;59783;59380
Sjælland;50-59;M;60106;59690
Sjælland;60-69;K;53138;52925
Sjælland;60-69;M;51600;51374
Sjælland;70-79;K;50188;50071
Sjælland;70-79;M;45838;45739
Sjælland;80-89;K;21626;21557
Sjælland;80-89;M;16713;16677
Sjælland;90+;K;4404;4382
Sjælland;90+;M;1950;1944
Syddanmark;0-9;K;10685;340
Syddanmark;0-9;M;11627;397
Syddanmark;10-19;K;57223;49213
Syddanmark;10-19;M;59232;50729
Syddanmark;20-29;K;57281;55122
Syddanmark;20-29;M;61549;59041
Syddanmark;30-39;K;56551;54505
Syddanmark;30-39;M;56981;55072
Syddanmark;40-49;K;69395;68558
Syddanmark;40-49;M;67485;66469
Syddanmark;50-59;K;81481;80945
Syddanmark;50-59;M;82526;81929
Syddanmark;60-69;K;74223;73948
Syddanmark;60-69;M;73036;72738
Syddanmark;70-79;K;66047;65881
Syddanmark;70-79;M;61345;61172
Syddanmark;80-89;K;32003;31918
Syddanmark;80-89;M;24488;24410
Syddanmark;90+;K;7124;7066
Syddanmark;90+;M;3150;3139
