"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2050;9
Hovedstaden;3-5;M;2213;17
Hovedstaden;6-11;K;21644;915
Hovedstaden;6-11;M;22659;951
Hovedstaden;12-15;K;33604;31128
Hovedstaden;12-15;M;35512;32945
Hovedstaden;16-19;K;35689;34687
Hovedstaden;16-19;M;35851;34614
Hovedstaden;20-39;K;231195;223465
Hovedstaden;20-39;M;222277;214718
Hovedstaden;40-64;K;272123;269282
Hovedstaden;40-64;M;267498;264487
Hovedstaden;65-79;K;124790;124323
Hovedstaden;65-79;M;106993;106597
Hovedstaden;80+;K;43726;43508
Hovedstaden;80+;M;26407;26304
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1722;1
Midtjylland;3-5;M;1947;2
Midtjylland;6-11;K;20437;2577
Midtjylland;6-11;M;21658;2731
Midtjylland;12-15;K;28900;27149
Midtjylland;12-15;M;30049;28242
Midtjylland;16-19;K;30214;29626
Midtjylland;16-19;M;30567;29813
Midtjylland;20-39;K;146850;142443
Midtjylland;20-39;M;149525;144891
Midtjylland;40-64;K;200245;198854
Midtjylland;40-64;M;199237;197764
Midtjylland;65-79;K;100192;99977
Midtjylland;65-79;M;94454;94243
Midtjylland;80+;K;33076;32964
Midtjylland;80+;M;23218;23149
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;656;1
Nordjylland;3-5;M;693;0
Nordjylland;6-11;K;7979;331
Nordjylland;6-11;M;8357;352
Nordjylland;12-15;K;12007;11171
Nordjylland;12-15;M;12789;11917
Nordjylland;16-19;K;12592;12356
Nordjylland;16-19;M;13045;12696
Nordjylland;20-39;K;58863;56894
Nordjylland;20-39;M;63674;61349
Nordjylland;40-64;K;89207;88572
Nordjylland;40-64;M;89572;88767
Nordjylland;65-79;K;49087;48950
Nordjylland;65-79;M;46948;46803
Nordjylland;80+;K;16764;16707
Nordjylland;80+;M;11922;11875
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;835;1
Sjælland;3-5;M;951;2
Sjælland;6-11;K;9970;569
Sjælland;6-11;M;10656;618
Sjælland;12-15;K;17458;16526
Sjælland;12-15;M;18407;17327
Sjælland;16-19;K;17855;17486
Sjælland;16-19;M;19087;18569
Sjælland;20-39;K;66942;64394
Sjælland;20-39;M;68586;65970
Sjælland;40-64;K;137596;136442
Sjælland;40-64;M;135091;133903
Sjælland;65-79;K;75077;74881
Sjælland;65-79;M;69681;69495
Sjælland;80+;K;23500;23410
Sjælland;80+;M;16477;16436
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1339;1
Syddanmark;3-5;M;1474;1
Syddanmark;6-11;K;16982;2032
Syddanmark;6-11;M;18125;2237
Syddanmark;12-15;K;25678;24171
Syddanmark;12-15;M;26801;25161
Syddanmark;16-19;K;27223;26645
Syddanmark;16-19;M;27637;26864
Syddanmark;20-39;K;113491;109297
Syddanmark;20-39;M;117903;113510
Syddanmark;40-64;K;190687;189153
Syddanmark;40-64;M;189649;187865
Syddanmark;65-79;K;101054;100780
Syddanmark;65-79;M;95282;94998
Syddanmark;80+;K;35557;35416
Syddanmark;80+;M;24548;24460
