"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5874249;0.00;1
2021-01-01;Nationalt;1;5874249;0.00;2
2021-01-04;Nationalt;1;5874249;0.00;3
2021-01-07;Nationalt;1;5874249;0.00;4
2021-01-08;Nationalt;1;5874249;0.00;5
2021-01-09;Nationalt;2;5874249;0.00;7
2021-01-12;Nationalt;2;5874249;0.00;9
2021-01-13;Nationalt;4;5874249;0.00;13
2021-01-14;Nationalt;1;5874249;0.00;14
2021-01-15;Nationalt;5;5874249;0.00;19
2021-01-16;Nationalt;10;5874249;0.00;29
2021-01-17;Nationalt;637;5874249;0.01;666
2021-01-18;Nationalt;1943;5874249;0.04;2609
2021-01-19;Nationalt;1900;5874249;0.08;4509
2021-01-20;Nationalt;1723;5874249;0.11;6232
2021-01-21;Nationalt;2164;5874249;0.14;8396
2021-01-22;Nationalt;5272;5874249;0.23;13668
2021-01-23;Nationalt;6461;5874249;0.34;20129
2021-01-24;Nationalt;5838;5874249;0.44;25967
2021-01-25;Nationalt;2286;5874249;0.48;28253
2021-01-26;Nationalt;1612;5874249;0.51;29865
2021-01-27;Nationalt;4082;5874249;0.58;33947
2021-01-28;Nationalt;7790;5874249;0.71;41737
2021-01-29;Nationalt;17159;5874249;1.00;58896
2021-01-30;Nationalt;11903;5874249;1.21;70799
2021-01-31;Nationalt;11224;5874249;1.40;82023
2021-02-01;Nationalt;7507;5874249;1.52;89530
2021-02-02;Nationalt;2860;5874249;1.57;92390
2021-02-03;Nationalt;5944;5874249;1.67;98334
2021-02-04;Nationalt;10427;5874249;1.85;108761
2021-02-05;Nationalt;12712;5874249;2.07;121473
2021-02-06;Nationalt;6415;5874249;2.18;127888
2021-02-07;Nationalt;3437;5874249;2.24;131325
2021-02-08;Nationalt;6726;5874249;2.35;138051
2021-02-09;Nationalt;4668;5874249;2.43;142719
2021-02-10;Nationalt;3752;5874249;2.49;146471
2021-02-11;Nationalt;2381;5874249;2.53;148852
2021-02-12;Nationalt;7516;5874249;2.66;156368
2021-02-13;Nationalt;920;5874249;2.68;157288
2021-02-14;Nationalt;604;5874249;2.69;157892
2021-02-15;Nationalt;3082;5874249;2.74;160974
2021-02-16;Nationalt;1302;5874249;2.76;162276
2021-02-17;Nationalt;413;5874249;2.77;162689
2021-02-18;Nationalt;320;5874249;2.77;163009
2021-02-19;Nationalt;942;5874249;2.79;163951
2021-02-20;Nationalt;558;5874249;2.80;164509
2021-02-21;Nationalt;348;5874249;2.81;164857
2021-02-22;Nationalt;1079;5874249;2.82;165936
2021-02-23;Nationalt;1878;5874249;2.86;167814
2021-02-24;Nationalt;1843;5874249;2.89;169657
2021-02-25;Nationalt;607;5874249;2.90;170264
2021-02-26;Nationalt;999;5874249;2.92;171263
2021-02-27;Nationalt;1358;5874249;2.94;172621
2021-02-28;Nationalt;1314;5874249;2.96;173935
2021-03-01;Nationalt;1032;5874249;2.98;174967
2021-03-02;Nationalt;1253;5874249;3.00;176220
2021-03-03;Nationalt;994;5874249;3.02;177214
2021-03-04;Nationalt;1772;5874249;3.05;178986
2021-03-05;Nationalt;5548;5874249;3.14;184534
2021-03-06;Nationalt;3825;5874249;3.21;188359
2021-03-07;Nationalt;4162;5874249;3.28;192521
2021-03-08;Nationalt;6247;5874249;3.38;198768
2021-03-09;Nationalt;6933;5874249;3.50;205701
2021-03-10;Nationalt;6969;5874249;3.62;212670
2021-03-11;Nationalt;7715;5874249;3.75;220385
2021-03-12;Nationalt;10224;5874249;3.93;230609
2021-03-13;Nationalt;5692;5874249;4.02;236301
2021-03-14;Nationalt;9132;5874249;4.18;245433
2021-03-15;Nationalt;9597;5874249;4.34;255030
2021-03-16;Nationalt;9190;5874249;4.50;264220
2021-03-17;Nationalt;8880;5874249;4.65;273100
2021-03-18;Nationalt;7081;5874249;4.77;280181
2021-03-19;Nationalt;11467;5874249;4.96;291648
2021-03-20;Nationalt;4692;5874249;5.04;296340
2021-03-21;Nationalt;4569;5874249;5.12;300909
2021-03-22;Nationalt;7583;5874249;5.25;308492
2021-03-23;Nationalt;7423;5874249;5.38;315915
2021-03-24;Nationalt;13157;5874249;5.60;329072
2021-03-25;Nationalt;8230;5874249;5.74;337302
2021-03-26;Nationalt;7680;5874249;5.87;344982
2021-03-27;Nationalt;3046;5874249;5.92;348028
2021-03-28;Nationalt;2760;5874249;5.97;350788
2021-03-29;Nationalt;6061;5874249;6.07;356849
2021-03-30;Nationalt;5946;5874249;6.18;362795
2021-03-31;Nationalt;9534;5874249;6.34;372329
2021-04-01;Nationalt;6792;5874249;6.45;379121
2021-04-02;Nationalt;6861;5874249;6.57;385982
2021-04-03;Nationalt;2170;5874249;6.61;388152
2021-04-04;Nationalt;1762;5874249;6.64;389914
2021-04-05;Nationalt;1313;5874249;6.66;391227
2021-04-06;Nationalt;5991;5874249;6.76;397218
2021-04-07;Nationalt;8093;5874249;6.90;405311
2021-04-08;Nationalt;8409;5874249;7.04;413720
2021-04-09;Nationalt;8564;5874249;7.19;422284
2021-04-10;Nationalt;5396;5874249;7.28;427680
2021-04-11;Nationalt;3884;5874249;7.35;431564
2021-04-12;Nationalt;11419;5874249;7.54;442983
2021-04-13;Nationalt;6160;5874249;7.65;449143
2021-04-14;Nationalt;11037;5874249;7.83;460180
2021-04-15;Nationalt;9022;5874249;7.99;469202
2021-04-16;Nationalt;8084;5874249;8.13;477286
2021-04-17;Nationalt;2717;5874249;8.17;480003
2021-04-18;Nationalt;5101;5874249;8.26;485104
2021-04-19;Nationalt;14259;5874249;8.50;499363
2021-04-20;Nationalt;16785;5874249;8.79;516148
2021-04-21;Nationalt;12626;5874249;9.00;528774
2021-04-22;Nationalt;5354;5874249;9.09;534128
2021-04-23;Nationalt;11158;5874249;9.28;545286
2021-04-24;Nationalt;7555;5874249;9.41;552841
2021-04-25;Nationalt;5264;5874249;9.50;558105
2021-04-26;Nationalt;7842;5874249;9.63;565947
2021-04-27;Nationalt;20793;5874249;9.99;586740
2021-04-28;Nationalt;20449;5874249;10.3;607189
2021-04-29;Nationalt;17847;5874249;10.6;625036
2021-04-30;Nationalt;3962;5874249;10.7;628998
2021-05-01;Nationalt;6110;5874249;10.8;635108
