"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;502076;477512;225829;77.9;74.0;35.0;644888
Frederiksberg;86101;82034;46607;83.1;79.2;45.0;103639
Ballerup;38578;36601;21646;78.4;74.4;44.0;49226
Brøndby;25490;24260;13863;71.5;68.1;38.9;35646
Dragør;12129;11421;7663;83.0;78.2;52.5;14610
Gentofte;61545;57997;37621;82.9;78.1;50.7;74230
Gladsaxe;54768;51594;29319;79.0;74.4;42.3;69306
Glostrup;18062;17186;9833;76.9;73.1;41.8;23499
Herlev;22410;21170;12566;77.6;73.3;43.5;28874
Albertslund;20328;19095;10534;73.7;69.3;38.2;27569
Hvidovre;40977;38606;21748;76.9;72.5;40.8;53273
Høje Tåstrup;39101;36964;20477;73.8;69.7;38.6;52999
Lyngby-Taarbæk;48130;45306;27913;83.2;78.3;48.2;57874
Rødovre;31679;29977;17260;76.5;72.4;41.7;41412
Ishøj;15971;15087;8187;68.8;65.0;35.3;23209
Tårnby;33846;31916;19248;79.2;74.7;45.1;42721
Vallensbæk;12386;11645;6870;75.2;70.7;41.7;16477
Furesø;33843;31688;20181;81.7;76.5;48.7;41408
Allerød;21807;20525;12941;84.3;79.3;50.0;25873
Fredensborg;33146;31415;19488;80.5;76.3;47.3;41198
Helsingør;51298;48971;30682;81.5;77.8;48.7;62959
Hillerød;43631;41285;23703;81.9;77.5;44.5;53248
Hørsholm;20949;20018;13465;84.6;80.9;54.4;24749
Rudersdal;47985;45297;29416;83.8;79.1;51.4;57270
Egedal;36543;34610;20887;82.3;78.0;47.1;44379
Frederikssund;38172;36471;22731;83.4;79.7;49.7;45769
Greve;40322;38193;23571;79.4;75.2;46.4;50805
Køge;49896;47554;27340;80.8;77.0;44.3;61722
Halsnæs;25726;24683;15633;82.1;78.7;49.9;31344
Roskilde;74259;70566;42302;83.0;78.9;47.3;89451
Solrød;19292;18289;11121;81.1;76.9;46.8;23787
Gribskov;33806;32431;20665;82.2;78.8;50.2;41132
Odsherred;27416;26447;15877;83.4;80.5;48.3;32857
Holbæk;60030;57188;32704;82.4;78.5;44.9;72815
Faxe;30057;28752;17049;80.9;77.4;45.9;37155
Kalundborg;39421;37723;21694;81.4;77.9;44.8;48410
Ringsted;27854;26397;14951;79.3;75.1;42.6;35134
Slagelse;64360;61130;35451;80.8;76.7;44.5;79664
Stevns;19240;18386;10865;82.0;78.3;46.3;23477
Sorø;24923;23618;14019;83.0;78.7;46.7;30011
Lejre;23548;22338;14076;82.3;78.1;49.2;28618
Lolland;32548;31295;20455;81.2;78.0;51.0;40103
Næstved;68560;65213;38436;81.8;77.8;45.9;83790
Guldborgsund;49311;47316;29626;81.8;78.5;49.1;60282
Vordingborg;37132;35624;21884;81.8;78.5;48.2;45370
Bornholm;33752;32185;22316;85.1;81.2;56.3;39645
Middelfart;33557;31796;19842;84.8;80.3;50.1;39592
Assens;34631;32967;18858;84.5;80.4;46.0;41003
Faaborg-Midtfyn;43689;41440;24405;84.3;80.0;47.1;51822
Kerteminde;20323;19369;11751;84.5;80.5;48.9;24052
Nyborg;27205;25912;14658;84.7;80.7;45.7;32107
Odense;170476;162490;79461;82.7;78.9;38.6;206024
Svendborg;50025;47636;26924;84.5;80.5;45.5;59192
Nordfyn;24658;23540;13714;82.9;79.2;46.1;29732
Langeland;10477;10120;6555;85.1;82.2;53.2;12310
Ærø;5262;5037;3620;87.2;83.5;60.0;6034
Haderslev;45183;42959;24438;81.6;77.6;44.1;55380
Billund;21929;20813;12377;82.4;78.2;46.5;26622
Sønderborg;60961;58069;34483;82.7;78.8;46.8;73684
Tønder;29593;28325;15486;80.3;76.9;42.0;36854
Esbjerg;94735;89671;51998;82.1;77.7;45.0;115424
Fanø;2927;2840;1885;85.4;82.8;55.0;3428
Varde;40722;38687;23699;82.0;77.9;47.7;49684
Vejen;34600;32616;19451;81.2;76.5;45.6;42629
Aabenraa;46769;44692;25881;79.7;76.1;44.1;58693
Fredericia;42581;40393;24355;82.5;78.3;47.2;51613
Horsens;75995;71719;40650;80.5;75.9;43.0;94444
Kolding;76221;71941;40076;81.4;76.9;42.8;93582
Vejle;96908;91279;51896;81.4;76.7;43.6;118999
Herning;74016;70059;40432;82.9;78.5;45.3;89284
Holstebro;48904;46514;26013;83.5;79.4;44.4;58569
Lemvig;16460;15779;10323;84.8;81.3;53.2;19401
Struer;17691;16808;10362;85.1;80.9;49.9;20786
Syddjurs;36533;34702;21240;83.8;79.6;48.7;43593
Norddjurs;31000;29542;17856;83.9;80.0;48.3;36945
Favrskov;40999;38386;22424;83.9;78.5;45.9;48880
Odder;19692;18745;11684;84.6;80.5;50.2;23289
Randers;81774;77514;43834;82.6;78.3;44.3;98952
Silkeborg;80024;75862;44552;82.2;78.0;45.8;97311
Samsø;3222;3079;2184;86.7;82.8;58.8;3717
Skanderborg;53325;49977;30019;83.0;77.7;46.7;64282
Århus;293179;278821;144945;82.5;78.5;40.8;355386
Ikast-Brande;34030;32231;18716;81.2;76.9;44.6;41932
Ringkøbing-Skjern;46450;44025;26652;82.6;78.3;47.4;56223
Hedensted;39196;37164;22410;83.2;78.9;47.6;47124
Morsø;16871;16084;10317;84.1;80.2;51.5;20050
Skive;38486;36601;22813;85.4;81.2;50.6;45061
Thisted;35932;34069;20529;83.4;79.0;47.6;43106
Viborg;81319;76899;45770;83.9;79.4;47.2;96881
Brønderslev;30109;28314;16587;83.2;78.3;45.9;36169
Frederikshavn;49742;47100;28949;84.5;80.0;49.2;58885
Vesthimmerland;29723;28350;17240;81.8;78.1;47.5;36322
Læsø;1528;1460;1227;86.3;82.4;69.3;1771
Rebild;25221;23724;13593;82.3;77.4;44.3;30659
Mariagerfjord;34893;33143;20319;83.7;79.5;48.8;41665
Jammerbugt;31935;30206;18374;83.7;79.1;48.1;38166
Aalborg;184280;175345;90798;83.3;79.3;41.1;221180
Hjørring;53921;50946;30108;84.4;79.8;47.1;63879
